Run_Start	Date	Contracts	Cumulative_PnL_Today	Cumulative_PnL	Peak_PnL	Trailing_Floor
2019-06-03	2019-06-14	3	-36.0	1327.5	1374.0	-126.0
2019-06-03	2019-06-17	3	172.5	1500.0	1374.0	-126.0
2019-06-04	2019-06-04	3	247.5	247.5	247.5	-1252.5
2019-06-04	2019-06-05	3	168.0	415.5	415.5	-1084.5
2019-06-04	2019-06-06	3	577.5	993.0	993.0	-507.0
2019-06-04	2019-06-07	3	366.0	1359.0	1359.0	-141.0
2019-06-04	2019-06-10	3	-234.0	1125.0	1359.0	-141.0
2019-06-04	2019-06-11	3	100.5	1225.5	1359.0	-141.0
2019-06-04	2019-06-12	3	-214.5	1011.0	1359.0	-141.0
2019-06-04	2019-06-13	3	439.5	1450.5	1461.0	-39.0
2019-06-04	2019-06-14	3	-36.0	1414.5	1461.0	-39.0
2019-06-04	2019-06-17	3	85.5	1500.0	1461.0	-39.0
2019-07-01	2019-07-01	3	73.5	73.5	73.5	-1426.5
2019-07-01	2019-07-02	3	222.0	295.5	295.5	-1204.5
2019-07-01	2019-07-03	3	-93.0	202.5	295.5	-1204.5
2019-07-01	2019-07-04	3	156.0	358.5	358.5	-1141.5
2019-07-01	2019-07-05	3	34.5	393.0	393.0	-1107.0
2019-07-01	2019-07-08	3	24.0	417.0	417.0	-1083.0
2019-07-01	2019-07-09	3	79.5	496.5	496.5	-1003.5
2019-07-01	2019-07-10	3	673.5	1170.0	1170.0	-330.0
2019-07-01	2019-07-11	3	-18.0	1152.0	1209.5	-290.5
2019-07-01	2019-07-12	3	223.5	1375.5	1375.5	-124.5
2019-07-01	2019-07-15	3	124.5	1500.0	1375.5	-124.5
2019-07-02	2019-07-02	3	222.0	222.0	222.0	-1278.0
2019-07-02	2019-07-03	3	-93.0	129.0	222.0	-1278.0
2019-07-02	2019-07-04	3	156.0	285.0	285.0	-1215.0
2019-07-02	2019-07-05	3	34.5	319.5	319.5	-1180.5
2019-07-02	2019-07-08	3	24.0	343.5	343.5	-1156.5
2019-07-02	2019-07-09	3	79.5	423.0	423.0	-1077.0
2019-07-02	2019-07-10	3	673.5	1096.5	1096.5	-403.5
2019-07-02	2019-07-11	3	-18.0	1078.5	1136.0	-364.0
2019-07-02	2019-07-12	3	223.5	1302.0	1302.0	-198.0
2019-07-02	2019-07-15	3	171.0	1473.0	1473.0	-27.0
2019-07-02	2019-07-16	3	-225.0	1248.0	1473.0	-27.0
2019-07-02	2019-07-17	3	-63.0	1185.0	1473.0	-27.0
2019-07-02	2019-07-18	3	315.0	1500.0	1473.0	-27.0
2019-08-01	2019-08-01	3	355.5	355.5	380.5	-1119.5
2019-08-01	2019-08-02	3	-825.0	-469.5	380.5	-1119.5
2019-08-01	2019-08-05	3	-384.0	-853.5	380.5	-1119.5
2019-08-01	2019-08-06	3	1338.0	484.5	500.0	-1000.0
2019-08-01	2019-08-07	3	628.5	1113.0	1113.0	-387.0
2019-08-01	2019-08-08	3	387.0	1500.0	1113.0	-387.0
2019-08-02	2019-08-02	3	-825.0	-825.0	0.0	-1500.0
2019-08-02	2019-08-05	3	-384.0	-1209.0	0.0	-1500.0
2019-08-02	2019-08-06	3	1338.0	129.0	144.5	-1355.5
2019-08-02	2019-08-07	3	628.5	757.5	757.5	-742.5
2019-08-02	2019-08-08	3	742.5	1500.0	757.5	-742.5
2019-09-02	2019-09-02	3	271.5	271.5	271.5	-1228.5
2019-09-02	2019-09-03	3	171.0	442.5	444.5	-1055.5
2019-09-02	2019-09-04	3	306.0	748.5	748.5	-751.5
2019-09-02	2019-09-05	3	375.0	1123.5	1123.5	-376.5
2019-09-02	2019-09-06	3	-25.5	1098.0	1152.5	-347.5
2019-09-02	2019-09-09	3	40.5	1138.5	1152.5	-347.5
2019-09-02	2019-09-10	3	220.5	1359.0	1359.0	-141.0
2019-09-02	2019-09-11	3	132.0	1491.0	1491.0	-9.0
2019-09-02	2019-09-12	3	9.0	1500.0	1491.0	-9.0
2019-09-03	2019-09-03	3	171.0	171.0	173.0	-1327.0
2019-09-03	2019-09-04	3	306.0	477.0	477.0	-1023.0
2019-09-03	2019-09-05	3	375.0	852.0	852.0	-648.0
2019-09-03	2019-09-06	3	-25.5	826.5	881.0	-619.0
2019-09-03	2019-09-09	3	40.5	867.0	881.0	-619.0
2019-09-03	2019-09-10	3	220.5	1087.5	1087.5	-412.5
2019-09-03	2019-09-11	3	132.0	1219.5	1219.5	-280.5
2019-09-03	2019-09-12	3	88.5	1308.0	1395.0	-105.0
2019-09-03	2019-09-13	3	-298.5	1009.5	1395.0	-105.0
2019-09-03	2019-09-16	3	330.0	1339.5	1395.0	-105.0
2019-09-03	2019-09-17	3	102.0	1441.5	1441.5	-58.5
2019-09-03	2019-09-18	3	-232.5	1209.0	1441.5	-58.5
2019-09-03	2019-09-19	3	-21.0	1188.0	1441.5	-58.5
2019-09-03	2019-09-20	3	27.0	1215.0	1441.5	-58.5
2019-09-03	2019-09-23	3	-46.5	1168.5	1441.5	-58.5
2019-09-03	2019-09-24	3	-174.0	994.5	1441.5	-58.5
2019-09-03	2019-09-25	3	162.0	1156.5	1441.5	-58.5
2019-09-03	2019-09-26	3	130.5	1287.0	1441.5	-58.5
2019-09-03	2019-09-27	3	162.0	1449.0	1449.0	-51.0
2019-09-03	2019-09-30	3	51.0	1500.0	1449.0	-51.0
2019-10-01	2019-10-01	3	145.5	145.5	160.5	-1339.5
2019-10-01	2019-10-02	3	-1.5	144.0	160.5	-1339.5
2019-10-01	2019-10-03	3	301.5	445.5	445.5	-1054.5
2019-10-01	2019-10-04	3	391.5	837.0	837.0	-663.0
2019-10-01	2019-10-07	3	-121.5	715.5	837.0	-663.0
2019-10-01	2019-10-08	3	-15.0	700.5	837.0	-663.0
2019-10-01	2019-10-09	3	289.5	990.0	994.0	-506.0
2019-10-01	2019-10-10	3	468.0	1458.0	1522.5	22.5
2019-10-01	2019-10-11	3	42.0	1500.0	1522.5	22.5
2019-10-02	2019-10-02	3	-1.5	-1.5	0.0	-1500.0
2019-10-02	2019-10-03	3	301.5	300.0	300.0	-1200.0
2019-10-02	2019-10-04	3	391.5	691.5	691.5	-808.5
2019-10-02	2019-10-07	3	-121.5	570.0	691.5	-808.5
2019-10-02	2019-10-08	3	-15.0	555.0	691.5	-808.5
2019-10-02	2019-10-09	3	289.5	844.5	848.5	-651.5
2019-10-02	2019-10-10	3	468.0	1312.5	1377.0	-123.0
2019-10-02	2019-10-11	3	73.5	1386.0	1407.5	-92.5
2019-10-02	2019-10-14	3	-172.5	1213.5	1407.5	-92.5
2019-10-02	2019-10-15	3	24.0	1237.5	1407.5	-92.5
2019-10-02	2019-10-16	3	-81.0	1156.5	1407.5	-92.5
2019-10-02	2019-10-17	3	-109.5	1047.0	1407.5	-92.5
2019-10-02	2019-10-18	3	-103.5	943.5	1407.5	-92.5
2019-10-02	2019-10-21	3	78.0	1021.5	1407.5	-92.5
2019-10-02	2019-10-22	3	24.0	1045.5	1407.5	-92.5
2019-10-02	2019-10-23	3	153.0	1198.5	1407.5	-92.5
2019-10-02	2019-10-24	3	117.0	1315.5	1407.5	-92.5
2019-10-02	2019-10-25	3	145.5	1461.0	1479.5	-20.5
2019-10-02	2019-10-28	3	39.0	1500.0	1479.5	-20.5
2019-11-01	2019-11-01	3	270.0	270.0	270.0	-1230.0
2019-11-01	2019-11-04	3	234.0	504.0	504.0	-996.0
2019-11-01	2019-11-05	3	7.5	511.5	561.5	-938.5
2019-11-01	2019-11-06	3	-61.5	450.0	561.5	-938.5
2019-11-01	2019-11-07	3	-168.0	282.0	561.5	-938.5
2019-11-01	2019-11-08	3	-7.5	274.5	561.5	-938.5
2019-11-01	2019-11-11	3	70.5	345.0	561.5	-938.5
2019-11-01	2019-11-12	3	-103.5	241.5	561.5	-938.5
2019-11-01	2019-11-13	3	-64.5	177.0	561.5	-938.5
2019-11-01	2019-11-14	3	-109.5	67.5	561.5	-938.5
2019-11-01	2019-11-15	3	99.0	166.5	561.5	-938.5
2019-11-01	2019-11-18	3	370.5	537.0	561.5	-938.5
2019-11-01	2019-11-19	3	147.0	684.0	693.0	-807.0
2019-11-01	2019-11-20	3	-82.5	601.5	693.0	-807.0
2019-11-01	2019-11-21	3	126.0	727.5	746.0	-754.0
2019-11-01	2019-11-22	3	115.5	843.0	851.0	-649.0
2019-11-01	2019-11-25	3	84.0	927.0	928.0	-572.0
2019-11-01	2019-11-26	3	-39.0	888.0	928.0	-572.0
2019-11-01	2019-11-27	3	-4.5	883.5	928.0	-572.0
2019-11-01	2019-11-28	3	87.0	970.5	970.5	-529.5
2019-11-01	2019-11-29	3	-15.0	955.5	970.5	-529.5
2019-11-01	2019-12-02	3	156.0	1111.5	1111.5	-388.5
2019-11-01	2019-12-03	3	-76.5	1035.0	1111.5	-388.5
2019-11-01	2019-12-04	3	292.5	1327.5	1365.5	-134.5
2019-11-01	2019-12-05	3	-22.5	1305.0	1365.5	-134.5
2019-11-01	2019-12-06	3	195.0	1500.0	1365.5	-134.5
2019-11-04	2019-11-04	3	234.0	234.0	234.0	-1266.0
2019-11-04	2019-11-05	3	7.5	241.5	291.5	-1208.5
2019-11-04	2019-11-06	3	-61.5	180.0	291.5	-1208.5
2019-11-04	2019-11-07	3	-168.0	12.0	291.5	-1208.5
2019-11-04	2019-11-08	3	-7.5	4.5	291.5	-1208.5
2019-11-04	2019-11-11	3	70.5	75.0	291.5	-1208.5
2019-11-04	2019-11-12	3	-103.5	-28.5	291.5	-1208.5
2019-11-04	2019-11-13	3	-64.5	-93.0	291.5	-1208.5
2019-11-04	2019-11-14	3	-109.5	-202.5	291.5	-1208.5
2019-11-04	2019-11-15	3	99.0	-103.5	291.5	-1208.5
2019-11-04	2019-11-18	3	370.5	267.0	291.5	-1208.5
2019-11-04	2019-11-19	3	147.0	414.0	423.0	-1077.0
2019-11-04	2019-11-20	3	-82.5	331.5	423.0	-1077.0
2019-11-04	2019-11-21	3	126.0	457.5	476.0	-1024.0
2019-11-04	2019-11-22	3	115.5	573.0	581.0	-919.0
2019-11-04	2019-11-25	3	84.0	657.0	658.0	-842.0
2019-11-04	2019-11-26	3	-39.0	618.0	658.0	-842.0
2019-11-04	2019-11-27	3	-4.5	613.5	658.0	-842.0
2019-11-04	2019-11-28	3	87.0	700.5	700.5	-799.5
2019-11-04	2019-11-29	3	-15.0	685.5	700.5	-799.5
2019-11-04	2019-12-02	3	156.0	841.5	841.5	-658.5
2019-11-04	2019-12-03	3	-76.5	765.0	841.5	-658.5
2019-11-04	2019-12-04	3	292.5	1057.5	1095.5	-404.5
2019-11-04	2019-12-05	3	-22.5	1035.0	1095.5	-404.5
2019-11-04	2019-12-06	3	240.0	1275.0	1275.0	-225.0
2019-11-04	2019-12-09	3	142.5	1417.5	1439.0	-61.0
2019-11-04	2019-12-10	3	21.0	1438.5	1448.0	-52.0
2019-11-04	2019-12-11	3	61.5	1500.0	1448.0	-52.0
2019-12-02	2019-12-02	3	156.0	156.0	156.0	-1344.0
2019-12-02	2019-12-03	3	-76.5	79.5	156.0	-1344.0
2019-12-02	2019-12-04	3	292.5	372.0	410.0	-1090.0
2019-12-02	2019-12-05	3	-22.5	349.5	410.0	-1090.0
2019-12-02	2019-12-06	3	240.0	589.5	589.5	-910.5
2019-12-02	2019-12-09	3	142.5	732.0	753.5	-746.5
2019-12-02	2019-12-10	3	21.0	753.0	762.5	-737.5
2019-12-02	2019-12-11	3	109.5	862.5	890.5	-609.5
2019-12-02	2019-12-12	3	-7.5	855.0	890.5	-609.5
2019-12-02	2019-12-13	3	-136.5	718.5	890.5	-609.5
2019-12-02	2019-12-16	3	-61.5	657.0	890.5	-609.5
2019-12-02	2019-12-17	3	-10.5	646.5	890.5	-609.5
2019-12-02	2019-12-18	3	-31.5	615.0	890.5	-609.5
2019-12-02	2019-12-19	3	39.0	654.0	890.5	-609.5
2019-12-02	2019-12-20	3	9.0	663.0	890.5	-609.5
2019-12-02	2019-12-23	3	-7.5	655.5	890.5	-609.5
2019-12-02	2019-12-24	3	-7.5	648.0	890.5	-609.5
2019-12-02	2019-12-26	3	226.5	874.5	890.5	-609.5
2019-12-02	2019-12-27	3	-24.0	850.5	890.5	-609.5
2019-12-02	2019-12-30	3	111.0	961.5	962.0	-538.0
2019-12-02	2019-12-31	3	145.5	1107.0	1107.0	-393.0
2019-12-02	2020-01-02	3	355.5	1462.5	1462.5	-37.5
2019-12-02	2020-01-03	3	37.5	1500.0	1462.5	-37.5
2019-12-03	2019-12-03	3	-76.5	-76.5	0.0	-1500.0
2019-12-03	2019-12-04	3	292.5	216.0	254.0	-1246.0
2019-12-03	2019-12-05	3	-22.5	193.5	254.0	-1246.0
2019-12-03	2019-12-06	3	240.0	433.5	433.5	-1066.5
2019-12-03	2019-12-09	3	142.5	576.0	597.5	-902.5
2019-12-03	2019-12-10	3	21.0	597.0	606.5	-893.5
2019-12-03	2019-12-11	3	109.5	706.5	734.5	-765.5
2019-12-03	2019-12-12	3	-7.5	699.0	734.5	-765.5
2019-12-03	2019-12-13	3	-136.5	562.5	734.5	-765.5
2019-12-03	2019-12-16	3	-61.5	501.0	734.5	-765.5
2019-12-03	2019-12-17	3	-10.5	490.5	734.5	-765.5
2019-12-03	2019-12-18	3	-31.5	459.0	734.5	-765.5
2019-12-03	2019-12-19	3	39.0	498.0	734.5	-765.5
2019-12-03	2019-12-20	3	9.0	507.0	734.5	-765.5
2019-12-03	2019-12-23	3	-7.5	499.5	734.5	-765.5
2019-12-03	2019-12-24	3	-7.5	492.0	734.5	-765.5
2019-12-03	2019-12-26	3	226.5	718.5	734.5	-765.5
2019-12-03	2019-12-27	3	-24.0	694.5	734.5	-765.5
2019-12-03	2019-12-30	3	111.0	805.5	806.0	-694.0
2019-12-03	2019-12-31	3	145.5	951.0	951.0	-549.0
2019-12-03	2020-01-02	3	355.5	1306.5	1306.5	-193.5
2019-12-03	2020-01-03	3	76.5	1383.0	1425.5	-74.5
2019-12-03	2020-01-06	3	117.0	1500.0	1425.5	-74.5
2020-01-02	2020-01-02	3	355.5	355.5	355.5	-1144.5
2020-01-02	2020-01-03	3	76.5	432.0	474.5	-1025.5
2020-01-02	2020-01-06	3	375.0	807.0	807.0	-693.0
2020-01-02	2020-01-07	3	-79.5	727.5	807.0	-693.0
2020-01-02	2020-01-08	3	720.0	1447.5	1447.5	-52.5
2020-01-02	2020-01-09	3	52.5	1500.0	1447.5	-52.5
2020-01-03	2020-01-03	3	76.5	76.5	119.0	-1381.0
2020-01-03	2020-01-06	3	375.0	451.5	451.5	-1048.5
2020-01-03	2020-01-07	3	-79.5	372.0	451.5	-1048.5
2020-01-03	2020-01-08	3	720.0	1092.0	1092.0	-408.0
2020-01-03	2020-01-09	3	153.0	1245.0	1245.0	-255.0
2020-01-03	2020-01-10	3	9.0	1254.0	1316.0	-184.0
2020-01-03	2020-01-13	3	246.0	1500.0	1316.0	-184.0
2020-02-03	2020-02-03	3	537.0	537.0	555.5	-944.5
2020-02-03	2020-02-04	3	255.0	792.0	800.5	-699.5
2020-02-03	2020-02-05	3	265.5	1057.5	1057.5	-442.5
2020-02-03	2020-02-06	3	151.5	1209.0	1254.5	-245.5
2020-02-03	2020-02-07	3	-154.5	1054.5	1254.5	-245.5
2020-02-03	2020-02-10	3	187.5	1242.0	1259.0	-241.0
2020-02-03	2020-02-11	3	-234.0	1008.0	1259.0	-241.0
2020-02-03	2020-02-12	3	210.0	1218.0	1259.0	-241.0
2020-02-03	2020-02-13	3	-118.5	1099.5	1259.0	-241.0
2020-02-03	2020-02-14	3	-297.0	802.5	1259.0	-241.0
2020-02-03	2020-02-17	3	85.5	888.0	1259.0	-241.0
2020-02-03	2020-02-18	3	282.0	1170.0	1259.0	-241.0
2020-02-03	2020-02-19	3	39.0	1209.0	1259.0	-241.0
2020-02-03	2020-02-20	3	250.5	1459.5	1459.5	-40.5
2020-02-03	2020-02-21	3	-483.0	976.5	1459.5	-40.5
2020-02-03	2020-02-24	3	-930.0	46.5	1459.5	-40.5
2020-02-03	2020-02-25	3	-466.5	-420.0	1459.5	-40.5
2020-02-03	2020-02-25	3	-87.0	-40.5	1459.5	-40.5
2020-02-04	2020-02-04	3	255.0	255.0	263.5	-1236.5
2020-02-04	2020-02-05	3	265.5	520.5	520.5	-979.5
2020-02-04	2020-02-06	3	151.5	672.0	717.5	-782.5
2020-02-04	2020-02-07	3	-154.5	517.5	717.5	-782.5
2020-02-04	2020-02-10	3	187.5	705.0	722.0	-778.0
2020-02-04	2020-02-11	3	-234.0	471.0	722.0	-778.0
2020-02-04	2020-02-12	3	210.0	681.0	722.0	-778.0
2020-02-04	2020-02-13	3	-118.5	562.5	722.0	-778.0
2020-02-04	2020-02-14	3	-297.0	265.5	722.0	-778.0
2020-02-04	2020-02-17	3	85.5	351.0	722.0	-778.0
2020-02-04	2020-02-18	3	282.0	633.0	722.0	-778.0
2020-02-04	2020-02-19	3	39.0	672.0	722.0	-778.0
2020-02-04	2020-02-20	3	250.5	922.5	922.5	-577.5
2020-02-04	2020-02-21	3	-483.0	439.5	922.5	-577.5
2020-02-04	2020-02-24	3	-930.0	-490.5	922.5	-577.5
2020-02-04	2020-02-25	3	-466.5	-957.0	922.5	-577.5
2020-02-04	2020-02-25	3	-87.0	-577.5	922.5	-577.5
2020-03-02	2020-03-02	3	598.5	598.5	757.5	-742.5
2020-03-02	2020-03-03	3	-1492.5	-894.0	757.5	-742.5
2020-03-02	2020-03-03	3	-1341.0	-742.5	757.5	-742.5
2020-03-03	2020-03-03	3	-1492.5	-1492.5	0.0	-1500.0
2020-03-03	2020-03-04	3	1509.0	16.5	16.5	-1483.5
2020-03-03	2020-03-05	3	-73.5	-57.0	16.5	-1483.5
2020-03-03	2020-03-06	3	-40.5	-97.5	19.0	-1481.0
2020-03-03	2020-03-09	3	-1605.0	-1702.5	19.0	-1481.0
2020-03-03	2020-03-09	3	-1383.5	-1481.0	19.0	-1481.0
2020-04-01	2020-04-01	3	-1149.0	-1149.0	0.0	-1500.0
2020-04-01	2020-04-02	3	121.5	-1027.5	0.0	-1500.0
2020-04-01	2020-04-03	3	-61.5	-1089.0	0.0	-1500.0
2020-04-01	2020-04-06	3	616.5	-472.5	0.0	-1500.0
2020-04-01	2020-04-07	3	-82.5	-555.0	0.0	-1500.0
2020-04-01	2020-04-08	3	94.5	-460.5	0.0	-1500.0
2020-04-01	2020-04-09	3	216.0	-244.5	0.0	-1500.0
2020-04-01	2020-04-13	3	747.0	502.5	502.5	-997.5
2020-04-01	2020-04-14	3	931.5	1434.0	1450.5	-49.5
2020-04-01	2020-04-15	3	-709.5	724.5	1450.5	-49.5
2020-04-01	2020-04-16	3	-163.5	561.0	1450.5	-49.5
2020-04-01	2020-04-17	3	-268.5	292.5	1450.5	-49.5
2020-04-01	2020-04-20	3	-246.0	46.5	1450.5	-49.5
2020-04-01	2020-04-21	3	-375.0	-328.5	1450.5	-49.5
2020-04-01	2020-04-21	3	-96.0	-49.5	1450.5	-49.5
2020-04-02	2020-04-02	3	121.5	121.5	134.0	-1366.0
2020-04-02	2020-04-03	3	-61.5	60.0	134.0	-1366.0
2020-04-02	2020-04-06	3	616.5	676.5	732.0	-768.0
2020-04-02	2020-04-07	3	-82.5	594.0	1026.5	-473.5
2020-04-02	2020-04-08	3	94.5	688.5	1026.5	-473.5
2020-04-02	2020-04-09	3	216.0	904.5	1035.0	-465.0
2020-04-02	2020-04-13	3	595.5	1500.0	1035.0	-465.0
2020-05-01	2020-05-01	3	163.5	163.5	175.5	-1324.5
2020-05-01	2020-05-04	3	1009.5	1173.0	1173.0	-327.0
2020-05-01	2020-05-05	3	327.0	1500.0	1173.0	-327.0
2020-05-04	2020-05-04	3	1009.5	1009.5	1009.5	-490.5
2020-05-04	2020-05-05	3	490.5	1500.0	1009.5	-490.5
2020-06-01	2020-06-01	3	628.5	628.5	628.5	-871.5
2020-06-01	2020-06-02	3	871.5	1500.0	628.5	-871.5
2020-06-02	2020-06-02	3	889.5	889.5	889.5	-610.5
2020-06-02	2020-06-03	3	162.0	1051.5	1051.5	-448.5
2020-06-02	2020-06-04	3	-325.5	726.0	1051.5	-448.5
2020-06-02	2020-06-05	3	-55.5	670.5	1051.5	-448.5
2020-06-02	2020-06-08	3	219.0	889.5	1051.5	-448.5
2020-06-02	2020-06-09	3	4.5	894.0	1051.5	-448.5
2020-06-02	2020-06-10	3	342.0	1236.0	1350.0	-150.0
2020-06-02	2020-06-11	3	-1105.5	130.5	1350.0	-150.0
2020-06-02	2020-06-12	3	229.5	360.0	1350.0	-150.0
2020-06-02	2020-06-15	3	976.5	1336.5	1350.0	-150.0
2020-06-02	2020-06-16	3	-198.0	1138.5	1350.0	-150.0
2020-06-02	2020-06-17	3	-232.5	906.0	1350.0	-150.0
2020-06-02	2020-06-18	3	-391.5	514.5	1350.0	-150.0
2020-06-02	2020-06-19	3	255.0	769.5	1350.0	-150.0
2020-06-02	2020-06-22	3	577.5	1347.0	1392.5	-107.5
2020-06-02	2020-06-23	3	153.0	1500.0	1392.5	-107.5
2020-07-01	2020-07-01	3	372.0	372.0	372.0	-1128.0
2020-07-01	2020-07-02	3	370.5	742.5	837.0	-663.0
2020-07-01	2020-07-03	3	-54.0	688.5	837.0	-663.0
2020-07-01	2020-07-06	3	630.0	1318.5	1318.5	-181.5
2020-07-01	2020-07-07	3	-10.5	1308.0	1318.5	-181.5
2020-07-01	2020-07-08	3	192.0	1500.0	1318.5	-181.5
2020-07-02	2020-07-02	3	370.5	370.5	465.0	-1035.0
2020-07-02	2020-07-03	3	-54.0	316.5	465.0	-1035.0
2020-07-02	2020-07-06	3	630.0	946.5	946.5	-553.5
2020-07-02	2020-07-07	3	-10.5	936.0	946.5	-553.5
2020-07-02	2020-07-08	3	424.5	1360.5	1360.5	-139.5
2020-07-02	2020-07-09	3	139.5	1500.0	1360.5	-139.5
2020-08-03	2020-08-03	3	631.5	631.5	631.5	-868.5
2020-08-03	2020-08-04	3	76.5	708.0	753.0	-747.0
2020-08-03	2020-08-05	3	-496.5	211.5	753.0	-747.0
2020-08-03	2020-08-06	3	819.0	1030.5	1030.5	-469.5
2020-08-03	2020-08-07	3	267.0	1297.5	1334.5	-165.5
2020-08-03	2020-08-10	3	30.0	1327.5	1334.5	-165.5
2020-08-03	2020-08-11	3	-462.0	865.5	1334.5	-165.5
2020-08-03	2020-08-12	3	634.5	1500.0	1334.5	-165.5
2020-08-04	2020-08-04	3	76.5	76.5	121.5	-1378.5
2020-08-04	2020-08-05	3	-496.5	-420.0	121.5	-1378.5
2020-08-04	2020-08-06	3	819.0	399.0	399.0	-1101.0
2020-08-04	2020-08-07	3	267.0	666.0	703.0	-797.0
2020-08-04	2020-08-10	3	30.0	696.0	703.0	-797.0
2020-08-04	2020-08-11	3	-462.0	234.0	703.0	-797.0
2020-08-04	2020-08-12	3	738.0	972.0	972.0	-528.0
2020-08-04	2020-08-13	3	34.5	1006.5	1088.0	-412.0
2020-08-04	2020-08-14	3	-138.0	868.5	1088.0	-412.0
2020-08-04	2020-08-17	3	267.0	1135.5	1135.5	-364.5
2020-08-04	2020-08-18	3	322.5	1458.0	1458.0	-42.0
2020-08-04	2020-08-19	3	-93.0	1365.0	1458.0	-42.0
2020-08-04	2020-08-20	3	135.0	1500.0	1458.0	-42.0
2020-09-01	2020-09-01	3	399.0	399.0	399.0	-1101.0
2020-09-01	2020-09-02	3	478.5	877.5	877.5	-622.5
2020-09-01	2020-09-03	3	-883.5	-6.0	877.5	-622.5
2020-09-01	2020-09-04	3	1506.0	1500.0	877.5	-622.5
2020-09-02	2020-09-02	3	478.5	478.5	478.5	-1021.5
2020-09-02	2020-09-03	3	-883.5	-405.0	478.5	-1021.5
2020-09-02	2020-09-04	3	1905.0	1500.0	478.5	-1021.5
2020-10-01	2020-10-01	3	-427.5	-427.5	0.0	-1500.0
2020-10-01	2020-10-02	3	-841.5	-1269.0	0.0	-1500.0
2020-10-01	2020-10-05	3	64.5	-1204.5	0.0	-1500.0
2020-10-01	2020-10-06	3	-906.0	-2110.5	0.0	-1500.0
2020-10-01	2020-10-06	3	-295.5	-1500.0	0.0	-1500.0
2020-10-02	2020-10-02	3	-841.5	-841.5	0.0	-1500.0
2020-10-02	2020-10-05	3	64.5	-777.0	0.0	-1500.0
2020-10-02	2020-10-06	3	-906.0	-1683.0	0.0	-1500.0
2020-10-02	2020-10-06	3	-723.0	-1500.0	0.0	-1500.0
2020-11-02	2020-11-02	3	468.0	468.0	530.5	-969.5
2020-11-02	2020-11-03	3	55.5	523.5	575.0	-925.0
