Date	Quantity of positions	Volume	P.L	Average P.L	Comission	Gross	Net	Open	Hi	Low	Close
25.07.2019	7	7	-47.5	-6.79	0	1 209.50	1 209.50	1 257.00	1 259.00	1 207.50	1 209.50
26.07.2019	9	9	95	10.56	0	1 304.50	1 304.50	1 209.50	1 306.00	1 209.50	1 304.50
29.07.2019	8	8	27	3.38	0	1 331.50	1 331.50	1 304.50	1 337.50	1 277.00	1 331.50
30.07.2019	6	6	-6.5	-1.08	0	1 325.00	1 325.00	1 331.50	1 331.50	1 280.50	1 325.00
31.07.2019	5	5	-78	-15.6	0	1 247.00	1 247.00	1 325.00	1 325.00	1 247.00	1 247.00
01.08.2019	8	8	118.5	14.81	0	1 365.50	1 365.50	1 247.00	1 390.50	1 247.00	1 365.50
02.08.2019	5	5	2	0.4	0	1 367.50	1 367.50	1 365.50	1 374.00	1 309.50	1 367.50
05.08.2019	4	4	-86	-21.5	0	1 281.50	1 281.50	1 367.50	1 367.50	1 281.50	1 281.50
06.08.2019	4	4	16	4	0	1 297.50	1 297.50	1 281.50	1 380.50	1 281.50	1 297.50
07.08.2019	4	4	119	29.75	0	1 416.50	1 416.50	1 297.50	1 416.50	1 255.50	1 416.50
08.08.2019	6	6	218.5	36.42	0	1 635.00	1 635.00	1 416.50	1 635.00	1 416.50	1 635.00
09.08.2019	6	6	113.5	18.92	0	1 748.50	1 748.50	1 635.00	1 793.50	1 635.00	1 748.50
12.08.2019	5	5	21	4.2	0	1 769.50	1 769.50	1 748.50	1 807.00	1 748.50	1 769.50
13.08.2019	9	9	-124.5	-13.83	0	1 645.00	1 645.00	1 769.50	1 792.50	1 645.00	1 645.00
14.08.2019	5	5	-105	-21	0	1 540.00	1 540.00	1 645.00	1 645.00	1 540.00	1 540.00
15.08.2019	5	5	101.5	20.3	0	1 641.50	1 641.50	1 540.00	1 686.00	1 540.00	1 641.50
16.08.2019	7	7	50.5	7.21	0	1 692.00	1 692.00	1 641.50	1 723.50	1 623.50	1 692.00
19.08.2019	6	6	73.5	12.25	0	1 765.50	1 765.50	1 692.00	1 765.50	1 673.50	1 765.50
20.08.2019	8	8	-77.5	-9.69	0	1 688.00	1 688.00	1 765.50	1 797.50	1 688.00	1 688.00
21.08.2019	9	9	26	2.89	0	1 714.00	1 714.00	1 688.00	1 781.00	1 688.00	1 714.00
22.08.2019	7	7	-21.5	-3.07	0	1 692.50	1 692.50	1 714.00	1 747.00	1 692.50	1 692.50
23.08.2019	7	7	-145	-20.71	0	1 547.50	1 547.50	1 692.50	1 742.50	1 547.50	1 547.50
26.08.2019	5	5	-61.5	-12.3	0	1 486.00	1 486.00	1 547.50	1 587.00	1 445.00	1 486.00
27.08.2019	5	5	76	15.2	0	1 562.00	1 562.00	1 486.00	1 594.50	1 486.00	1 562.00
28.08.2019	5	5	-93	-18.6	0	1 469.00	1 469.00	1 562.00	1 562.00	1 425.50	1 469.00
29.08.2019	6	6	120	20	0	1 589.00	1 589.00	1 469.00	1 613.00	1 469.00	1 589.00
30.08.2019	4	4	36	9	0	1 625.00	1 625.00	1 589.00	1 663.00	1 589.00	1 625.00
02.09.2019	4	4	90.5	22.63	0	1 715.50	1 715.50	1 625.00	1 715.50	1 625.00	1 715.50
03.09.2019	5	5	57	11.4	0	1 772.50	1 772.50	1 715.50	1 774.50	1 681.00	1 772.50
04.09.2019	8	8	102	12.75	0	1 874.50	1 874.50	1 772.50	1 874.50	1 756.00	1 874.50
05.09.2019	5	5	125	25	0	1 999.50	1 999.50	1 874.50	1 999.50	1 866.50	1 999.50
06.09.2019	7	7	-8.5	-1.21	0	1 991.00	1 991.00	1 999.50	2 045.50	1 991.00	1 991.00
09.09.2019	4	4	13.5	3.38	0	2 004.50	2 004.50	1 991.00	2 012.00	1 975.00	2 004.50
10.09.2019	6	6	73.5	12.25	0	2 078.00	2 078.00	2 004.50	2 078.00	1 944.00	2 078.00
11.09.2019	6	6	44	7.33	0	2 122.00	2 122.00	2 078.00	2 122.00	2 064.00	2 122.00
12.09.2019	6	6	29.5	4.92	0	2 151.50	2 151.50	2 122.00	2 238.50	2 122.00	2 151.50
13.09.2019	8	8	-99.5	-12.44	0	2 052.00	2 052.00	2 151.50	2 190.00	2 052.00	2 052.00
16.09.2019	5	5	110	22	0	2 162.00	2 162.00	2 052.00	2 191.50	2 052.00	2 162.00
17.09.2019	6	6	34	5.67	0	2 196.00	2 196.00	2 162.00	2 196.00	2 133.00	2 196.00
18.09.2019	6	6	-116.5	-19.42	0	2 079.50	2 079.50	2 196.00	2 196.00	2 079.50	2 079.50
19.09.2019	7	7	-7	-1	0	2 072.50	2 072.50	2 079.50	2 124.50	2 064.50	2 072.50
20.09.2019	4	4	9	2.25	0	2 081.50	2 081.50	2 072.50	2 117.50	2 072.50	2 081.50
23.09.2019	6	6	-15.5	-2.58	0	2 066.00	2 066.00	2 081.50	2 109.00	2 062.50	2 066.00
24.09.2019	5	5	-58	-11.6	0	2 008.00	2 008.00	2 066.00	2 092.00	2 008.00	2 008.00
25.09.2019	5	5	54	10.8	0	2 062.00	2 062.00	2 008.00	2 062.00	1 985.50	2 062.00
26.09.2019	6	6	65.5	10.92	0	2 127.50	2 127.50	2 062.00	2 127.50	2 021.50	2 127.50
27.09.2019	6	6	12	2	0	2 139.50	2 139.50	2 127.50	2 181.00	2 114.00	2 139.50
30.09.2019	6	6	53	8.83	0	2 192.50	2 192.50	2 139.50	2 195.00	2 139.50	2 192.50
01.10.2019	9	9	48.5	5.39	0	2 241.00	2 241.00	2 192.50	2 256.00	2 180.50	2 241.00
02.10.2019	4	4	-0.5	-0.13	0	2 240.50	2 240.50	2 241.00	2 241.00	2 185.50	2 240.50
03.10.2019	8	8	-19	-2.38	0	2 221.50	2 221.50	2 240.50	2 240.50	2 173.00	2 221.50
04.10.2019	7	7	56.5	8.07	0	2 278.00	2 278.00	2 221.50	2 278.00	2 162.50	2 278.00
07.10.2019	2	2	-40.5	-20.25	0	2 237.50	2 237.50	2 278.00	2 288.50	2 237.50	2 237.50
08.10.2019	7	7	-5	-0.71	0	2 232.50	2 232.50	2 237.50	2 300.00	2 204.50	2 232.50
09.10.2019	8	8	96.5	12.06	0	2 329.00	2 329.00	2 232.50	2 333.00	2 232.50	2 329.00
10.10.2019	6	6	44.5	7.42	0	2 373.50	2 373.50	2 329.00	2 439.00	2 305.50	2 373.50
11.10.2019	6	6	24.5	4.08	0	2 398.00	2 398.00	2 373.50	2 419.50	2 332.00	2 398.00
14.10.2019	4	4	-57.5	-14.38	0	2 340.50	2 340.50	2 398.00	2 398.00	2 331.50	2 340.50
15.10.2019	5	5	8	1.6	0	2 348.50	2 348.50	2 340.50	2 370.00	2 327.00	2 348.50
16.10.2019	6	6	-27	-4.5	0	2 321.50	2 321.50	2 348.50	2 348.50	2 305.50	2 321.50
17.10.2019	6	6	-36.5	-6.08	0	2 285.00	2 285.00	2 321.50	2 323.00	2 277.50	2 285.00
18.10.2019	5	5	-28	-5.6	0	2 257.00	2 257.00	2 285.00	2 285.00	2 231.00	2 257.00
21.10.2019	6	6	26	4.33	0	2 283.00	2 283.00	2 257.00	2 283.00	2 251.00	2 283.00
22.10.2019	6	6	8	1.33	0	2 291.00	2 291.00	2 283.00	2 352.00	2 283.00	2 291.00
23.10.2019	6	6	51	8.5	0	2 342.00	2 342.00	2 291.00	2 342.00	2 237.00	2 342.00
24.10.2019	6	6	39	6.5	0	2 381.00	2 381.00	2 342.00	2 395.00	2 330.50	2 381.00
25.10.2019	3	3	48.5	16.17	0	2 429.50	2 429.50	2 381.00	2 448.00	2 381.00	2 429.50
28.10.2019	6	6	52	8.67	0	2 481.50	2 481.50	2 429.50	2 481.50	2 406.00	2 481.50
29.10.2019	7	7	-121.5	-17.36	0	2 360.00	2 360.00	2 481.50	2 490.50	2 360.00	2 360.00
30.10.2019	4	4	56.5	14.13	0	2 416.50	2 416.50	2 360.00	2 416.50	2 346.50	2 416.50
31.10.2019	4	4	-80.5	-20.13	0	2 336.00	2 336.00	2 416.50	2 427.00	2 336.00	2 336.00
01.11.2019	8	8	90	11.25	0	2 426.00	2 426.00	2 336.00	2 426.00	2 308.50	2 426.00
04.11.2019	7	7	78	11.14	0	2 504.00	2 504.00	2 426.00	2 504.00	2 426.00	2 504.00
05.11.2019	7	7	2.5	0.36	0	2 506.50	2 506.50	2 504.00	2 556.50	2 504.00	2 506.50
06.11.2019	5	5	-20.5	-4.1	0	2 486.00	2 486.00	2 506.50	2 525.00	2 486.00	2 486.00
07.11.2019	7	7	-56	-8	0	2 430.00	2 430.00	2 486.00	2 491.00	2 430.00	2 430.00
08.11.2019	5	5	-2.5	-0.5	0	2 427.50	2 427.50	2 430.00	2 449.50	2 404.00	2 427.50
11.11.2019	5	5	23.5	4.7	0	2 451.00	2 451.00	2 427.50	2 451.00	2 404.00	2 451.00
12.11.2019	5	5	-34.5	-6.9	0	2 416.50	2 416.50	2 451.00	2 451.00	2 416.50	2 416.50
13.11.2019	6	6	-21.5	-3.58	0	2 395.00	2 395.00	2 416.50	2 433.00	2 381.00	2 395.00
14.11.2019	7	7	-36.5	-5.21	0	2 358.50	2 358.50	2 395.00	2 414.50	2 338.00	2 358.50
15.11.2019	6	6	33	5.5	0	2 391.50	2 391.50	2 358.50	2 434.50	2 358.50	2 391.50
18.11.2019	4	4	123.5	30.88	0	2 515.00	2 515.00	2 391.50	2 515.00	2 391.50	2 515.00
19.11.2019	6	6	49	8.17	0	2 564.00	2 564.00	2 515.00	2 573.00	2 515.00	2 564.00
20.11.2019	4	4	-12.5	-3.13	0	2 551.50	2 551.50	2 564.00	2 568.50	2 539.50	2 551.50
21.11.2019	8	8	42	5.25	0	2 593.50	2 593.50	2 551.50	2 612.00	2 551.50	2 593.50
22.11.2019	7	7	38.5	5.5	0	2 632.00	2 632.00	2 593.50	2 640.00	2 593.50	2 632.00
25.11.2019	8	8	28	3.5	0	2 660.00	2 660.00	2 632.00	2 661.00	2 590.00	2 660.00
26.11.2019	6	6	-13	-2.17	0	2 647.00	2 647.00	2 660.00	2 685.50	2 644.50	2 647.00
27.11.2019	3	3	-1.5	-0.5	0	2 645.50	2 645.50	2 647.00	2 659.50	2 638.50	2 645.50
28.11.2019	3	3	29	9.67	0	2 674.50	2 674.50	2 645.50	2 674.50	2 635.50	2 674.50
29.11.2019	4	4	-5	-1.25	0	2 669.50	2 669.50	2 674.50	2 677.00	2 658.50	2 669.50
02.12.2019	6	6	52	8.67	0	2 721.50	2 721.50	2 669.50	2 721.50	2 669.50	2 721.50
03.12.2019	2	2	-25.5	-12.75	0	2 696.00	2 696.00	2 721.50	2 721.50	2 673.50	2 696.00
04.12.2019	6	6	97.5	16.25	0	2 793.50	2 793.50	2 696.00	2 831.50	2 696.00	2 793.50
05.12.2019	8	8	-7.5	-0.94	0	2 786.00	2 786.00	2 793.50	2 800.50	2 760.00	2 786.00
06.12.2019	7	7	80	11.43	0	2 866.00	2 866.00	2 786.00	2 866.00	2 779.00	2 866.00
09.12.2019	5	5	47.5	9.5	0	2 913.50	2 913.50	2 866.00	2 935.00	2 866.00	2 913.50
10.12.2019	5	5	7	1.4	0	2 920.50	2 920.50	2 913.50	2 930.00	2 893.00	2 920.50
11.12.2019	6	6	36.5	6.08	0	2 957.00	2 957.00	2 920.50	2 985.00	2 920.50	2 957.00
12.12.2019	8	8	-2.5	-0.31	0	2 954.50	2 954.50	2 957.00	2 968.00	2 933.00	2 954.50
13.12.2019	4	4	-40	-10	0	2 914.50	2 914.50	2 954.50	2 954.50	2 906.00	2 914.50
16.12.2019	8	8	-20.5	-2.56	0	2 894.00	2 894.00	2 914.50	2 924.00	2 884.50	2 894.00
17.12.2019	6	6	-3.5	-0.58	0	2 890.50	2 890.50	2 894.00	2 922.50	2 881.50	2 890.50
18.12.2019	3	3	-10.5	-3.5	0	2 880.00	2 880.00	2 890.50	2 890.50	2 868.00	2 880.00
19.12.2019	5	5	13	2.6	0	2 893.00	2 893.00	2 880.00	2 893.00	2 857.00	2 893.00
20.12.2019	9	9	3	0.33	0	2 896.00	2 896.00	2 893.00	2 896.00	2 842.00	2 896.00
23.12.2019	5	5	-2.5	-0.5	0	2 893.50	2 893.50	2 896.00	2 896.00	2 886.00	2 893.50
24.12.2019	3	3	-2.5	-0.83	0	2 891.00	2 891.00	2 893.50	2 906.00	2 891.00	2 891.00
26.12.2019	6	6	75.5	12.58	0	2 966.50	2 966.50	2 891.00	2 966.50	2 891.00	2 966.50
27.12.2019	6	6	-8	-1.33	0	2 958.50	2 958.50	2 966.50	2 980.00	2 958.50	2 958.50
30.12.2019	7	7	37	5.29	0	2 995.50	2 995.50	2 958.50	2 996.00	2 958.50	2 995.50
31.12.2019	6	6	48.5	8.08	0	3 044.00	3 044.00	2 995.50	3 044.00	2 982.50	3 044.00
02.01.2020	6	6	118.5	19.75	0	3 162.50	3 162.50	3 044.00	3 162.50	3 029.50	3 162.50
03.01.2020	7	7	25.5	3.64	0	3 188.00	3 188.00	3 162.50	3 230.50	3 086.00	3 188.00
06.01.2020	5	5	125	25	0	3 313.00	3 313.00	3 188.00	3 313.00	3 166.00	3 313.00
07.01.2020	5	5	-26.5	-5.3	0	3 286.50	3 286.50	3 313.00	3 360.50	3 286.50	3 286.50
08.01.2020	8	8	116	14.5	0	3 402.50	3 402.50	3 286.50	3 402.50	3 233.50	3 402.50
09.01.2020	5	5	51	10.2	0	3 453.50	3 453.50	3 402.50	3 453.50	3 365.00	3 453.50
10.01.2020	8	8	3	0.38	0	3 456.50	3 456.50	3 453.50	3 518.50	3 453.50	3 456.50
13.01.2020	7	7	128	18.29	0	3 584.50	3 584.50	3 456.50	3 584.50	3 456.50	3 584.50
14.01.2020	5	5	-69	-13.8	0	3 515.50	3 515.50	3 584.50	3 584.50	3 515.50	3 515.50
15.01.2020	7	7	-63	-9	0	3 452.50	3 452.50	3 515.50	3 522.00	3 452.50	3 452.50
16.01.2020	5	5	19	3.8	0	3 471.50	3 471.50	3 452.50	3 471.50	3 433.50	3 471.50
17.01.2020	6	6	-3.5	-0.58	0	3 468.00	3 468.00	3 471.50	3 471.50	3 447.00	3 468.00
20.01.2020	5	5	-26	-5.2	0	3 442.00	3 442.00	3 468.00	3 468.00	3 427.50	3 442.00
21.01.2020	6	6	-31	-5.17	0	3 411.00	3 411.00	3 442.00	3 442.00	3 370.50	3 411.00
22.01.2020	6	6	56.5	9.42	0	3 467.50	3 467.50	3 411.00	3 495.50	3 411.00	3 467.50
23.01.2020	6	6	-29	-4.83	0	3 438.50	3 438.50	3 467.50	3 467.50	3 401.50	3 438.50
24.01.2020	6	6	-36	-6	0	3 402.50	3 402.50	3 438.50	3 438.50	3 402.50	3 402.50
27.01.2020	4	4	-75.5	-18.88	0	3 327.00	3 327.00	3 402.50	3 402.50	3 258.50	3 327.00
28.01.2020	6	6	182.5	30.42	0	3 509.50	3 509.50	3 327.00	3 509.50	3 327.00	3 509.50
29.01.2020	5	5	93	18.6	0	3 602.50	3 602.50	3 509.50	3 605.50	3 509.50	3 602.50
30.01.2020	6	6	-40	-6.67	0	3 562.50	3 562.50	3 602.50	3 602.50	3 487.00	3 562.50
31.01.2020	6	6	-16.5	-2.75	0	3 546.00	3 546.00	3 562.50	3 573.50	3 526.50	3 546.00
03.02.2020	6	6	179	29.83	0	3 725.00	3 725.00	3 546.00	3 743.50	3 546.00	3 725.00
04.02.2020	7	7	85	12.14	0	3 810.00	3 810.00	3 725.00	3 818.50	3 725.00	3 810.00
05.02.2020	5	5	88.5	17.7	0	3 898.50	3 898.50	3 810.00	3 898.50	3 762.00	3 898.50
06.02.2020	7	7	50.5	7.21	0	3 949.00	3 949.00	3 898.50	3 994.50	3 887.50	3 949.00
07.02.2020	4	4	-51.5	-12.88	0	3 897.50	3 897.50	3 949.00	3 950.50	3 897.50	3 897.50
10.02.2020	7	7	-39	-5.57	0	3 858.50	3 858.50	3 897.50	3 897.50	3 787.00	3 858.50
11.02.2020	6	6	-78	-13	0	3 780.50	3 780.50	3 858.50	3 871.50	3 780.50	3 780.50
12.02.2020	6	6	70	11.67	0	3 850.50	3 850.50	3 780.50	3 859.00	3 760.50	3 850.50
13.02.2020	6	6	-39.5	-6.58	0	3 811.00	3 811.00	3 850.50	3 850.50	3 762.00	3 811.00
14.02.2020	7	7	-99	-14.14	0	3 712.00	3 712.00	3 811.00	3 848.50	3 712.00	3 712.00
17.02.2020	5	5	28.5	5.7	0	3 740.50	3 740.50	3 712.00	3 785.50	3 712.00	3 740.50
18.02.2020	6	6	94	15.67	0	3 834.50	3 834.50	3 740.50	3 834.50	3 700.50	3 834.50
19.02.2020	3	3	13	4.33	0	3 847.50	3 847.50	3 834.50	3 877.50	3 834.50	3 847.50
20.02.2020	7	7	83.5	11.93	0	3 931.00	3 931.00	3 847.50	3 931.00	3 847.50	3 931.00
21.02.2020	5	5	-161	-32.2	0	3 770.00	3 770.00	3 931.00	3 931.00	3 770.00	3 770.00
24.02.2020	3	3	-167.5	-55.83	0	3 602.50	3 602.50	3 770.00	3 770.00	3 602.50	3 602.50
25.02.2020	4	4	36.5	9.13	0	3 639.00	3 639.00	3 602.50	3 684.50	3 585.00	3 639.00
26.02.2020	3	3	-104	-34.67	0	3 535.00	3 535.00	3 639.00	3 639.00	3 463.50	3 535.00
27.02.2020	4	4	-118	-29.5	0	3 417.00	3 417.00	3 535.00	3 582.50	3 417.00	3 417.00
28.02.2020	1	1	-84.5	-84.5	0	3 332.50	3 332.50	3 417.00	3 417.00	3 332.50	3 332.50
02.03.2020	3	3	240	80	0	3 572.50	3 572.50	3 332.50	3 666.00	3 332.50	3 572.50
03.03.2020	2	2	50	25	0	3 622.50	3 622.50	3 572.50	3 622.50	3 493.00	3 622.50
04.03.2020	4	4	176.5	44.13	0	3 799.00	3 799.00	3 622.50	3 853.50	3 622.50	3 799.00
05.03.2020	6	6	-24.5	-4.08	0	3 774.50	3 774.50	3 799.00	3 799.00	3 645.00	3 774.50
06.03.2020	3	3	-134.5	-44.83	0	3 640.00	3 640.00	3 774.50	3 774.50	3 616.00	3 640.00
09.03.2020	2	2	-6.5	-3.25	0	3 633.50	3 633.50	3 640.00	3 640.00	3 633.50	3 633.50
10.03.2020	3	3	-260	-86.67	0	3 373.50	3 373.50	3 633.50	3 633.50	3 373.50	3 373.50
11.03.2020	2	2	17.5	8.75	0	3 391.00	3 391.00	3 373.50	3 391.00	3 281.50	3 391.00
12.03.2020	4	4	-83	-20.75	0	3 308.00	3 308.00	3 391.00	3 494.50	3 308.00	3 308.00
13.03.2020	1	1	115.5	115.5	0	3 423.50	3 423.50	3 308.00	3 423.50	3 308.00	3 423.50
18.03.2020	1	1	-10.5	-10.5	0	3 413.00	3 413.00	3 423.50	3 423.50	3 413.00	3 413.00
20.03.2020	3	3	334	111.33	0	3 747.00	3 747.00	3 413.00	3 747.00	3 413.00	3 747.00
23.03.2020	3	3	749	249.67	0	4 496.00	4 496.00	3 747.00	4 496.00	3 668.50	4 496.00
24.03.2020	3	3	-305	-101.67	0	4 191.00	4 191.00	4 496.00	4 496.00	4 191.00	4 191.00
26.03.2020	4	4	-108	-27	0	4 083.00	4 083.00	4 191.00	4 191.00	3 886.50	4 083.00
27.03.2020	5	5	-82.5	-16.5	0	4 000.50	4 000.50	4 083.00	4 083.00	3 881.00	4 000.50
30.03.2020	6	6	71	11.83	0	4 071.50	4 071.50	4 000.50	4 214.50	4 000.50	4 071.50
31.03.2020	4	4	78.5	19.63	0	4 150.00	4 150.00	4 071.50	4 203.00	4 071.50	4 150.00
01.04.2020	5	5	-237	-47.4	0	3 913.00	3 913.00	4 150.00	4 150.00	3 913.00	3 913.00
02.04.2020	4	4	-49	-12.25	0	3 864.00	3 864.00	3 913.00	3 966.00	3 857.50	3 864.00
03.04.2020	6	6	12.5	2.08	0	3 876.50	3 876.50	3 864.00	3 876.50	3 632.50	3 876.50
06.04.2020	7	7	205.5	29.36	0	4 082.00	4 082.00	3 876.50	4 137.50	3 876.50	4 082.00
07.04.2020	6	6	351	58.5	0	4 433.00	4 433.00	4 082.00	4 487.00	4 082.00	4 433.00
08.04.2020	9	9	31.5	3.5	0	4 464.50	4 464.50	4 433.00	4 528.50	4 293.00	4 464.50
09.04.2020	5	5	131.5	26.3	0	4 596.00	4 596.00	4 464.50	4 667.00	4 395.00	4 596.00
13.04.2020	4	4	249	62.25	0	4 845.00	4 845.00	4 596.00	4 845.00	4 596.00	4 845.00
14.04.2020	7	7	310.5	44.36	0	5 155.50	5 155.50	4 845.00	5 172.00	4 845.00	5 155.50
15.04.2020	7	7	-236.5	-33.79	0	4 919.00	4 919.00	5 155.50	5 155.50	4 809.50	4 919.00
16.04.2020	6	6	-97.5	-16.25	0	4 821.50	4 821.50	4 919.00	4 920.50	4 727.50	4 821.50
17.04.2020	4	4	-89.5	-22.38	0	4 732.00	4 732.00	4 821.50	4 821.50	4 574.00	4 732.00
20.04.2020	5	5	-82	-16.4	0	4 650.00	4 650.00	4 732.00	4 851.50	4 650.00	4 650.00
21.04.2020	6	6	-202.5	-33.75	0	4 447.50	4 447.50	4 650.00	4 650.00	4 363.50	4 447.50
22.04.2020	7	7	87.5	12.5	0	4 535.00	4 535.00	4 447.50	4 579.50	4 328.00	4 535.00
23.04.2020	8	8	85.5	10.69	0	4 620.50	4 620.50	4 535.00	4 620.50	4 394.50	4 620.50
24.04.2020	5	5	246.5	49.3	0	4 867.00	4 867.00	4 620.50	4 867.00	4 578.50	4 867.00
27.04.2020	5	5	16.5	3.3	0	4 883.50	4 883.50	4 867.00	5 005.00	4 862.50	4 883.50
28.04.2020	5	5	59	11.8	0	4 942.50	4 942.50	4 883.50	5 063.00	4 861.00	4 942.50
29.04.2020	7	7	90.5	12.93	0	5 033.00	5 033.00	4 942.50	5 073.50	4 942.50	5 033.00
30.04.2020	8	8	-143.5	-17.94	0	4 889.50	4 889.50	5 033.00	5 086.50	4 828.00	4 889.50
01.05.2020	5	5	54.5	10.9	0	4 944.00	4 944.00	4 889.50	4 956.00	4 790.50	4 944.00
04.05.2020	5	5	336.5	67.3	0	5 280.50	5 280.50	4 944.00	5 280.50	4 944.00	5 280.50
05.05.2020	4	4	356	89	0	5 636.50	5 636.50	5 280.50	5 636.50	5 280.50	5 636.50
06.05.2020	5	5	-4.5	-0.9	0	5 632.00	5 632.00	5 636.50	5 763.50	5 632.00	5 632.00
07.05.2020	6	6	126	21	0	5 758.00	5 758.00	5 632.00	5 766.00	5 596.00	5 758.00
08.05.2020	6	6	96	16	0	5 854.00	5 854.00	5 758.00	5 931.00	5 758.00	5 854.00
11.05.2020	6	6	34	5.67	0	5 888.00	5 888.00	5 854.00	5 936.00	5 732.00	5 888.00
12.05.2020	7	7	1.5	0.21	0	5 889.50	5 889.50	5 888.00	5 982.00	5 876.00	5 889.50
13.05.2020	6	6	-99	-16.5	0	5 790.50	5 790.50	5 889.50	6 065.00	5 790.50	5 790.50
14.05.2020	6	6	203.5	33.92	0	5 994.00	5 994.00	5 790.50	5 994.00	5 674.50	5 994.00
15.05.2020	6	9	571.5	95.25	0	6 565.50	6 565.50	5 994.00	6 565.50	5 994.00	6 565.50
18.05.2020	9	18	183	20.33	0	6 748.50	6 748.50	6 565.50	6 848.50	6 494.50	6 748.50
19.05.2020	6	12	351	58.5	0	7 099.50	7 099.50	6 748.50	7 206.50	6 748.50	7 099.50
20.05.2020	7	14	331	47.29	0	7 430.50	7 430.50	7 099.50	7 612.50	7 035.50	7 430.50
21.05.2020	4	7	-8.5	-2.13	0	7 422.00	7 422.00	7 430.50	7 516.50	7 339.50	7 422.00
22.05.2020	7	14	189	27	0	7 611.00	7 611.00	7 422.00	7 611.00	7 295.00	7 611.00
25.05.2020	4	8	186	46.5	0	7 797.00	7 797.00	7 611.00	7 797.00	7 567.00	7 797.00
26.05.2020	6	11	-93.5	-15.58	0	7 703.50	7 703.50	7 797.00	7 949.00	7 703.50	7 703.50
27.05.2020	5	10	16	3.2	0	7 719.50	7 719.50	7 703.50	7 953.50	7 703.50	7 719.50
28.05.2020	5	9	188	37.6	0	7 907.50	7 907.50	7 719.50	7 907.50	7 568.50	7 907.50
