Run_Start	Date	Contracts	PnL_Today	Cumulative_PnL	Peak_PnL	Trailing_Floor
2019-05-24	2019-05-24	1	0.0	0.0	0.0	-1500.0
2019-05-24	2019-05-27	1	27.5	27.5	0.0	-1500.0
2019-05-24	2019-05-28	1	83.5	111.0	33.5	-1466.5
2019-05-24	2019-05-29	1	-7.5	103.5	111.0	-1389.0
2019-05-24	2019-05-30	1	12.0	115.5	111.0	-1389.0
2019-05-24	2019-05-31	1	-122.5	-7.0	151.0	-1349.0
2019-05-24	2019-06-03	1	52.5	45.5	151.0	-1349.0
2019-05-24	2019-06-04	1	-27.5	18.0	151.0	-1349.0
2019-05-24	2019-06-05	1	15.0	33.0	151.0	-1349.0
2019-05-24	2019-06-06	1	116.0	149.0	151.0	-1349.0
2019-05-24	2019-06-07	1	132.0	281.0	151.0	-1349.0
2019-05-24	2019-06-10	1	-26.5	254.5	281.0	-1219.0
2019-05-24	2019-06-11	1	10.5	265.0	281.0	-1219.0
2019-05-24	2019-06-12	1	-40.5	224.5	281.0	-1219.0
2019-05-24	2019-06-13	1	80.0	304.5	281.0	-1219.0
2019-05-24	2019-06-14	1	9.5	314.0	338.5	-1161.5
2019-05-24	2019-06-17	1	-12.5	301.5	338.5	-1161.5
2019-05-24	2019-06-18	1	187.5	489.0	338.5	-1161.5
2019-05-24	2019-06-19	1	-56.0	433.0	489.0	-1011.0
2019-05-24	2019-06-20	1	37.0	470.0	490.0	-1010.0
2019-05-24	2019-06-21	1	-56.0	414.0	490.0	-1010.0
2019-05-24	2019-06-24	1	-27.5	386.5	491.5	-1008.5
2019-05-24	2019-06-25	1	34.0	420.5	491.5	-1008.5
2019-05-24	2019-06-26	1	137.5	558.0	491.5	-1008.5
2019-05-24	2019-06-27	1	6.5	564.5	601.5	-898.5
2019-05-24	2019-06-28	1	42.0	606.5	601.5	-898.5
2019-05-24	2019-07-02	1	74.0	680.5	606.5	-893.5
2019-05-24	2019-07-03	1	34.5	715.0	680.5	-819.5
2019-05-24	2019-07-04	1	13.5	728.5	715.0	-785.0
2019-05-24	2019-07-05	1	-67.5	661.0	728.5	-771.5
2019-05-24	2019-07-08	1	-24.5	636.5	728.5	-771.5
2019-05-24	2019-07-09	1	-11.5	625.0	728.5	-771.5
2019-05-24	2019-07-10	1	197.5	822.5	728.5	-771.5
2019-05-24	2019-07-11	1	51.5	874.0	822.5	-677.5
2019-05-24	2019-07-12	1	9.5	883.5	874.0	-626.0
2019-05-24	2019-07-15	1	82.5	966.0	919.0	-581.0
2019-05-24	2019-07-16	1	-64.5	901.5	966.0	-534.0
2019-05-24	2019-07-17	1	11.0	912.5	986.0	-514.0
2019-05-24	2019-07-18	1	148.5	1061.0	986.0	-514.0
2019-05-24	2019-07-19	1	49.0	1110.0	1061.0	-439.0
2019-05-24	2019-07-22	1	127.0	1237.0	1110.0	-390.0
2019-05-24	2019-07-23	1	-43.5	1193.5	1237.0	-263.0
2019-05-24	2019-07-24	1	30.0	1223.5	1254.5	-245.5
2019-05-24	2019-07-25	1	-54.5	1169.0	1254.5	-245.5
2019-05-24	2019-07-26	1	69.0	1238.0	1254.5	-245.5
2019-05-24	2019-07-29	1	58.0	1296.0	1254.5	-245.5
2019-05-24	2019-07-30	1	-7.5	1288.5	1296.0	-204.0
2019-05-24	2019-07-31	1	-78.0	1210.5	1296.0	-204.0
2019-05-24	2019-08-01	1	164.0	1374.5	1296.0	-204.0
2019-05-24	2019-08-02	1	-148.0	1226.5	1374.5	-125.5
2019-05-24	2019-08-05	1	-38.0	1188.5	1374.5	-125.5
2019-05-24	2019-08-06	1	394.0	1582.5	1374.5	-125.5
2019-05-27	2019-05-27	1	27.5	27.5	0.0	-1500.0
2019-05-27	2019-05-28	1	83.5	111.0	33.5	-1466.5
2019-05-27	2019-05-29	1	-7.5	103.5	111.0	-1389.0
2019-05-27	2019-05-30	1	12.0	115.5	111.0	-1389.0
2019-05-27	2019-05-31	1	-122.5	-7.0	151.0	-1349.0
2019-05-27	2019-06-03	1	52.5	45.5	151.0	-1349.0
2019-05-27	2019-06-04	1	-27.5	18.0	151.0	-1349.0
2019-05-27	2019-06-05	1	15.0	33.0	151.0	-1349.0
2019-05-27	2019-06-06	1	116.0	149.0	151.0	-1349.0
2019-05-27	2019-06-07	1	132.0	281.0	151.0	-1349.0
