Run_Start	Date	Contracts	PnL_Today	Cumulative_PnL	Peak_PnL	Trailing_Floor
2019-05-24	2019-05-24	1.5	0.0	0.0	0.0	-1500.0
2019-05-24	2019-05-27	1.5	50.25	50.25	0.0	-1500.0
2019-05-24	2019-05-28	1.5	41.25	91.5	50.25	-1449.75
2019-05-24	2019-05-29	1.5	-36.75	54.75	102.0	-1398.0
2019-05-24	2019-05-30	1.5	71.25	126.0	102.0	-1398.0
2019-05-24	2019-05-31	1.5	-75.75	50.25	126.0	-1374.0
2019-05-24	2019-06-03	1.5	7.5	57.75	126.0	-1374.0
2019-05-24	2019-06-04	1.5	-41.25	16.5	126.0	-1374.0
2019-05-24	2019-06-05	1.5	22.5	39.0	126.0	-1374.0
2019-05-24	2019-06-06	1.5	108.75	147.75	126.0	-1374.0
2019-05-24	2019-06-07	1.5	63.75	211.5	147.75	-1352.25
2019-05-24	2019-06-10	1.5	-39.75	171.75	211.5	-1288.5
2019-05-24	2019-06-11	1.5	15.75	187.5	211.5	-1288.5
2019-05-24	2019-06-12	1.5	-68.25	119.25	211.5	-1288.5
2019-05-24	2019-06-13	1.5	171.0	290.25	211.5	-1288.5
2019-05-24	2019-06-14	1.5	14.25	304.5	290.25	-1209.75
2019-05-24	2019-06-17	1.5	6.75	311.25	304.5	-1195.5
2019-05-24	2019-06-18	1.5	3.0	314.25	328.25	-1171.75
2019-05-24	2019-06-19	1.5	1.5	315.75	328.25	-1171.75
2019-05-24	2019-06-20	1.5	26.25	342.0	328.25	-1171.75
2019-05-24	2019-06-21	1.5	32.25	374.25	342.0	-1158.0
2019-05-24	2019-06-24	1.5	0.75	375.0	374.25	-1125.75
2019-05-24	2019-06-25	1.5	85.5	460.5	386.5	-1113.5
2019-05-24	2019-06-26	1.5	32.25	492.75	460.5	-1039.5
2019-05-24	2019-06-27	1.5	42.75	535.5	502.75	-997.25
2019-05-24	2019-06-28	1.5	63.0	598.5	535.5	-964.5
2019-05-24	2019-07-02	1.5	9.75	608.25	598.5	-901.5
2019-05-24	2019-07-03	1.5	-6.0	602.25	626.75	-873.25
2019-05-24	2019-07-04	1.5	1.5	603.75	626.75	-873.25
2019-05-24	2019-07-05	1.5	-38.25	565.5	626.75	-873.25
2019-05-24	2019-07-08	1.5	-6.0	559.5	626.75	-873.25
