Run_Start	Date	Contracts	PnL_Today	Cumulative_PnL	Peak_PnL	Trailing_Floor
2019-05-24	2019-05-24	5	0.0	0.0	0.0	-1500.0
2019-05-24	2019-05-27	5	167.5	167.5	0.0	-1500.0
2019-05-24	2019-05-28	5	137.5	305.0	167.5	-1332.5
2019-05-24	2019-05-29	5	-122.5	182.5	315.5	-1184.5
2019-05-24	2019-05-30	5	237.5	420.0	315.5	-1184.5
2019-05-24	2019-05-31	5	-252.5	167.5	420.0	-1080.0
2019-05-24	2019-06-03	5	25.0	192.5	420.0	-1080.0
2019-05-24	2019-06-04	5	-137.5	55.0	420.0	-1080.0
2019-05-24	2019-06-05	5	75.0	130.0	420.0	-1080.0
2019-05-24	2019-06-06	5	362.5	492.5	420.0	-1080.0
2019-05-24	2019-06-07	5	212.5	705.0	492.5	-1007.5
2019-05-24	2019-06-10	5	-132.5	572.5	705.0	-795.0
2019-05-24	2019-06-11	5	52.5	625.0	705.0	-795.0
2019-05-24	2019-06-12	5	-227.5	397.5	705.0	-795.0
2019-05-24	2019-06-13	5	570.0	967.5	705.0	-795.0
2019-05-24	2019-06-14	5	47.5	1015.0	967.5	-532.5
2019-05-24	2019-06-17	5	22.5	1037.5	1015.0	-485.0
2019-05-24	2019-06-18	5	10.0	1047.5	1054.5	-445.5
2019-05-24	2019-06-19	5	5.0	1052.5	1059.5	-440.5
2019-05-24	2019-06-20	5	87.5	1140.0	1059.5	-440.5
2019-05-24	2019-06-21	5	107.5	1247.5	1140.0	-360.0
2019-05-24	2019-06-24	5	2.5	1250.0	1247.5	-252.5
2019-05-24	2019-06-25	5	285.0	1535.0	1261.5	-238.5
2019-05-27	2019-05-27	5	167.5	167.5	0.0	-1500.0
2019-05-27	2019-05-28	5	137.5	305.0	167.5	-1332.5
2019-05-27	2019-05-29	5	-122.5	182.5	315.5	-1184.5
2019-05-27	2019-05-30	5	237.5	420.0	315.5	-1184.5
2019-05-27	2019-05-31	5	-252.5	167.5	420.0	-1080.0
2019-05-27	2019-06-03	5	25.0	192.5	420.0	-1080.0
2019-05-27	2019-06-04	5	-137.5	55.0	420.0	-1080.0
2019-05-27	2019-06-05	5	75.0	130.0	420.0	-1080.0
2019-05-27	2019-06-06	5	362.5	492.5	420.0	-1080.0
2019-05-27	2019-06-07	5	212.5	705.0	492.5	-1007.5
2019-05-27	2019-06-10	5	-132.5	572.5	705.0	-795.0
2019-05-27	2019-06-11	5	52.5	625.0	705.0	-795.0
2019-05-27	2019-06-12	5	-227.5	397.5	705.0	-795.0
2019-05-27	2019-06-13	5	570.0	967.5	705.0	-795.0
2019-05-27	2019-06-14	5	47.5	1015.0	967.5	-532.5
2019-05-27	2019-06-17	5	22.5	1037.5	1015.0	-485.0
2019-05-27	2019-06-18	5	10.0	1047.5	1054.5	-445.5
2019-05-27	2019-06-19	5	5.0	1052.5	1059.5	-440.5
2019-05-27	2019-06-20	5	87.5	1140.0	1059.5	-440.5
2019-05-27	2019-06-21	5	107.5	1247.5	1140.0	-360.0
2019-05-27	2019-06-24	5	2.5	1250.0	1247.5	-252.5
