Run_Start	Date	Contracts	PnL_Today	Cumulative_PnL	Peak_PnL	Trailing_Floor
2019-05-23	2019-05-23	2	0.0	0.0	0.0	-1500.0
2019-05-23	2019-05-24	2	45.0	45.0	0.0	-1500.0
2019-05-23	2019-05-27	2	55.0	100.0	45.0	-1455.0
2019-05-23	2019-05-28	2	167.0	267.0	100.0	-1400.0
2019-05-23	2019-05-29	2	-15.0	252.0	267.0	-1233.0
2019-05-23	2019-05-30	2	24.0	276.0	267.0	-1233.0
2019-05-23	2019-05-31	2	-245.0	31.0	276.0	-1224.0
2019-05-23	2019-06-03	2	105.0	136.0	276.0	-1224.0
2019-05-23	2019-06-04	2	-55.0	81.0	276.0	-1224.0
2019-05-23	2019-06-05	2	30.0	111.0	276.0	-1224.0
2019-05-23	2019-06-06	2	232.0	343.0	276.0	-1224.0
2019-05-23	2019-06-07	2	264.0	607.0	343.0	-1157.0
2019-05-23	2019-06-10	2	-53.0	554.0	607.0	-893.0
2019-05-23	2019-06-11	2	21.0	575.0	607.0	-893.0
2019-05-23	2019-06-12	2	-81.0	494.0	607.0	-893.0
2019-05-23	2019-06-13	2	160.0	654.0	607.0	-893.0
2019-05-23	2019-06-14	2	19.0	673.0	654.0	-846.0
2019-05-23	2019-06-17	2	-25.0	648.0	673.0	-827.0
2019-05-23	2019-06-18	2	375.0	1023.0	673.0	-827.0
2019-05-23	2019-06-19	2	-112.0	911.0	1023.0	-477.0
2019-05-23	2019-06-20	2	74.0	985.0	1023.0	-477.0
2019-05-23	2019-06-21	2	-112.0	873.0	1023.0	-477.0
2019-05-23	2019-06-24	2	-55.0	818.0	1023.0	-477.0
2019-05-23	2019-06-25	2	68.0	886.0	1023.0	-477.0
2019-05-23	2019-06-26	2	275.0	1161.0	1023.0	-477.0
2019-05-23	2019-06-27	2	13.0	1174.0	1161.0	-339.0
2019-05-23	2019-06-28	2	84.0	1258.0	1174.0	-326.0
2019-05-23	2019-07-02	2	148.0	1406.0	1258.0	-242.0
2019-05-23	2019-07-03	2	69.0	1475.0	1406.0	-94.0
2019-05-23	2019-07-04	2	27.0	1502.0	1475.0	-25.0
2019-05-24	2019-05-24	2	45.0	45.0	0.0	-1500.0
2019-05-24	2019-05-27	2	55.0	100.0	45.0	-1455.0
2019-05-24	2019-05-28	2	167.0	267.0	100.0	-1400.0
2019-05-24	2019-05-29	2	-15.0	252.0	267.0	-1233.0
2019-05-24	2019-05-30	2	24.0	276.0	267.0	-1233.0
2019-05-24	2019-05-31	2	-245.0	31.0	276.0	-1224.0
2019-05-24	2019-06-03	2	105.0	136.0	276.0	-1224.0
2019-05-24	2019-06-04	2	-55.0	81.0	276.0	-1224.0
2019-05-24	2019-06-05	2	30.0	111.0	276.0	-1224.0
2019-05-24	2019-06-06	2	232.0	343.0	276.0	-1224.0
2019-05-24	2019-06-07	2	264.0	607.0	343.0	-1157.0
2019-05-24	2019-06-10	2	-53.0	554.0	607.0	-893.0
2019-05-24	2019-06-11	2	21.0	575.0	607.0	-893.0
2019-05-24	2019-06-12	2	-81.0	494.0	607.0	-893.0
2019-05-24	2019-06-13	2	160.0	654.0	607.0	-893.0
2019-05-24	2019-06-14	2	19.0	673.0	654.0	-846.0
2019-05-24	2019-06-17	2	-25.0	648.0	673.0	-827.0
2019-05-24	2019-06-18	2	375.0	1023.0	673.0	-827.0
2019-05-24	2019-06-19	2	-112.0	911.0	1023.0	-477.0
2019-05-24	2019-06-20	2	74.0	985.0	1023.0	-477.0
2019-05-24	2019-06-21	2	-112.0	873.0	1023.0	-477.0
2019-05-24	2019-06-24	2	-55.0	818.0	1023.0	-477.0
2019-05-24	2019-06-25	2	68.0	886.0	1023.0	-477.0
2019-05-24	2019-06-26	2	275.0	1161.0	1023.0	-477.0
2019-05-24	2019-06-27	2	13.0	1174.0	1161.0	-339.0
2019-05-24	2019-06-28	2	84.0	1258.0	1174.0	-326.0
