Date	Quantity of positions	Volume	P.L	Average P.L	Comission	Gross	Net	Open	Hi	Low	Close
20.06.2019	6	6.00	81.00	13.50	0.00	487.50	487.50	406.50	487.50	404.50	487.50
21.06.2019	5	5.00	-81.00	-16.20	0.00	406.50	406.50	487.50	509.00	406.50	406.50
24.06.2019	6	6.00	-49.00	-8.17	0.00	357.50	357.50	406.50	418.50	357.50	357.50
25.06.2019	3	3.00	34.00	11.33	0.00	391.50	391.50	357.50	414.50	357.50	391.50
26.06.2019	7	7.00	102.50	14.64	0.00	494.00	494.00	391.50	549.00	391.50	494.00
27.06.2019	7	7.00	-16.50	-2.36	0.00	477.50	477.50	494.00	522.50	477.50	477.50
28.06.2019	5	5.00	38.50	7.70	0.00	516.00	516.00	477.50	519.50	477.50	516.00
01.07.2019	1	1.00	24.50	24.50	0.00	540.50	540.50	516.00	540.50	516.00	540.50
02.07.2019	4	4.00	74.00	18.50	0.00	614.50	614.50	540.50	614.50	540.50	614.50
03.07.2019	4	4.00	-31.00	-7.75	0.00	583.50	583.50	614.50	614.50	583.50	583.50
04.07.2019	6	6.00	52.00	8.67	0.00	635.50	635.50	583.50	635.50	583.50	635.50
05.07.2019	7	7.00	11.50	1.64	0.00	647.00	647.00	635.50	647.00	549.00	647.00
08.07.2019	6	6.00	8.00	1.33	0.00	655.00	655.00	647.00	655.00	610.00	655.00
09.07.2019	6	6.00	26.50	4.42	0.00	681.50	681.50	655.00	681.50	599.00	681.50
10.07.2019	7	7.00	224.50	32.07	0.00	906.00	906.00	681.50	906.00	629.00	906.00
11.07.2019	8	8.00	-6.00	-0.75	0.00	900.00	900.00	906.00	957.50	890.00	900.00
12.07.2019	7	7.00	74.50	10.64	0.00	974.50	974.50	900.00	974.50	900.00	974.50
15.07.2019	5	5.00	57.00	11.40	0.00	1 031.50	1 031.50	974.50	1 031.50	974.50	1 031.50
16.07.2019	10	10.00	-75.00	-7.50	0.00	956.50	956.50	1 031.50	1 051.50	956.50	956.50
17.07.2019	7	7.00	-21.00	-3.00	0.00	935.50	935.50	956.50	974.00	935.50	935.50
