Ticket	Entry_time	Exit_time	MAE	MFE	PNL
6	2019.11.07 05:31:40	2019.11.07 06:30:00	1	9	7
8	2019.11.07 07:04:40	2019.11.07 07:10:40	-4.5	2	-4.5
10	2019.11.07 07:50:40	2019.11.07 08:30:00	-0.5	21	12.5
13	2019.11.07 10:32:40	2019.11.07 15:48:40	-26.5	15	-26.5
21	2019.11.08 05:12:40	2019.11.08 07:02:40	-26	2	-26
23	2019.11.08 07:51:40	2019.11.08 09:30:00	-9	23	20
26	2019.11.08 11:48:40	2019.11.08 14:30:00	-6	37.5	25.5
28	2019.11.08 16:36:40	2019.11.08 16:59:40	-23	29.5	-23
34	2019.11.11 05:15:20	2019.11.11 07:44:40	-13	2	-13
38	2019.11.11 13:46:40	2019.11.11 16:30:40	-15	10.5	-15
42	2019.11.11 22:07:20	2019.11.11 22:25:20	-13.5	2	-13.5
44	2019.11.11 23:01:40	2019.11.11 23:30:00	-12	5.5	-1.5
49	2019.11.12 06:30:40	2019.11.12 07:00:00	-0.5	15	14
53	2019.11.12 11:33:40	2019.11.12 11:40:40	-8	2	-8
57	2019.11.12 20:50:40	2019.11.12 21:01:40	-15.5	1.5	-15.5
60	2019.11.12 22:33:40	2019.11.12 23:30:00	-9	16.5	10
68	2019.11.13 07:02:40	2019.11.13 07:28:40	-11	1	-11
70	2019.11.13 07:38:40	2019.11.13 09:30:00	-10	13.5	12.5
75	2019.11.13 13:49:40	2019.11.13 15:30:00	-8.5	22	15
77	2019.11.13 16:32:40	2019.11.13 16:50:40	-22.5	23	-22.5
80	2019.11.13 21:41:40	2019.11.13 23:30:00	-9.5	33.5	18.5
82	2019.11.14 03:00:40	2019.11.14 03:30:00	-0.5	24	19.5
86	2019.11.14 07:00:40	2019.11.14 09:17:40	-14.5	17	-14.5
89	2019.11.14 11:25:40	2019.11.14 13:13:40	-17.5	33	-17.5
91	2019.11.14 13:52:20	2019.11.14 14:40:40	-16.5	8	-16.5
93	2019.11.14 16:32:40	2019.11.14 17:56:40	-17	33.5	-17
98	2019.11.15 04:40:00	2019.11.15 05:00:00	-2	21	15.5
101	2019.11.15 07:02:40	2019.11.15 08:00:40	-7.5	1.5	-7.5
103	2019.11.15 10:02:20	2019.11.15 10:04:40	-8	0.5	-8
105	2019.11.15 11:16:40	2019.11.15 13:07:40	-24	8.5	-24
107	2019.11.15 18:00:40	2019.11.15 22:20:40	-18.5	21	-18.5
109	2019.11.15 22:51:20	2019.11.15 23:30:00	-3.5	17.5	12.5
111	2019.11.18 03:50:40	2019.11.18 08:30:00	-5.5	13.5	11
116	2019.11.18 11:52:40	2019.11.18 15:19:40	-16	13	-16
119	2019.11.18 17:37:20	2019.11.18 19:00:00	-11	45.5	40
123	2019.11.19 03:13:40	2019.11.19 04:00:00	-1.5	38	28
125	2019.11.19 06:13:59	2019.11.19 07:00:00	-2	13	8.5
128	2019.11.19 10:00:40	2019.11.19 10:03:20	-7.5	2.5	-7.5
130	2019.11.19 11:04:20	2019.11.19 16:34:20	-22	35	-22
133	2019.11.19 20:48:40	2019.11.19 23:01:40	-22	23.5	-22
139	2019.11.20 05:11:40	2019.11.20 09:30:00	-5.5	29	29
143	2019.11.20 11:30:40	2019.11.20 12:14:40	-21.5	5	-21.5
145	2019.11.20 13:53:40	2019.11.20 16:30:00	0.5	37	36
148	2019.11.20 22:54:40	2019.11.20 23:30:00	-11	14.5	5.5
152	2019.11.21 04:21:40	2019.11.21 04:30:00	19	61.5	41
156	2019.11.21 06:38:40	2019.11.21 06:56:40	-8.5	0.5	-8.5
158	2019.11.21 07:27:20	2019.11.21 09:31:40	-12.5	36	-12.5
160	2019.11.21 11:00:40	2019.11.21 12:30:00	-12	49	33
163	2019.11.21 13:36:40	2019.11.21 14:22:40	-18	8	-18
171	2019.11.22 05:30:40	2019.11.22 06:40:40	-9.5	1	-9.5
173	2019.11.22 07:04:00	2019.11.22 07:30:00	0	12.5	7.5
175	2019.11.22 10:04:40	2019.11.22 10:30:00	-0.5	33	30
179	2019.11.22 14:01:40	2019.11.22 15:38:40	-25.5	4.5	-25.5
185	2019.11.22 21:42:40	2019.11.22 23:30:00	-14	26	22.5
188	2019.11.25 06:05:40	2019.11.25 06:20:40	-5	1	-5
191	2019.11.25 07:06:20	2019.11.25 07:14:40	-5	0.5	-5
193	2019.11.25 10:06:20	2019.11.25 10:24:40	-9	2	-9
195	2019.11.25 11:00:40	2019.11.25 14:19:40	-14	1.5	-14
197	2019.11.25 16:30:40	2019.11.25 17:00:00	15.5	75.5	71
200	2019.11.25 22:03:40	2019.11.25 23:00:00	-6	23	21.5
203	2019.11.26 03:46:40	2019.11.26 05:04:40	-20.5	56.5	-20.5
205	2019.11.26 06:03:20	2019.11.26 07:30:40	-10	8.5	-10
213	2019.11.26 17:49:20	2019.11.26 23:30:00	-20.5	20.5	19.5
216	2019.11.27 03:43:40	2019.11.27 03:57:40	-8.5	2.5	-8.5
218	2019.11.27 04:25:40	2019.11.27 09:30:00	-3	23.5	21
220	2019.11.27 11:04:40	2019.11.27 16:04:40	-16.5	21	-16.5
222	2019.11.27 22:13:40	2019.11.27 23:00:00	-3.5	10.5	9.5
225	2019.11.28 03:32:40	2019.11.28 14:00:00	-3	31	27
227	2019.11.28 18:23:20	2019.11.28 19:30:00	-4	14	12
235	2019.11.29 06:54:20	2019.11.29 07:13:40	-6	0	-6
238	2019.11.29 08:33:00	2019.11.29 11:00:00	-10.5	18.5	18.5
241	2019.11.29 13:28:40	2019.11.29 16:30:40	-12	15	-12
246	2019.12.02 04:27:40	2019.12.02 09:02:40	-11	9.5	-11
256	2019.12.02 22:45:40	2019.12.02 22:57:40	-35.5	1	-35.5
259	2019.12.03 05:11:40	2019.12.03 08:00:00	-3.5	22.5	15
262	2019.12.03 10:10:40	2019.12.03 11:47:40	-15	16.5	-15
266	2019.12.03 22:12:40	2019.12.03 22:30:00	-2	42.5	39.5
269	2019.12.04 03:30:40	2019.12.04 07:00:00	-11.5	26.5	23
271	2019.12.04 07:41:40	2019.12.04 08:04:40	-10.5	3	-10.5
273	2019.12.04 10:27:40	2019.12.04 11:30:00	-4	147.5	123
275	2019.12.04 13:41:40	2019.12.04 15:15:40	-22.5	9	-22.5
281	2019.12.05 01:01:40	2019.12.05 01:46:40	-10	10	-10
283	2019.12.05 03:03:40	2019.12.05 03:30:40	-12.5	31	-12.5
286	2019.12.05 06:11:40	2019.12.05 07:32:40	-11	6	-11
289	2019.12.05 11:52:40	2019.12.05 13:00:00	-1	48.5	29.5
292	2019.12.05 16:30:20	2019.12.05 16:30:40	-12	0	-12
295	2019.12.05 22:32:20	2019.12.05 23:30:00	-18	3	-10
299	2019.12.06 07:12:20	2019.12.06 07:31:40	-7	0	-7
301	2019.12.06 10:07:40	2019.12.06 10:16:40	-8.5	3	-8.5
303	2019.12.06 11:08:20	2019.12.06 15:28:40	-17	9.5	-17
305	2019.12.06 16:30:40	2019.12.06 16:32:40	-18	5.5	-18
307	2019.12.06 17:48:40	2019.12.06 23:30:00	-5.5	38.5	20.5
310	2019.12.09 04:33:20	2019.12.09 10:00:00	-5.5	21	17
316	2019.12.09 16:30:40	2019.12.09 17:00:00	4.5	71	56.5
320	2019.12.09 20:36:40	2019.12.09 20:57:40	-8.5	3.5	-8.5
326	2019.12.10 03:32:40	2019.12.10 08:30:01	-6	19	16.5
333	2019.12.10 18:01:40	2019.12.10 18:02:40	-26.5	3	-26.5
336	2019.12.10 23:05:40	2019.12.10 23:30:00	-6	4	-0.5
339	2019.12.11 04:09:40	2019.12.11 06:30:00	-5	15.5	15
342	2019.12.11 07:40:40	2019.12.11 09:31:40	-7	6	-7
344	2019.12.11 10:00:40	2019.12.11 10:30:00	-3	56	31
347	2019.12.11 13:04:40	2019.12.11 14:00:00	-7.5	18	15.5
349	2019.12.11 16:56:20	2019.12.11 18:01:40	-18	19.5	-18
353	2019.12.12 03:15:40	2019.12.12 03:30:00	-1	7.5	5.5
355	2019.12.12 04:37:40	2019.12.12 04:46:40	-3.5	0.5	-3.5
358	2019.12.12 06:09:40	2019.12.12 07:04:40	-5.5	0.5	-5.5
360	2019.12.12 07:51:00	2019.12.12 09:00:00	-2	9	8
362	2019.12.12 10:00:20	2019.12.12 11:00:00	-5.5	13	6.5
364	2019.12.12 13:04:20	2019.12.12 14:15:40	-14	2	-14
366	2019.12.12 16:31:40	2019.12.12 16:33:40	-21	10	-21
369	2019.12.12 21:30:40	2019.12.12 23:30:00	-30.5	72	42
372	2019.12.13 05:08:40	2019.12.13 05:36:40	-11.5	14.5	-11.5
374	2019.12.13 06:41:40	2019.12.13 10:14:40	-13	11	-13
376	2019.12.13 10:32:40	2019.12.13 14:24:40	-24	14	-24
381	2019.12.13 22:01:40	2019.12.13 22:23:40	-12.5	2.5	-12.5
383	2019.12.13 22:41:40	2019.12.13 22:54:40	-17	2	-17
386	2019.12.16 03:30:40	2019.12.16 04:30:30	-6.5	11	9.5
388	2019.12.16 05:25:40	2019.12.16 07:58:40	-11	0	-11
390	2019.12.16 11:43:59	2019.12.16 12:15:00	-8.5	1	-8.5
392	2019.12.16 13:06:40	2019.12.16 15:00:00	0	24	23
395	2019.12.16 20:48:40	2019.12.16 21:27:40	-13.5	7	-13.5
398	2019.12.16 22:12:40	2019.12.16 22:30:40	-10.5	3	-10.5
401	2019.12.17 07:23:30	2019.12.17 08:00:30	-1.5	17	12.5
405	2019.12.17 11:08:20	2019.12.17 11:26:20	-30.5	0	-30.5
408	2019.12.17 13:28:40	2019.12.17 16:00:00	-18	32.5	18
411	2019.12.17 20:41:01	2019.12.17 21:25:00	-9	9.5	-9
