Run_Start	Date	Contracts	PnL_Today	Cumulative_PnL	Peak_PnL	Trailing_Floor
2025-05-01	2025-05-01	2	-700.0	-700.0	0.0	-1500.0
2025-05-01	2025-05-02	2	382.0	-318.0	0.0	-1500.0
2025-05-01	2025-05-05	2	-354.0	-672.0	0.0	-1500.0
2025-05-01	2025-05-06	2	-1327.0	-1999.0	0.0	-1500.0
2025-05-02	2025-05-02	2	382.0	382.0	0.0	-1500.0
2025-05-02	2025-05-05	2	-354.0	28.0	496.5	-1003.5
2025-05-02	2025-05-06	2	-1327.0	-1299.0	496.5	-1003.5
2025-05-05	2025-05-05	2	-354.0	-354.0	0.0	-1500.0
2025-05-05	2025-05-06	2	-1327.0	-1681.0	0.0	-1500.0
2025-05-06	2025-05-06	2	-1327.0	-1327.0	0.0	-1500.0
2025-05-06	2025-05-07	2	-931.0	-2258.0	0.0	-1500.0
2025-05-07	2025-05-07	2	-931.0	-931.0	0.0	-1500.0
2025-05-07	2025-05-08	2	638.0	-293.0	0.0	-1500.0
2025-05-07	2025-05-09	2	346.0	53.0	0.0	-1500.0
2025-05-07	2025-05-12	2	1440.0	1493.0	53.0	-1447.0
2025-05-07	2025-05-13	2	486.0	1979.0	1572.5	72.5
2025-05-08	2025-05-08	2	638.0	638.0	0.0	-1500.0
2025-05-08	2025-05-09	2	346.0	984.0	758.0	-742.0
2025-05-08	2025-05-12	2	1440.0	2424.0	984.0	-516.0
2025-05-09	2025-05-09	2	346.0	346.0	0.0	-1500.0
2025-05-09	2025-05-12	2	1440.0	1786.0	346.0	-1154.0
2025-05-12	2025-05-12	2	1440.0	1440.0	0.0	-1500.0
2025-05-12	2025-05-13	2	486.0	1926.0	1519.5	19.5
2025-05-13	2025-05-13	2	486.0	486.0	0.0	-1500.0
2025-05-13	2025-05-14	2	396.0	882.0	601.0	-899.0
2025-05-13	2025-05-15	2	200.0	1082.0	896.0	-604.0
2025-05-13	2025-05-16	2	287.0	1369.0	1082.0	-418.0
2025-05-13	2025-05-19	2	487.0	1856.0	1369.0	-131.0
2025-05-14	2025-05-14	2	396.0	396.0	0.0	-1500.0
2025-05-14	2025-05-15	2	200.0	596.0	410.0	-1090.0
2025-05-14	2025-05-16	2	287.0	883.0	596.0	-904.0
2025-05-14	2025-05-19	2	487.0	1370.0	883.0	-617.0
2025-05-14	2025-05-20	2	156.0	1526.0	1453.0	-47.0
2025-05-15	2025-05-15	2	200.0	200.0	0.0	-1500.0
2025-05-15	2025-05-16	2	287.0	487.0	200.0	-1300.0
2025-05-15	2025-05-19	2	487.0	974.0	487.0	-1013.0
2025-05-15	2025-05-20	2	156.0	1130.0	1057.0	-443.0
2025-05-15	2025-05-21	2	-781.0	349.0	1161.5	-338.5
2025-05-15	2025-05-22	2	257.0	606.0	1161.5	-338.5
2025-05-15	2025-05-23	2	191.0	797.0	1161.5	-338.5
2025-05-15	2025-05-26	2	353.0	1150.0	1161.5	-338.5
2025-05-15	2025-05-27	2	-327.0	823.0	1161.5	-338.5
2025-05-15	2025-05-28	2	-852.0	-29.0	1161.5	-338.5
2025-05-15	2025-05-29	2	299.0	270.0	1161.5	-338.5
2025-05-15	2025-05-30	2	158.0	428.0	1161.5	-338.5
2025-05-15	2025-06-02	2	139.0	567.0	1161.5	-338.5
2025-05-15	2025-06-03	2	54.0	621.0	1161.5	-338.5
2025-05-15	2025-06-04	2	-279.0	342.0	1161.5	-338.5
2025-05-15	2025-06-05	2	-179.0	163.0	1161.5	-338.5
2025-05-15	2025-06-06	2	23.0	186.0	1161.5	-338.5
2025-05-15	2025-06-09	2	-99.0	87.0	1161.5	-338.5
2025-05-15	2025-06-10	2	-36.0	51.0	1161.5	-338.5
2025-05-15	2025-06-11	2	98.0	149.0	1161.5	-338.5
2025-05-15	2025-06-12	2	-98.0	51.0	1161.5	-338.5
2025-05-15	2025-06-13	2	-647.0	-596.0	1161.5	-338.5
2025-05-16	2025-05-16	2	287.0	287.0	0.0	-1500.0
2025-05-16	2025-05-19	2	487.0	774.0	287.0	-1213.0
2025-05-16	2025-05-20	2	156.0	930.0	857.0	-643.0
2025-05-16	2025-05-21	2	-781.0	149.0	961.5	-538.5
2025-05-16	2025-05-22	2	257.0	406.0	961.5	-538.5
2025-05-16	2025-05-23	2	191.0	597.0	961.5	-538.5
2025-05-16	2025-05-26	2	353.0	950.0	961.5	-538.5
2025-05-16	2025-05-27	2	-327.0	623.0	961.5	-538.5
2025-05-16	2025-05-28	2	-852.0	-229.0	961.5	-538.5
2025-05-16	2025-05-29	2	299.0	70.0	961.5	-538.5
2025-05-16	2025-05-30	2	158.0	228.0	961.5	-538.5
2025-05-16	2025-06-02	2	139.0	367.0	961.5	-538.5
2025-05-16	2025-06-03	2	54.0	421.0	961.5	-538.5
2025-05-16	2025-06-04	2	-279.0	142.0	961.5	-538.5
2025-05-16	2025-06-05	2	-179.0	-37.0	961.5	-538.5
2025-05-16	2025-06-06	2	23.0	-14.0	961.5	-538.5
2025-05-16	2025-06-09	2	-99.0	-113.0	961.5	-538.5
2025-05-16	2025-06-10	2	-36.0	-149.0	961.5	-538.5
2025-05-16	2025-06-11	2	98.0	-51.0	961.5	-538.5
2025-05-16	2025-06-12	2	-98.0	-149.0	961.5	-538.5
2025-05-16	2025-06-13	2	-647.0	-796.0	961.5	-538.5
2025-05-19	2025-05-19	2	487.0	487.0	0.0	-1500.0
2025-05-19	2025-05-20	2	156.0	643.0	570.0	-930.0
2025-05-19	2025-05-21	2	-781.0	-138.0	674.5	-825.5
2025-05-19	2025-05-22	2	257.0	119.0	674.5	-825.5
2025-05-19	2025-05-23	2	191.0	310.0	674.5	-825.5
2025-05-19	2025-05-26	2	353.0	663.0	674.5	-825.5
2025-05-19	2025-05-27	2	-327.0	336.0	674.5	-825.5
2025-05-19	2025-05-28	2	-852.0	-516.0	674.5	-825.5
2025-05-19	2025-05-29	2	299.0	-217.0	674.5	-825.5
2025-05-19	2025-05-30	2	158.0	-59.0	674.5	-825.5
2025-05-19	2025-06-02	2	139.0	80.0	674.5	-825.5
2025-05-19	2025-06-03	2	54.0	134.0	674.5	-825.5
2025-05-19	2025-06-04	2	-279.0	-145.0	674.5	-825.5
2025-05-19	2025-06-05	2	-179.0	-324.0	674.5	-825.5
2025-05-19	2025-06-06	2	23.0	-301.0	674.5	-825.5
2025-05-19	2025-06-09	2	-99.0	-400.0	674.5	-825.5
2025-05-19	2025-06-10	2	-36.0	-436.0	674.5	-825.5
2025-05-19	2025-06-11	2	98.0	-338.0	674.5	-825.5
2025-05-19	2025-06-12	2	-98.0	-436.0	674.5	-825.5
2025-05-19	2025-06-13	2	-647.0	-1083.0	674.5	-825.5
2025-05-20	2025-05-20	2	156.0	156.0	0.0	-1500.0
2025-05-20	2025-05-21	2	-781.0	-625.0	187.5	-1312.5
2025-05-20	2025-05-22	2	257.0	-368.0	187.5	-1312.5
2025-05-20	2025-05-23	2	191.0	-177.0	187.5	-1312.5
2025-05-20	2025-05-26	2	353.0	176.0	187.5	-1312.5
2025-05-20	2025-05-27	2	-327.0	-151.0	187.5	-1312.5
2025-05-20	2025-05-28	2	-852.0	-1003.0	187.5	-1312.5
2025-05-20	2025-05-29	2	299.0	-704.0	187.5	-1312.5
2025-05-20	2025-05-30	2	158.0	-546.0	187.5	-1312.5
2025-05-20	2025-06-02	2	139.0	-407.0	187.5	-1312.5
2025-05-20	2025-06-03	2	54.0	-353.0	187.5	-1312.5
2025-05-20	2025-06-04	2	-279.0	-632.0	187.5	-1312.5
2025-05-20	2025-06-05	2	-179.0	-811.0	187.5	-1312.5
2025-05-20	2025-06-06	2	23.0	-788.0	187.5	-1312.5
2025-05-20	2025-06-09	2	-99.0	-887.0	187.5	-1312.5
2025-05-20	2025-06-10	2	-36.0	-923.0	187.5	-1312.5
2025-05-20	2025-06-11	2	98.0	-825.0	187.5	-1312.5
2025-05-20	2025-06-12	2	-98.0	-923.0	187.5	-1312.5
2025-05-20	2025-06-13	2	-647.0	-1570.0	187.5	-1312.5
2025-05-21	2025-05-21	2	-781.0	-781.0	0.0	-1500.0
2025-05-21	2025-05-22	2	257.0	-524.0	0.0	-1500.0
2025-05-21	2025-05-23	2	191.0	-333.0	0.0	-1500.0
2025-05-21	2025-05-26	2	353.0	20.0	0.0	-1500.0
2025-05-21	2025-05-27	2	-327.0	-307.0	25.0	-1475.0
2025-05-21	2025-05-28	2	-852.0	-1159.0	25.0	-1475.0
2025-05-21	2025-05-29	2	299.0	-860.0	25.0	-1475.0
2025-05-21	2025-05-30	2	158.0	-702.0	25.0	-1475.0
2025-05-21	2025-06-02	2	139.0	-563.0	25.0	-1475.0
2025-05-21	2025-06-03	2	54.0	-509.0	25.0	-1475.0
2025-05-21	2025-06-04	2	-279.0	-788.0	25.0	-1475.0
2025-05-21	2025-06-05	2	-179.0	-967.0	25.0	-1475.0
2025-05-21	2025-06-06	2	23.0	-944.0	25.0	-1475.0
2025-05-21	2025-06-09	2	-99.0	-1043.0	25.0	-1475.0
2025-05-21	2025-06-10	2	-36.0	-1079.0	25.0	-1475.0
2025-05-21	2025-06-11	2	98.0	-981.0	25.0	-1475.0
2025-05-21	2025-06-12	2	-98.0	-1079.0	25.0	-1475.0
2025-05-21	2025-06-13	2	-647.0	-1726.0	25.0	-1475.0
