Run_Start	Date	Contracts	PnL_Today	Cumulative_PnL	Peak_PnL	Trailing_Floor
2019-05-23	2019-05-23	1	0.0	0.0	0.0	-3000.0
2019-05-23	2019-05-24	1	-55.5	-55.5	0.0	-3000.0
2019-05-23	2019-05-27	1	14.0	-41.5	0.0	-3000.0
2019-05-23	2019-05-28	1	88.0	46.5	0.0	-3000.0
2019-05-23	2019-05-29	1	-81.5	-35.0	46.5	-2953.5
2019-05-23	2019-05-30	1	-6.5	-41.5	46.5	-2953.5
2019-05-23	2019-05-31	1	-122.5	-164.0	46.5	-2953.5
2019-05-23	2019-06-03	1	-29.0	-193.0	46.5	-2953.5
2019-05-23	2019-06-04	1	82.5	-110.5	46.5	-2953.5
2019-05-23	2019-06-05	1	56.0	-54.5	46.5	-2953.5
2019-05-23	2019-06-06	1	192.5	138.0	46.5	-2953.5
2019-05-23	2019-06-07	1	122.0	260.0	138.0	-2862.0
2019-05-23	2019-06-10	1	-78.0	182.0	260.0	-2740.0
2019-05-23	2019-06-11	1	33.5	215.5	260.0	-2740.0
2019-05-23	2019-06-12	1	-71.5	144.0	260.0	-2740.0
2019-05-23	2019-06-13	1	146.5	290.5	260.0	-2740.0
2019-05-23	2019-06-14	1	-12.0	278.5	290.5	-2709.5
2019-05-23	2019-06-17	1	83.0	361.5	290.5	-2709.5
2019-05-23	2019-06-18	1	158.5	520.0	361.5	-2638.5
2019-05-23	2019-06-19	1	-113.5	406.5	520.0	-2480.0
2019-05-23	2019-06-20	1	81.0	487.5	520.0	-2480.0
2019-05-23	2019-06-21	1	-81.0	406.5	520.0	-2480.0
2019-05-23	2019-06-24	1	-49.0	357.5	520.0	-2480.0
2019-05-23	2019-06-25	1	34.0	391.5	520.0	-2480.0
2019-05-23	2019-06-26	1	102.5	494.0	520.0	-2480.0
2019-05-23	2019-06-27	1	-16.5	477.5	520.0	-2480.0
2019-05-23	2019-06-28	1	38.5	516.0	520.0	-2480.0
2019-05-23	2019-07-01	1	24.5	540.5	520.0	-2480.0
2019-05-23	2019-07-02	1	74.0	614.5	540.5	-2459.5
2019-05-23	2019-07-03	1	-31.0	583.5	614.5	-2385.5
2019-05-23	2019-07-04	1	52.0	635.5	614.5	-2385.5
2019-05-23	2019-07-05	1	11.5	647.0	635.5	-2364.5
2019-05-23	2019-07-08	1	8.0	655.0	647.0	-2353.0
2019-05-23	2019-07-09	1	26.5	681.5	655.0	-2345.0
2019-05-23	2019-07-10	1	224.5	906.0	681.5	-2318.5
2019-05-23	2019-07-11	1	-6.0	900.0	906.0	-2094.0
2019-05-23	2019-07-12	1	74.5	974.5	906.0	-2094.0
2019-05-23	2019-07-15	1	57.0	1031.5	974.5	-2025.5
2019-05-23	2019-07-16	1	-75.0	956.5	1031.5	-1968.5
2019-05-23	2019-07-17	1	-21.0	935.5	1031.5	-1968.5
2019-05-23	2019-07-18	1	148.5	1084.0	1031.5	-1968.5
2019-05-23	2019-07-19	1	-33.0	1051.0	1084.0	-1916.0
2019-05-23	2019-07-22	1	135.0	1186.0	1084.0	-1916.0
2019-05-23	2019-07-23	1	18.5	1204.5	1186.0	-1814.0
2019-05-23	2019-07-24	1	92.0	1296.5	1204.5	-1795.5
2019-05-23	2019-07-25	1	-47.5	1249.0	1296.5	-1703.5
2019-05-23	2019-07-26	1	95.0	1344.0	1296.5	-1703.5
2019-05-23	2019-07-29	1	27.0	1371.0	1344.0	-1656.0
2019-05-23	2019-07-30	1	-6.5	1364.5	1371.0	-1629.0
2019-05-23	2019-07-31	1	-78.0	1286.5	1371.0	-1629.0
2019-05-23	2019-08-01	1	118.5	1405.0	1371.0	-1629.0
2019-05-23	2019-08-02	1	-275.0	1130.0	1405.0	-1595.0
2019-05-23	2019-08-05	1	-128.0	1002.0	1405.0	-1595.0
2019-05-23	2019-08-06	1	446.0	1448.0	1405.0	-1595.0
2019-05-23	2019-08-07	1	209.5	1657.5	1448.0	-1552.0
2019-05-23	2019-08-08	1	262.5	1920.0	1657.5	-1342.5
2019-05-23	2019-08-09	1	113.5	2033.5	1920.0	-1080.0
2019-05-23	2019-08-12	1	-88.0	1945.5	2033.5	-966.5
2019-05-23	2019-08-13	1	122.5	2068.0	2033.5	-966.5
2019-05-23	2019-08-14	1	-186.0	1882.0	2068.0	-932.0
2019-05-23	2019-08-15	1	97.5	1979.5	2068.0	-932.0
2019-05-23	2019-08-16	1	32.5	2012.0	2068.0	-932.0
2019-05-23	2019-08-19	1	73.5	2085.5	2068.0	-932.0
2019-05-23	2019-08-20	1	-77.5	2008.0	2085.5	-914.5
2019-05-23	2019-08-21	1	26.0	2034.0	2085.5	-914.5
2019-05-23	2019-08-22	1	22.5	2056.5	2085.5	-914.5
2019-05-23	2019-08-23	1	-145.0	1911.5	2085.5	-914.5
2019-05-23	2019-08-26	1	48.0	1959.5	2085.5	-914.5
2019-05-23	2019-08-27	1	95.0	2054.5	2085.5	-914.5
2019-05-23	2019-08-28	1	-93.0	1961.5	2085.5	-914.5
2019-05-23	2019-08-29	1	139.5	2101.0	2085.5	-914.5
2019-05-23	2019-08-30	1	36.0	2137.0	2101.0	-899.0
2019-05-23	2019-09-02	1	90.5	2227.5	2137.0	-863.0
2019-05-23	2019-09-03	1	57.0	2284.5	2227.5	-772.5
2019-05-23	2019-09-04	1	102.0	2386.5	2284.5	-715.5
2019-05-23	2019-09-05	1	125.0	2511.5	2386.5	-613.5
2019-05-23	2019-09-06	1	-8.5	2503.0	2511.5	-488.5
2019-05-23	2019-09-09	1	13.5	2516.5	2511.5	-488.5
2019-05-23	2019-09-10	1	73.5	2590.0	2516.5	-483.5
2019-05-23	2019-09-11	1	44.0	2634.0	2590.0	-410.0
2019-05-23	2019-09-12	1	29.5	2663.5	2634.0	-366.0
2019-05-23	2019-09-13	1	-99.5	2564.0	2663.5	-336.5
2019-05-23	2019-09-16	1	110.0	2674.0	2663.5	-336.5
2019-05-23	2019-09-17	1	34.0	2708.0	2674.0	-326.0
2019-05-23	2019-09-18	1	-77.5	2630.5	2708.0	-292.0
2019-05-23	2019-09-19	1	-7.0	2623.5	2708.0	-292.0
2019-05-23	2019-09-20	1	9.0	2632.5	2708.0	-292.0
2019-05-23	2019-09-23	1	-15.5	2617.0	2708.0	-292.0
2019-05-23	2019-09-24	1	-58.0	2559.0	2708.0	-292.0
2019-05-23	2019-09-25	1	54.0	2613.0	2708.0	-292.0
2019-05-23	2019-09-26	1	43.5	2656.5	2708.0	-292.0
2019-05-23	2019-09-27	1	54.0	2710.5	2708.0	-292.0
2019-05-23	2019-09-30	1	53.0	2763.5	2710.5	-289.5
2019-05-23	2019-10-01	1	48.5	2812.0	2763.5	-236.5
2019-05-23	2019-10-02	1	-0.5	2811.5	2812.0	-188.0
2019-05-23	2019-10-03	1	100.5	2912.0	2812.0	-188.0
2019-05-23	2019-10-04	1	130.5	3042.5	2912.0	-88.0
2019-05-24	2019-05-24	1	-55.5	-55.5	0.0	-3000.0
2019-05-24	2019-05-27	1	14.0	-41.5	0.0	-3000.0
2019-05-24	2019-05-28	1	88.0	46.5	0.0	-3000.0
2019-05-24	2019-05-29	1	-81.5	-35.0	46.5	-2953.5
2019-05-24	2019-05-30	1	-6.5	-41.5	46.5	-2953.5
2019-05-24	2019-05-31	1	-122.5	-164.0	46.5	-2953.5
2019-05-24	2019-06-03	1	-29.0	-193.0	46.5	-2953.5
2019-05-24	2019-06-04	1	82.5	-110.5	46.5	-2953.5
2019-05-24	2019-06-05	1	56.0	-54.5	46.5	-2953.5
2019-05-24	2019-06-06	1	192.5	138.0	46.5	-2953.5
2019-05-24	2019-06-07	1	122.0	260.0	138.0	-2862.0
2019-05-24	2019-06-10	1	-78.0	182.0	260.0	-2740.0
2019-05-24	2019-06-11	1	33.5	215.5	260.0	-2740.0
2019-05-24	2019-06-12	1	-71.5	144.0	260.0	-2740.0
2019-05-24	2019-06-13	1	146.5	290.5	260.0	-2740.0
2019-05-24	2019-06-14	1	-12.0	278.5	290.5	-2709.5
2019-05-24	2019-06-17	1	83.0	361.5	290.5	-2709.5
2019-05-24	2019-06-18	1	158.5	520.0	361.5	-2638.5
2019-05-24	2019-06-19	1	-113.5	406.5	520.0	-2480.0
2019-05-24	2019-06-20	1	81.0	487.5	520.0	-2480.0
2019-05-24	2019-06-21	1	-81.0	406.5	520.0	-2480.0
2019-05-24	2019-06-24	1	-49.0	357.5	520.0	-2480.0
