Ticket	Entry_time	Exit_time	MAE	MFE	PNL	
2	2020.01.02 14:11:40	2020.01.02 14:30:00	-5.5	3.5	2	5.25
5	2020.01.03 14:11:40	2020.01.03 14:30:00	4.5	41.5	19.5	16
7	2020.01.07 14:09:40	2020.01.07 14:30:00	-9	8	4.5	9
9	2020.01.07 17:58:40	2020.01.07 23:30:00	-61	20	-51	43.5
12	2020.01.08 14:41:20	2020.01.08 15:30:00	-11	26.5	10.5	11.75
18	2020.01.10 17:40:20	2020.01.10 17:50:40	-31.5	6.5	-31.5	15.75
21	2020.01.13 17:54:40	2020.01.13 18:30:00	-10	33	13	14
24	2020.01.15 14:51:40	2020.01.15 15:00:00	-0.5	15.5	6.5	10.25
26	2020.01.15 17:37:40	2020.01.15 18:00:00	-13	9.5	6.5	19
35	2020.01.23 17:07:40	2020.01.23 21:00:00	-50.5	28	22.5	49.25
40	2020.01.27 14:10:40	2020.01.27 16:15:40	-50	22.5	-50	25
42	2020.01.28 17:24:40	2020.01.28 17:30:00	13.5	35.5	21.5	38.75
46	2020.01.29 17:40:40	2020.01.29 18:00:00	-1.5	20	17.5	33.25
52	2020.02.03 14:48:40	2020.02.03 15:30:00	-19	45	38.5	17.75
58	2020.02.06 17:40:20	2020.02.06 18:30:00	-23.5	54.5	43	28
60	2020.02.07 17:30:40	2020.02.07 18:30:00	-10.5	58	54	39
64	2020.02.11 14:06:40	2020.02.11 14:30:00	-2	22.5	18.5	9
66	2020.02.11 17:08:40	2020.02.11 17:30:00	-10	32	30	42.75
74	2020.02.18 14:25:40	2020.02.18 14:30:00	2.5	16.5	9	13.5
88	2020.02.28 17:53:40	2020.03.02 01:30:00	-69	254.5	215.5	122
90	2020.03.02 14:58:40	2020.03.02 16:00:00	-109	117.5	103	95
93	2020.03.02 17:44:40	2020.03.02 18:00:00	10	127	45	91
95	2020.03.03 14:02:40	2020.03.03 14:30:00	-28.5	63	53	27.75
97	2020.03.03 17:00:40	2020.03.03 18:00:00	-174	197	51.5	159.25
99	2020.03.04 17:22:40	2020.03.04 20:00:00	-166	71	69.5	117.25
102	2020.03.09 17:17:40	2020.03.09 18:00:00	-72.5	173	116.5	89.25
108	2020.03.11 14:20:40	2020.03.11 14:32:40	-106.5	10	-106.5	53.25
120	2020.03.19 14:42:20	2020.03.19 15:00:00	-32	102.5	87	76
122	2020.03.19 17:23:40	2020.03.19 17:30:00	-53.5	111.5	96.5	186.5
126	2020.03.23 14:00:40	2020.03.23 14:30:00	41.5	1005	721	48.75
131	2020.03.24 14:48:40	2020.03.24 15:00:00	-24.5	113.5	84.5	66
133	2020.03.24 17:36:20	2020.03.24 18:00:00	-49.5	68	44	74
135	2020.03.25 14:06:40	2020.03.25 15:00:00	-105	57.5	30.5	89.25
139	2020.03.26 14:30:40	2020.03.26 15:00:00	-14	225	197.5	52.25
141	2020.03.27 14:30:20	2020.03.27 15:09:40	-107.5	32	-107.5	53.75
145	2020.03.31 17:06:40	2020.03.31 17:30:00	0.5	198	165.5	77.75
149	2020.04.02 14:34:40	2020.04.02 15:00:00	-16	60	46.5	25.75
161	2020.04.14 14:38:40	2020.04.14 15:00:00	-7	54	36.5	22
163	2020.04.15 17:49:40	2020.04.15 21:30:00	-98	122.5	105	80.5
167	2020.04.16 17:49:40	2020.04.16 18:30:00	-38.5	139	113.5	58.5
176	2020.04.22 14:57:20	2020.04.22 15:07:40	-38	3.5	-38	19
178	2020.04.22 17:32:20	2020.04.22 20:00:00	-61	61.5	33	47.25
180	2020.04.23 14:06:40	2020.04.23 15:00:00	-11.5	24	14	23.5
183	2020.04.24 17:38:40	2020.04.24 20:00:00	-114.5	52.5	32.5	84
185	2020.04.27 14:45:40	2020.04.27 16:22:40	-42	19.5	-42	21
193	2020.04.30 14:40:40	2020.04.30 14:59:20	-37	25.5	-37	18.5
197	2020.05.01 14:46:40	2020.05.01 15:00:00	-7.5	20.5	12	28
200	2020.05.04 14:31:40	2020.05.04 15:00:00	1.5	59	28	16.25
205	2020.05.06 17:45:40	2020.05.06 21:00:00	-76	55	25	60
208	2020.05.07 14:38:40	2020.05.07 15:00:00	-5	41	28.5	17.25
212	2020.05.08 17:16:40	2020.05.08 17:30:00	-4.5	38.5	29.5	51.75
214	2020.05.12 14:07:40	2020.05.12 14:30:00	1.5	39.5	36	13.5
218	2020.05.13 14:30:40	2020.05.13 15:00:00	-15.5	38	22.5	16
220	2020.05.13 17:02:40	2020.05.13 17:30:00	-5	84	75	98.75
225	2020.05.14 17:49:40	2020.05.14 19:30:00	-59	108.5	22.5	69.5
229	2020.05.18 14:30:40	2020.05.18 15:00:00	-27.5	93.5	88	16.25
231	2020.05.18 17:25:40	2020.05.18 18:00:00	-17.5	70.5	67	60.5
235	2020.05.21 14:00:40	2020.05.21 14:30:00	-3.5	51	46	10
240	2020.05.25 14:49:20	2020.05.25 15:12:40	-23	1.5	-23	11.5
242	2020.05.25 17:36:40	2020.05.25 18:00:00	-7	12.5	4.5	8.5
254	2020.06.02 17:20:40	2020.06.02 17:46:40	-94.5	12	-94.5	47.25
256	2020.06.03 14:55:40	2020.06.03 15:39:40	-39	5	-39	19.5
259	2020.06.04 14:45:40	2020.06.04 15:30:00	-12	22.5	7	13.75
262	2020.06.08 17:40:40	2020.06.08 18:00:00	6	45.5	26.5	41
264	2020.06.09 14:47:40	2020.06.09 15:30:00	-7	24	8.5	24
269	2020.06.11 17:33:40	2020.06.11 17:55:40	-117	19.5	-117	58.5
271	2020.06.12 14:01:40	2020.06.12 15:01:40	-65	17	-65	32.5
274	2020.06.15 14:26:40	2020.06.15 17:00:00	-76	157.5	149.5	44.25
278	2020.06.16 14:48:20	2020.06.16 15:00:00	-8.5	21	14.5	26.25
280	2020.06.16 17:18:20	2020.06.16 17:41:40	-112.5	10	-112.5	56.25
284	2020.06.17 17:52:40	2020.06.17 19:00:00	-42	29	21.5	58.25
288	2020.06.18 17:58:40	2020.06.18 22:00:40	-95	33	-95	47.5
290	2020.06.19 14:35:40	2020.06.19 15:00:00	-6	20	18.5	11.5
294	2020.06.22 14:44:00	2020.06.22 15:00:00	-5.5	27	26	19.25
296	2020.06.23 14:24:40	2020.06.23 15:06:20	-23	11	-23	11.5
304	2020.06.29 14:52:40	2020.06.29 15:00:00	21.5	68.5	48	20.25
306	2020.06.29 17:26:40	2020.06.29 18:30:00	-41	88.5	79.5	121.25
308	2020.06.30 14:30:40	2020.06.30 15:06:20	-35.5	23	-35.5	17.75
318	2020.07.09 14:28:40	2020.07.09 15:30:00	-15.5	25	20.5	23.75
323	2020.07.14 14:03:40	2020.07.14 14:10:40	-38.5	9.5	-38.5	19.25
326	2020.07.14 17:30:40	2020.07.14 18:30:00	-43.5	171.5	106	126.25
330	2020.07.16 17:41:40	2020.07.16 17:58:40	-115	11.5	-115	57.5
343	2020.07.24 14:02:40	2020.07.24 14:36:20	-76.5	32.5	-76.5	38.25
345	2020.07.24 17:09:40	2020.07.24 18:00:00	-89	143	138.5	131.25
348	2020.07.27 14:43:40	2020.07.27 15:00:00	-6.5	14.5	12.5	20.25
354	2020.07.30 14:44:40	2020.07.30 18:00:00	-118	94.5	36	71.25
356	2020.07.31 14:06:40	2020.07.31 14:30:00	-3	37.5	14.5	17.5
363	2020.08.05 14:33:40	2020.08.05 15:11:40	-31	14.5	-31	15.5
366	2020.08.07 17:51:40	2020.08.07 18:00:00	4	36	20	43.5
368	2020.08.10 14:54:40	2020.08.10 15:00:00	-4	10	9	14
375	2020.08.11 17:38:40	2020.08.11 18:30:00	-50.5	118	100.5	72
378	2020.08.12 14:33:40	2020.08.12 14:57:40	-40.5	6.5	-40.5	20.25
380	2020.08.13 14:01:40	2020.08.13 14:30:00	3.5	31	15.5	9
390	2020.08.20 17:50:40	2020.08.20 18:00:00	7	35.5	24	32.25
397	2020.08.25 17:46:20	2020.08.25 18:30:00	-62	92.5	38.5	57.75
399	2020.08.27 14:10:40	2020.08.27 14:47:40	-20.5	10	-20.5	10.25
405	2020.09.01 17:00:40	2020.09.01 17:30:00	-28.5	112.5	111.5	89.25
419	2020.09.09 17:25:40	2020.09.09 17:30:00	29.5	106.5	82.5	117.25
421	2020.09.10 14:04:40	2020.09.10 15:00:00	-74.5	88	62	57.5
423	2020.09.10 17:03:40	2020.09.10 17:46:40	-179.5	41	-179.5	89.75
426	2020.09.11 14:47:40	2020.09.11 15:26:40	-85.5	20	-85.5	42.75
436	2020.09.17 17:45:40	2020.09.17 18:56:40	-207.5	79	-207.5	103.75
438	2020.09.18 14:13:40	2020.09.18 14:30:00	-20.5	25.5	24.5	29.75
442	2020.09.21 14:49:40	2020.09.21 16:40:40	-150	41	-150	75
451	2020.09.25 14:18:40	2020.09.25 15:00:00	-51	100	73.5	38
454	2020.09.28 14:58:40	2020.09.28 15:00:00	-6	20.5	15.5	32
457	2020.09.29 14:01:40	2020.09.29 14:33:40	-59	9.5	-59	29.5
459	2020.10.01 14:16:40	2020.10.01 15:00:00	-33	24	9	21.75
462	2020.10.01 17:38:20	2020.10.01 18:10:40	-111	6	-111	55.5
466	2020.10.06 14:04:40	2020.10.06 14:30:00	-20.5	31.5	25.5	21.75
468	2020.10.07 17:57:20	2020.10.07 18:30:00	-15	36.5	22.5	48
473	2020.10.09 14:12:40	2020.10.09 14:30:00	-4.5	15	7.5	22.5
475	2020.10.09 17:35:40	2020.10.09 18:00:00	-9	27.5	16	33.25
477	2020.10.12 17:53:40	2020.10.12 18:00:00	10.5	50.5	40.5	79
481	2020.10.14 14:06:40	2020.10.14 14:30:00	-7	56	50.5	35.75
485	2020.10.16 14:32:40	2020.10.16 15:30:00	-7.5	40	30.5	52
500	2020.10.23 17:31:20	2020.10.23 18:39:40	-112	29.5	-112	56
509	2020.10.28 17:58:20	2020.10.28 18:49:40	-113.5	10.5	-113.5	56.75
511	2020.10.29 14:36:40	2020.10.29 16:00:00	-96	107	85.5	73.5
513	2020.10.29 17:14:40	2020.10.29 17:30:00	-12.5	56.5	32	47.25
515	2020.10.30 14:44:40	2020.10.30 15:00:00	8	50	17	52.75
521	2020.11.03 14:00:40	2020.11.03 15:30:00	-49	22	12.5	29.75
524	2020.11.05 14:59:40	2020.11.05 16:01:40	-59.5	8	-59.5	29.75
529	2020.11.09 17:04:40	2020.11.09 21:14:40	-340	97	-340	170
534	2020.11.11 14:27:20	2020.11.11 15:50:40	-73.5	51.5	-73.5	36.75
538	2020.11.13 14:23:40	2020.11.13 14:52:40	-47	13	-47	23.5
547	2020.11.19 17:38:40	2020.11.19 18:00:00	12.5	54.5	15.5	43.5
550	2020.11.20 17:22:40	2020.11.20 18:00:00	-13	45	22	38.25
552	2020.11.23 14:30:20	2020.11.23 15:00:00	-9	14	6.5	14.5
558	2020.11.24 17:37:40	2020.11.24 18:00:00	-9	101	100	35.5
562	2020.11.26 14:56:40	2020.11.26 15:30:00	-6	12.5	6	9.5
566	2020.11.27 14:37:40	2020.11.27 15:00:00	-4	12	8	7.25
568	2020.11.30 14:06:40	2020.11.30 14:30:00	-6	83	57.5	24.25
572	2020.12.01 14:59:40	2020.12.01 15:18:20	-28	7.5	-28	14
