Ticket	Entry_time	Exit_time	MAE	MFE	PNL	
881	2021.05.27 17:17:40	2021.05.27 23:30:00	-97	51	-30	51.25
888	2021.06.01 14:19:40	2021.06.01 15:44:20	-18	26.5	-18	9
894	2021.06.03 17:59:40	2021.06.03 23:30:00	-105	79.5	-100.5	107.5
896	2021.06.07 14:00:40	2021.06.07 15:00:00	-7.5	73.5	58.5	12.5
902	2021.06.10 14:10:40	2021.06.10 14:34:40	-33	19.5	-33	16.5
908	2021.06.15 14:44:40	2021.06.15 15:30:40	-19	7.5	-19	9.5
916	2021.06.21 17:37:40	2021.06.21 23:30:00	-3	129.5	113	66.25
921	2021.06.24 14:07:40	2021.06.24 15:54:20	-20	20.5	-20	10
926	2021.06.29 17:46:40	2021.06.29 23:30:00	-54.5	129	126	42.75
928	2021.06.30 14:02:40	2021.06.30 16:32:40	-27	45.5	-27	13.5
931	2021.07.01 14:30:40	2021.07.01 18:11:40	-61.5	82	-61.5	30.75
939	2021.07.13 14:30:40	2021.07.13 14:51:40	-17.5	2.5	-17.5	8.75
941	2021.07.14 17:04:40	2021.07.14 18:28:40	-113	9	-113	56.5
953	2021.07.20 17:20:40	2021.07.20 21:30:00	-39	327.5	321	84
960	2021.07.23 17:16:40	2021.07.23 20:30:00	-20.5	239.5	218	59.75
962	2021.07.26 14:25:40	2021.07.26 15:38:40	-44	25	-44	22
964	2021.07.26 17:36:40	2021.07.26 17:46:20	-63	9.5	-63	31.5
968	2021.07.28 17:10:40	2021.07.28 23:30:00	-201	104.5	-89	120.75
970	2021.07.29 14:58:40	2021.07.29 17:30:00	-29.5	165	135	36.75
977	2021.08.03 14:42:40	2021.08.03 16:32:40	-27.5	48.5	-27.5	13.75
984	2021.08.05 14:33:40	2021.08.05 15:31:40	-24.5	15	-24.5	12.25
987	2021.08.10 14:01:40	2021.08.10 14:42:40	-13.5	10.5	-13.5	6.75
993	2021.08.12 14:34:40	2021.08.12 15:26:40	-25.5	5.5	-25.5	12.75
995	2021.08.12 17:19:40	2021.08.12 23:30:00	-3	170	136.5	59
1003	2021.08.17 17:43:40	2021.08.17 18:55:40	-174.5	31.5	-174.5	87.25
1008	2021.08.20 14:28:40	2021.08.20 16:00:00	-6	112.5	111	15
1011	2021.08.24 17:08:40	2021.08.24 23:30:00	-47	53.5	10	40.75
1016	2021.08.26 17:06:40	2021.08.26 17:23:40	-56	5.5	-56	28
1024	2021.09.01 14:32:40	2021.09.01 17:00:00	-6.5	153	96.5	14
1026	2021.09.02 14:14:40	2021.09.02 16:30:00	-8.5	46	45	8
1030	2021.09.03 14:10:40	2021.09.03 15:38:40	-13	110.5	-13	6.5
1033	2021.09.06 14:39:40	2021.09.07 03:00:40	-18.5	24.5	-18.5	9.25
1035	2021.09.07 14:00:40	2021.09.07 16:35:20	-32	54	-32	16
1038	2021.09.07 17:32:40	2021.09.07 23:30:00	-25	113	37	38.25
1040	2021.09.08 14:11:40	2021.09.08 15:15:40	-22.5	17	-22.5	11.25
1044	2021.09.09 14:06:40	2021.09.09 14:14:40	-16.5	2.5	-16.5	8.25
1046	2021.09.09 14:35:40	2021.09.09 14:43:40	-22.5	0	-22.5	11.25
1062	2021.09.17 14:38:40	2021.09.17 16:30:40	-38	72	-38	19
1075	2021.09.23 14:33:40	2021.09.23 14:47:20	-29.5	14	-29.5	14.75
1082	2021.09.28 14:00:40	2021.09.28 14:22:40	-74	8	-74	37
1095	2021.10.05 14:29:20	2021.10.05 16:07:40	-49	31.5	-49	24.5
1097	2021.10.06 14:03:40	2021.10.06 16:30:00	-17	169.5	127.5	29.25
1099	2021.10.08 14:02:40	2021.10.08 15:30:00	0	79	49.5	13.25
1107	2021.10.14 14:10:40	2021.10.14 15:30:00	-1.5	111	81.5	14.25
1109	2021.10.15 14:21:20	2021.10.15 16:14:40	-38.5	29	-38.5	19.25
1112	2021.10.15 17:45:40	2021.10.15 23:30:00	-55.5	106.5	104.5	40.25
1114	2021.10.19 17:16:20	2021.10.19 23:30:00	-60.5	141	130	55.75
1117	2021.10.20 17:30:20	2021.10.20 18:02:40	-83.5	15	-83.5	41.75
1122	2021.10.25 14:48:40	2021.10.25 16:40:40	-57	102	-57	28.5
1125	2021.10.27 14:26:40	2021.10.27 17:00:00	-53.5	215	208	31
1127	2021.10.27 17:54:40	2021.10.27 23:30:00	-132	139	-114.5	85.75
1129	2021.10.28 17:08:40	2021.10.28 23:30:00	-73.5	168	43.5	57.5
1131	2021.10.29 17:52:20	2021.10.29 19:30:00	-51	174	171.5	39.5
1135	2021.11.01 17:02:40	2021.11.01 20:19:20	-80	85	-80	40
1139	2021.11.05 14:33:40	2021.11.05 15:30:00	-8.5	108	86.5	11.5
1141	2021.11.05 17:48:40	2021.11.05 18:37:40	-63.5	22	-63.5	31.75
1151	2021.11.12 17:45:40	2021.11.12 23:30:00	-0.5	270.5	257.5	76.25
1153	2021.11.15 14:54:40	2021.11.15 15:30:00	-7	82.5	61	13.5
1159	2021.11.17 17:11:40	2021.11.17 23:30:00	-77.5	148	-22	52.5
1162	2021.11.18 14:30:40	2021.11.18 14:42:40	-16	1.5	-16	8
1166	2021.11.19 14:08:40	2021.11.19 23:30:00	-68.5	156	59.5	35
1172	2021.11.24 17:00:40	2021.11.24 23:30:00	-102.5	320.5	294.5	106.25
1174	2021.11.25 14:33:40	2021.11.25 15:13:40	-25.5	19	-25.5	12.75
1177	2021.11.26 14:03:40	2021.11.26 15:02:40	-72.5	88	-72.5	36.25
1182	2021.11.29 14:40:20	2021.11.29 17:00:00	-35.5	211	193.5	23.75
1185	2021.11.30 14:24:40	2021.11.30 17:00:00	-67.5	191	169	42.5
1187	2021.12.01 17:01:40	2021.12.01 19:55:40	-166.5	147.5	-166.5	83.25
1195	2021.12.06 17:15:40	2021.12.06 23:30:00	-209.5	273.5	160.5	201.25
1201	2021.12.09 14:06:20	2021.12.09 17:25:20	-59.5	164.5	-59.5	29.75
1208	2021.12.13 14:36:40	2021.12.13 16:00:40	-36	4.5	-36	18
1212	2021.12.14 14:08:40	2021.12.14 15:30:40	-58.5	51	-58.5	29.25
1220	2021.12.17 17:35:20	2021.12.17 23:30:00	-112	317.5	57	146
1224	2021.12.21 14:27:40	2021.12.21 15:08:40	-41.5	23.5	-41.5	20.75
1229	2021.12.22 17:37:40	2021.12.22 23:30:00	8.5	296.5	287	84
1231	2021.12.23 14:01:40	2021.12.23 15:25:40	-24	27.5	-24	12
1233	2021.12.28 14:24:20	2021.12.28 15:15:40	-33.5	27.5	-33.5	16.75
1239	2021.12.30 14:35:40	2021.12.30 14:57:40	-25	13	-25	12.5
1241	2021.12.31 14:27:40	2021.12.31 17:01:40	-49.5	127.5	-49.5	24.75
1250	2022.01.06 14:05:40	2022.01.06 14:26:40	-77	7	-77	38.5
1253	2022.01.07 14:06:40	2022.01.07 14:26:40	-64.5	7	-64.5	32.25
1259	2022.01.11 17:03:40	2022.01.11 19:00:00	-179	463	453.5	118.5
1262	2022.01.13 14:11:40	2022.01.13 16:00:00	-23.5	116.5	91	20.75
1271	2022.01.18 17:06:40	2022.01.18 18:31:40	-206.5	119.5	-206.5	103.25
1277	2022.01.20 17:31:40	2022.01.20 20:03:40	-151.5	93.5	-151.5	75.75
1281	2022.01.21 17:31:40	2022.01.21 21:57:40	-297	355.5	-297	148.5
1290	2022.01.26 17:03:40	2022.01.26 17:44:40	-295.5	34	-295.5	147.75
1292	2022.01.27 14:53:40	2022.01.27 19:17:40	-155	326	-155	77.5
1294	2022.01.28 14:03:40	2022.01.28 14:21:40	-95.5	29.5	-95.5	47.75
1297	2022.01.28 17:54:40	2022.01.28 23:30:00	-87	679.5	641.5	235.25
1304	2022.02.03 14:37:40	2022.02.03 15:44:40	-87.5	56.5	-87.5	43.75
1306	2022.02.04 14:45:40	2022.02.04 15:30:40	-142.5	96	-142.5	71.25
1312	2022.02.08 17:45:40	2022.02.08 20:00:00	31.5	404.5	338	89
1315	2022.02.10 14:02:40	2022.02.10 15:30:40	-38	90	-38	19
1318	2022.02.14 14:39:40	2022.02.14 15:00:00	64	294.5	235	53.5
1320	2022.02.14 17:48:40	2022.02.14 20:51:20	-196.5	175	-196.5	98.25
1322	2022.02.15 17:41:40	2022.02.15 19:47:40	-138	87	-138	69
1333	2022.02.22 14:14:40	2022.02.22 16:35:20	-127	58.5	-127	63.5
1335	2022.02.23 14:25:40	2022.02.23 16:43:40	-113.5	50.5	-113.5	56.75
1340	2022.02.25 17:31:20	2022.02.25 23:30:00	-148	365.5	358.5	153.5
1342	2022.02.28 17:38:40	2022.02.28 21:08:40	-248	270	-248	124
1347	2022.03.03 14:27:20	2022.03.03 16:00:00	-58	226	212.5	53.75
1352	2022.03.04 14:46:40	2022.03.04 16:46:40	-135.5	140.5	-135.5	67.75
1359	2022.03.08 17:54:40	2022.03.08 18:32:40	-300	111	-300	150
1361	2022.03.09 14:35:40	2022.03.09 16:53:40	-113	182	-113	56.5
1363	2022.03.09 17:02:40	2022.03.09 23:30:00	-109.5	349.5	224.5	125
1367	2022.03.11 14:32:40	2022.03.11 14:55:40	-89.5	14	-89.5	44.75
1371	2022.03.14 14:54:40	2022.03.14 15:33:40	-157.5	36.5	-157.5	78.75
1374	2022.03.15 14:20:40	2022.03.15 16:30:00	-45	303	300.5	53.75
1380	2022.03.18 14:27:40	2022.03.18 14:50:40	-49.5	25.5	-49.5	24.75
1382	2022.03.18 17:02:40	2022.03.18 21:30:00	-32	345.5	329.5	87.75
1387	2022.03.22 14:48:40	2022.03.22 16:00:00	-31	199.5	157.5	27.25
1391	2022.03.24 14:50:40	2022.03.24 15:30:40	-63	5	-63	31.5
1396	2022.03.29 14:13:40	2022.03.29 14:31:20	-54.5	8	-54.5	27.25
1402	2022.03.31 17:34:40	2022.03.31 21:16:40	-167	91.5	-167	83.5
