Ticket	Entry_time	Exit_time	MAE	MFE	PNL	
2	2020.01.02 14:11:40	2020.01.02 16:00:00	-5.5	36	31	5.25
5	2020.01.03 14:11:40	2020.01.03 15:30:00	4.5	88	82.5	16
7	2020.01.07 14:09:40	2020.01.07 15:35:40	-18	19.5	-18	9
9	2020.01.07 17:58:40	2020.01.07 23:30:00	-61	20	-51	43.5
12	2020.01.08 14:41:20	2020.01.08 15:48:40	-23.5	26.5	-23.5	11.75
18	2020.01.10 17:40:20	2020.01.10 17:50:40	-31.5	6.5	-31.5	15.75
21	2020.01.13 17:54:40	2020.01.13 19:30:00	-10	60	54.5	14
24	2020.01.15 14:51:40	2020.01.15 15:40:40	-20.5	15.5	-20.5	10.25
26	2020.01.15 17:37:40	2020.01.15 18:11:40	-38	9.5	-38	19
35	2020.01.23 17:07:40	2020.01.23 23:30:00	-50.5	105	97.5	49.25
40	2020.01.27 14:10:40	2020.01.27 16:15:40	-50	22.5	-50	25
42	2020.01.28 17:24:40	2020.01.28 22:00:00	13.5	155.5	143	38.75
46	2020.01.29 17:40:40	2020.01.29 23:30:00	-39.5	105	-26	33.25
52	2020.02.03 14:48:40	2020.02.03 17:00:00	-28.5	155	153	17.75
58	2020.02.06 17:40:20	2020.02.06 23:30:00	-23.5	78	72.5	28
60	2020.02.07 17:30:40	2020.02.07 23:30:00	-76	79	-35.5	39
64	2020.02.11 14:06:40	2020.02.11 16:34:40	-18	39.5	-18	9
66	2020.02.11 17:08:40	2020.02.11 21:03:40	-85.5	56	-85.5	42.75
74	2020.02.18 14:25:40	2020.02.18 17:00:00	-5.5	112.5	111.5	13.5
88	2020.02.28 17:53:40	2020.03.02 04:30:00	-69	512	479.5	122
90	2020.03.02 14:58:40	2020.03.02 18:30:00	-109	417	397.5	95
92	2020.03.03 14:02:40	2020.03.03 14:36:40	-55.5	103	-55.5	27.75
94	2020.03.03 17:00:40	2020.03.03 18:24:40	-318.5	197	-318.5	159.25
96	2020.03.04 17:22:40	2020.03.04 23:30:00	-166	335	221	117.25
99	2020.03.09 17:17:40	2020.03.09 19:39:40	-178.5	211.5	-178.5	89.25
105	2020.03.11 14:20:40	2020.03.11 14:32:40	-106.5	10	-106.5	53.25
117	2020.03.19 14:42:20	2020.03.19 15:40:40	-152	165	-152	76
119	2020.03.19 17:23:40	2020.03.19 22:44:40	-373	250	-373	186.5
123	2020.03.23 14:00:40	2020.03.23 14:30:00	41.5	1005	721	48.75
128	2020.03.24 14:48:40	2020.03.24 16:30:00	-24.5	321.5	247	66
130	2020.03.24 17:36:20	2020.03.24 19:52:40	-148	195.5	-148	74
132	2020.03.25 14:06:40	2020.03.25 16:04:20	-178.5	315	-178.5	89.25
136	2020.03.26 14:30:40	2020.03.26 15:00:00	-14	225	197.5	52.25
138	2020.03.27 14:30:20	2020.03.27 15:09:40	-107.5	32	-107.5	53.75
142	2020.03.31 17:06:40	2020.03.31 22:14:40	-155.5	240.5	-155.5	77.75
146	2020.04.02 14:34:40	2020.04.02 15:35:40	-51.5	81.5	-51.5	25.75
158	2020.04.14 14:38:40	2020.04.14 16:00:00	-7	97	84.5	22
160	2020.04.15 17:49:40	2020.04.15 23:30:00	-98	178.5	52	80.5
164	2020.04.16 17:49:40	2020.04.16 19:31:40	-117	175	-117	58.5
173	2020.04.22 14:57:20	2020.04.22 15:07:40	-38	3.5	-38	19
175	2020.04.22 17:32:20	2020.04.22 23:30:00	-61	214	87.5	47.25
177	2020.04.23 14:06:40	2020.04.23 16:00:00	-24	116.5	112.5	23.5
180	2020.04.24 17:38:40	2020.04.24 23:30:00	-114.5	226.5	202	84
182	2020.04.27 14:45:40	2020.04.27 16:22:40	-42	19.5	-42	21
190	2020.04.30 14:40:40	2020.04.30 14:59:20	-37	25.5	-37	18.5
194	2020.05.01 14:46:40	2020.05.01 17:00:00	-35	134.5	106.5	28
197	2020.05.04 14:31:40	2020.05.04 17:00:00	-5	151.5	138.5	16.25
202	2020.05.06 17:45:40	2020.05.06 22:49:40	-120	55	-120	60
205	2020.05.07 14:38:40	2020.05.07 16:36:40	-34.5	60	-34.5	17.25
209	2020.05.08 17:16:40	2020.05.08 23:30:00	-34.5	110	100.5	51.75
211	2020.05.12 14:07:40	2020.05.12 16:35:40	-27	83.5	-27	13.5
215	2020.05.13 14:30:40	2020.05.13 16:00:40	-32	38	-32	16
217	2020.05.13 17:02:40	2020.05.13 18:38:20	-197.5	122.5	-197.5	98.75
222	2020.05.14 17:49:40	2020.05.14 23:00:00	-59	337.5	331.5	69.5
226	2020.05.18 14:30:40	2020.05.18 15:00:00	-27.5	93.5	88	16.25
228	2020.05.18 17:25:40	2020.05.18 23:30:00	-17.5	129	54.5	60.5
232	2020.05.21 14:00:40	2020.05.21 14:30:00	-3.5	51	46	10
237	2020.05.25 14:49:20	2020.05.25 15:12:40	-23	1.5	-23	11.5
239	2020.05.25 17:36:40	2020.05.26 01:00:40	-17	21.5	-17	8.5
251	2020.06.02 17:20:40	2020.06.02 17:46:40	-94.5	12	-94.5	47.25
253	2020.06.03 14:55:40	2020.06.03 15:39:40	-39	5	-39	19.5
256	2020.06.04 14:45:40	2020.06.04 15:33:40	-27.5	22.5	-27.5	13.75
259	2020.06.08 17:40:40	2020.06.08 21:30:00	6	169.5	165	41
261	2020.06.09 14:47:40	2020.06.09 17:00:00	-7	128.5	100	24
266	2020.06.11 17:33:40	2020.06.11 17:55:40	-117	19.5	-117	58.5
268	2020.06.12 14:01:40	2020.06.12 15:01:40	-65	17	-65	32.5
271	2020.06.15 14:26:40	2020.06.15 18:30:00	-76	235	195.5	44.25
274	2020.06.16 14:48:20	2020.06.16 16:00:00	-8.5	171.5	151.5	26.25
276	2020.06.16 17:18:20	2020.06.16 17:41:40	-112.5	10	-112.5	56.25
280	2020.06.17 17:52:40	2020.06.17 23:30:00	-101	106	-28	58.25
284	2020.06.18 17:58:40	2020.06.18 22:00:40	-95	33	-95	47.5
286	2020.06.19 14:35:40	2020.06.19 16:00:00	-6	55	45	11.5
290	2020.06.22 14:44:00	2020.06.22 16:39:40	-38.5	39	-38.5	19.25
292	2020.06.23 14:24:40	2020.06.23 15:06:20	-23	11	-23	11.5
300	2020.06.29 14:52:40	2020.06.29 16:13:40	-40.5	68.5	-40.5	20.25
302	2020.06.29 17:26:40	2020.06.29 23:30:00	-41	253.5	247.5	121.25
304	2020.06.30 14:30:40	2020.06.30 15:06:20	-35.5	23	-35.5	17.75
314	2020.07.09 14:28:40	2020.07.09 17:17:40	-47.5	72	-47.5	23.75
318	2020.07.14 14:03:40	2020.07.14 14:10:40	-38.5	9.5	-38.5	19.25
321	2020.07.14 17:30:40	2020.07.14 23:30:00	-43.5	408.5	325	126.25
325	2020.07.16 17:41:40	2020.07.16 17:58:40	-115	11.5	-115	57.5
338	2020.07.24 14:02:40	2020.07.24 14:36:20	-76.5	32.5	-76.5	38.25
340	2020.07.24 17:09:40	2020.07.24 23:30:00	-102	197.5	51	131.25
343	2020.07.27 14:43:40	2020.07.27 15:33:40	-40.5	14.5	-40.5	20.25
349	2020.07.30 14:44:40	2020.07.30 21:00:00	-118	289.5	269.5	71.25
351	2020.07.31 14:06:40	2020.07.31 16:30:40	-35	69	-35	17.5
358	2020.08.05 14:33:40	2020.08.05 15:11:40	-31	14.5	-31	15.5
361	2020.08.07 17:51:40	2020.08.07 18:28:40	-87	36	-87	43.5
363	2020.08.10 14:54:40	2020.08.10 16:51:40	-28	41	-28	14
370	2020.08.11 17:38:40	2020.08.11 22:16:40	-144	141	-144	72
373	2020.08.12 14:33:40	2020.08.12 14:57:40	-40.5	6.5	-40.5	20.25
375	2020.08.13 14:01:40	2020.08.13 15:00:00	3.5	48.5	36.5	9
385	2020.08.20 17:50:40	2020.08.20 21:30:00	-32.5	141	131	32.25
392	2020.08.25 17:46:20	2020.08.25 23:30:00	-62	164.5	163	57.75
394	2020.08.27 14:10:40	2020.08.27 14:47:40	-20.5	10	-20.5	10.25
400	2020.09.01 17:00:40	2020.09.01 23:30:00	-28.5	201.5	197	89.25
414	2020.09.09 17:25:40	2020.09.09 23:30:00	13	346.5	180.5	117.25
416	2020.09.10 14:04:40	2020.09.10 16:00:00	-74.5	245	228.5	57.5
418	2020.09.10 17:03:40	2020.09.10 17:46:40	-179.5	41	-179.5	89.75
421	2020.09.11 14:47:40	2020.09.11 15:26:40	-85.5	20	-85.5	42.75
431	2020.09.17 17:45:40	2020.09.17 18:56:40	-207.5	79	-207.5	103.75
433	2020.09.18 14:13:40	2020.09.18 16:31:40	-59.5	64.5	-59.5	29.75
437	2020.09.21 14:49:40	2020.09.21 16:40:40	-150	41	-150	75
446	2020.09.25 14:18:40	2020.09.25 17:30:00	-51	187.5	167	38
449	2020.09.28 14:58:40	2020.09.28 16:36:40	-64	63.5	-64	32
452	2020.09.29 14:01:40	2020.09.29 14:33:40	-59	9.5	-59	29.5
454	2020.10.01 14:16:40	2020.10.01 15:20:40	-43.5	24	-43.5	21.75
457	2020.10.01 17:38:20	2020.10.01 18:10:40	-111	6	-111	55.5
461	2020.10.06 14:04:40	2020.10.06 17:30:00	-31.5	130	96	21.75
463	2020.10.07 17:57:20	2020.10.07 23:30:00	-46.5	180	115	48
468	2020.10.09 14:12:40	2020.10.09 17:00:00	-4.5	127.5	113.5	22.5
470	2020.10.09 17:35:40	2020.10.09 23:00:00	-9	137	131	33.25
472	2020.10.12 17:53:40	2020.10.12 20:00:00	10.5	372.5	305.5	79
476	2020.10.14 14:06:40	2020.10.14 17:25:40	-71.5	105	-71.5	35.75
480	2020.10.16 14:32:40	2020.10.16 22:41:40	-104	192.5	-104	52
495	2020.10.23 17:31:20	2020.10.23 18:39:40	-112	29.5	-112	56
504	2020.10.28 17:58:20	2020.10.28 18:49:40	-113.5	10.5	-113.5	56.75
506	2020.10.29 14:36:40	2020.10.29 19:30:00	-96	294	287.5	73.5
508	2020.10.30 14:44:40	2020.10.30 15:44:40	-105.5	96.5	-105.5	52.75
514	2020.11.03 14:00:40	2020.11.03 16:33:40	-59.5	44.5	-59.5	29.75
517	2020.11.05 14:59:40	2020.11.05 16:01:40	-59.5	8	-59.5	29.75
522	2020.11.09 17:04:40	2020.11.09 21:14:40	-340	97	-340	170
527	2020.11.11 14:27:20	2020.11.11 15:50:40	-73.5	51.5	-73.5	36.75
531	2020.11.13 14:23:40	2020.11.13 14:52:40	-47	13	-47	23.5
540	2020.11.19 17:38:40	2020.11.19 23:30:00	-31	147	112	43.5
543	2020.11.20 17:22:40	2020.11.20 22:18:40	-76.5	62	-76.5	38.25
545	2020.11.23 14:30:20	2020.11.23 15:42:40	-29	16.5	-29	14.5
551	2020.11.24 17:37:40	2020.11.24 18:30:00	-9	180.5	157	35.5
555	2020.11.26 14:56:40	2020.11.26 17:13:40	-19	36	-19	9.5
558	2020.11.27 14:37:40	2020.11.27 15:30:00	-4	40	30	7.25
560	2020.11.30 14:06:40	2020.11.30 16:42:40	-48.5	83	-48.5	24.25
564	2020.12.01 14:59:40	2020.12.01 15:18:20	-28	7.5	-28	14
567	2020.12.02 17:12:40	2020.12.02 23:30:00	-5	148.5	134.5	85.25
569	2020.12.03 14:51:40	2020.12.03 15:37:40	-25.5	11	-25.5	12.75
573	2020.12.04 17:49:20	2020.12.04 23:30:00	-73	34	-7.5	46
584	2020.12.11 17:12:40	2020.12.11 18:37:40	-161.5	9.5	-161.5	80.75
586	2020.12.14 14:40:20	2020.12.14 15:14:40	-14.5	10	-14.5	7.25
588	2020.12.15 14:01:40	2020.12.15 14:30:00	6.5	51.5	46	11.5
592	2020.12.16 17:34:40	2020.12.16 23:30:00	-30	159	99.5	53.25
599	2020.12.22 14:04:40	2020.12.22 16:28:40	-26.5	50	-26.5	13.25
603	2020.12.23 14:35:40	2020.12.23 16:31:40	-25.5	22	-25.5	12.75
606	2020.12.23 17:33:40	2020.12.23 17:52:40	-65	7.5	-65	32.5
610	2020.12.28 14:18:20	2020.12.28 15:00:00	-2	27.5	24	6
613	2020.12.28 17:50:40	2020.12.28 23:30:00	-3.5	102	65	63.75
616	2020.12.29 17:38:40	2020.12.29 19:47:40	-116.5	40	-116.5	58.25
621	2020.12.31 14:21:40	2020.12.31 14:27:40	-13	0	-13	6.5
625	2021.01.04 14:36:40	2021.01.04 16:13:20	-15	24	-15	7.5
632	2021.01.07 14:01:40	2021.01.07 17:00:00	-12	281	278	19.25
634	2021.01.08 14:10:40	2021.01.08 16:30:00	-19.5	65	57	13.5
636	2021.01.08 17:05:20	2021.01.08 17:26:40	-132.5	5	-132.5	66.25
640	2021.01.11 17:06:40	2021.01.11 22:21:40	-165	78.5	-165	82.5
642	2021.01.12 14:05:40	2021.01.12 15:14:40	-30.5	5	-30.5	15.25
647	2021.01.18 14:00:40	2021.01.18 16:15:40	-20	11.5	-20	10
649	2021.01.18 17:55:40	2021.01.19 03:00:00	-31.5	120	105	21.5
654	2021.01.20 14:31:40	2021.01.20 16:00:00	-3.5	59	55.5	12.75
656	2021.01.21 17:10:40	2021.01.21 23:30:00	-56	159.5	109	60.5
660	2021.01.25 14:11:40	2021.01.25 17:00:00	-38	127	95.5	20.5
663	2021.01.26 17:48:40	2021.01.26 23:30:00	-108	181	106.5	82.5
668	2021.01.28 14:08:40	2021.01.28 15:04:40	-74	81	-74	37
670	2021.01.29 14:30:40	2021.01.29 14:40:40	-97.5	7	-97.5	48.75
672	2021.01.29 17:23:40	2021.01.29 18:22:40	-274.5	44	-274.5	137.25
675	2021.02.01 17:35:20	2021.02.01 23:30:00	-125	335	219	133.75
677	2021.02.02 14:22:40	2021.02.02 16:14:20	-42	16.5	-42	21
682	2021.02.04 14:07:40	2021.02.04 16:34:40	-62.5	60.5	-62.5	31.25
690	2021.02.08 17:04:40	2021.02.08 18:29:20	-82	38.5	-82	41
696	2021.02.11 14:59:40	2021.02.11 16:51:40	-28.5	58	-28.5	14.25
698	2021.02.11 17:50:40	2021.02.11 19:19:40	-113.5	10	-113.5	56.75
700	2021.02.12 17:38:40	2021.02.12 23:00:00	-3.5	201.5	188	30.75
703	2021.02.15 14:30:40	2021.02.15 14:42:40	-6.5	3	-6.5	3.25
705	2021.02.15 17:31:40	2021.02.16 01:00:00	-9	39	27.5	6.25
708	2021.02.17 14:36:40	2021.02.17 15:17:40	-39	11.5	-39	19.5
712	2021.02.19 14:04:40	2021.02.19 15:30:00	-2.5	69	68.5	14
715	2021.02.19 17:42:20	2021.02.19 19:20:20	-95.5	45	-95.5	47.75
718	2021.02.23 17:25:40	2021.02.23 23:30:00	-262.5	482	283.5	259
720	2021.02.24 14:07:40	2021.02.24 15:48:40	-95	173	-95	47.5
723	2021.02.25 14:03:40	2021.02.25 17:06:40	-85	203	-85	42.5
726	2021.02.26 14:02:40	2021.02.26 16:00:00	-28	353	329.5	74.25
729	2021.02.26 17:42:40	2021.02.26 23:30:00	-107	359	-40	158
733	2021.03.01 17:02:20	2021.03.01 21:30:00	-89	274.5	274.5	75
735	2021.03.02 14:03:40	2021.03.02 16:30:00	-23	114.5	105.5	20.5
743	2021.03.05 14:29:40	2021.03.05 15:30:40	-79	65.5	-79	39.5
747	2021.03.08 17:30:40	2021.03.08 18:50:40	-344	34	-344	172
753	2021.03.11 14:45:40	2021.03.11 15:46:40	-69.5	71	-69.5	34.75
755	2021.03.11 17:49:40	2021.03.11 23:30:00	-24.5	228	107	92.75
766	2021.03.19 17:54:40	2021.03.22 17:00:00	-127.5	426.5	409	94.75
769	2021.03.23 14:34:40	2021.03.23 15:40:40	-36.5	67.5	-36.5	18.25
771	2021.03.24 14:10:20	2021.03.24 14:46:40	-54	3	-54	27
776	2021.03.25 17:30:40	2021.03.26 01:30:00	-91	292	261.5	65.75
778	2021.03.26 14:43:40	2021.03.26 22:00:00	-82	466	439.5	65.75
781	2021.03.29 17:36:40	2021.03.29 23:30:00	-90.5	254.5	195	60.25
786	2021.03.30 17:43:40	2021.03.30 23:30:00	-53.5	128	81	75.75
788	2021.03.31 14:38:40	2021.03.31 17:00:00	-22.5	195	186.5	14.5
790	2021.04.05 14:49:40	2021.04.05 17:00:00	-30	206	187	23.5
792	2021.04.06 17:54:40	2021.04.06 20:19:40	-80	84.5	-80	40
799	2021.04.12 14:07:20	2021.04.12 16:48:40	-25	43	-25	12.5
802	2021.04.13 14:36:40	2021.04.13 16:00:00	-16	168	159.5	30
807	2021.04.15 14:49:40	2021.04.15 17:00:00	-6.5	150.5	106.5	24
813	2021.04.20 14:35:40	2021.04.20 17:00:00	-25	145	94.5	21.75
819	2021.04.22 17:27:40	2021.04.22 20:10:40	-113	65.5	-113	56.5
824	2021.04.26 14:44:40	2021.04.26 16:30:00	-5	101.5	100	18.25
826	2021.04.26 17:04:20	2021.04.26 23:30:00	-19.5	176.5	104	48.75
830	2021.04.28 14:03:40	2021.04.28 14:34:40	-22	16	-22	11
833	2021.04.29 14:05:00	2021.04.29 16:00:00	-20	59.5	42	10.75
838	2021.05.03 17:07:40	2021.05.03 17:53:40	-130.5	62.5	-130.5	65.25
842	2021.05.05 17:40:40	2021.05.05 22:02:40	-151	53.5	-151	75.5
846	2021.05.06 17:36:40	2021.05.06 19:30:00	-82.5	266.5	265	60
852	2021.05.11 14:00:40	2021.05.11 14:26:40	-67	2	-67	33.5
858	2021.05.14 14:04:40	2021.05.14 14:25:20	-36.5	18	-36.5	18.25
862	2021.05.17 17:38:40	2021.05.17 18:51:40	-161.5	20.5	-161.5	80.75
865	2021.05.18 17:17:20	2021.05.18 21:33:40	-124	69	-124	62
868	2021.05.21 14:08:40	2021.05.21 16:30:00	-16.5	80	57	15
872	2021.05.24 14:01:20	2021.05.24 14:14:40	-21.5	0	-21.5	10.75
874	2021.05.24 14:58:40	2021.05.24 17:00:00	-2	177.5	169.5	17.75
876	2021.05.25 14:11:40	2021.05.25 16:35:20	-27.5	68.5	-27.5	13.75
879	2021.05.26 17:53:20	2021.05.26 23:30:00	-66	32	-10	46.75
