Date	PNL	MAE	MFE
04.11.2021	193.0	-22.5	281.5
05.11.2021	40.0	-7.0	168.5
08.11.2021	15.5	-62.5	130.5
09.11.2021	-129.0	-179.0	112.5
10.11.2021	99.5	-50.0	114.0
11.11.2021	89.5	-27.5	207.5
12.11.2021	120.0	-117.0	133.5
15.11.2021	42.5	-66.5	52.5
16.11.2021	137.5	-55.5	183.5
17.11.2021	171.5	-18.0	185.5
18.11.2021	25.5	-55.0	113.5
19.11.2021	-109.0	-159.0	53.0
22.11.2021	223.0	-10.0	237.5
23.11.2021	-358.0	-427.5	7.5
24.11.2021	-5.5	-216.0	126.0
25.11.2021	2.0	-11.0	96.0
26.11.2021	-376.5	-376.5	27.0
28.11.2021	204.5	-140.5	231.5
29.11.2021	140.0	-57.5	148.5
30.11.2021	-15.5	-209.0	134.0
01.12.2021	-148.0	-148.0	298.5
02.12.2021	402.5	-80.5	532.5
03.12.2021	-341.5	-341.5	33.0
06.12.2021	96.0	-267.5	214.5
07.12.2021	287.5	-8.0	384.5
08.12.2021	8.0	-127.0	146.0
09.12.2021	-44.0	-44.0	76.5
10.12.2021	-127.0	-143.0	96.5
12.12.2021	49.5	0.0	56.5
13.12.2021	50.0	-96.5	71.0
14.12.2021	-74.0	-229.0	52.5
15.12.2021	-68.0	-152.5	86.0
16.12.2021	-178.5	-178.5	148.5
17.12.2021	-381.5	-396.5	44.0
20.12.2021	-241.0	-328.0	24.0
21.12.2021	466.0	0.0	470.0
22.12.2021	276.0	-136.5	280.0
23.12.2021	68.5	-45.5	128.0
27.12.2021	133.5	-104.5	134.5
28.12.2021	38.0	-51.5	64.0
29.12.2021	-26.0	-116.5	21.5
30.12.2021	-173.5	-173.5	56.0
31.12.2021	-103.0	-119.0	61.0
03.01.2022	-1.5	-76.5	171.0
04.01.2022	-45.0	-116.0	122.0
05.01.2022	-137.0	-137.0	113.0
06.01.2022	-343.5	-415.0	150.5
07.01.2022	-19.5	-80.0	148.0
10.01.2022	21.5	-256.0	98.5
11.01.2022	333.5	-163.0	385.0
12.01.2022	-41.0	-75.0	214.5
13.01.2022	103.5	-57.5	129.5
14.01.2022	-355.0	-413.0	72.5
17.01.2022	54.5	-46.5	101.0
18.01.2022	-107.5	-259.0	138.0
19.01.2022	-178.0	-260.5	134.5
20.01.2022	49.5	-49.5	389.5
21.01.2022	-572.0	-572.0	80.5
23.01.2022	161.0	-3.5	210.5
24.01.2022	277.5	-276.0	289.0
25.01.2022	211.5	-602.0	229.0
26.01.2022	-190.0	-190.0	283.5
27.01.2022	206.5	-183.0	419.0
28.01.2022	160.5	-191.5	358.0
31.01.2022	-19.0	-223.5	146.5
01.02.2022	119.0	-72.5	269.5
02.02.2022	296.0	-15.0	363.5
03.02.2022	-88.5	-88.5	184.5
04.02.2022	207.5	-174.0	229.0
07.02.2022	322.5	-89.5	324.0
08.02.2022	12.5	-209.5	44.5
09.02.2022	211.0	-2.0	280.0
10.02.2022	151.5	-69.0	351.0
11.02.2022	-23.0	-164.5	257.0
13.02.2022	-149.5	-149.5	74.5
14.02.2022	-139.5	-177.5	231.5
15.02.2022	149.0	-12.0	397.5
16.02.2022	11.0	-254.0	99.0
17.02.2022	19.0	-22.5	197.0
18.02.2022	113.0	-158.5	235.5
21.02.2022	484.5	-38.5	497.0
22.02.2022	447.0	-77.5	600.0
23.02.2022	-268.5	-268.5	151.0
24.02.2022	339.0	-609.5	398.0
25.02.2022	447.0	-84.0	584.0
28.02.2022	137.0	-14.5	657.0
01.03.2022	-11.0	-120.5	103.5
02.03.2022	543.0	-108.5	573.5
03.03.2022	-314.0	-314.0	62.5
04.03.2022	-153.0	-219.5	106.0
07.03.2022	-52.0	-203.0	294.0
08.03.2022	-276.5	-368.0	371.5
09.03.2022	476.5	-112.0	532.0
10.03.2022	-167.5	-339.5	3.5
11.03.2022	211.0	-104.5	545.5
13.03.2022	65.5	0.0	144.5
14.03.2022	-622.5	-622.5	45.5
15.03.2022	-51.0	-346.0	100.5
16.03.2022	47.5	-377.5	147.5
17.03.2022	347.0	-165.5	350.5
18.03.2022	356.0	-65.5	362.5
21.03.2022	465.0	-124.0	468.5
22.03.2022	220.5	-8.0	350.5
23.03.2022	-434.0	-434.0	2.0
24.03.2022	274.0	-21.0	323.5
25.03.2022	60.5	-117.0	176.5
28.03.2022	562.5	-38.0	616.0
29.03.2022	296.5	-36.5	330.0
30.03.2022	-383.0	-383.0	55.0
31.03.2022	-263.0	-263.0	100.5
01.04.2022	110.0	-63.0	127.0
03.04.2022	-29.0	-29.0	3.5
04.04.2022	543.0	-17.0	579.0
05.04.2022	-332.0	-332.0	27.0
06.04.2022	-561.0	-604.5	142.5
07.04.2022	309.5	-66.0	477.5
08.04.2022	-263.5	-263.5	121.0
10.04.2022	23.5	0.0	86.0
11.04.2022	-167.5	-167.5	17.5
12.04.2022	361.5	-70.0	600.5
13.04.2022	229.5	-3.0	233.0
14.04.2022	-262.0	-336.5	115.5
18.04.2022	374.0	-15.5	459.0
19.04.2022	94.0	-63.5	134.0
20.04.2022	38.5	-127.0	383.5
21.04.2022	243.5	-32.0	400.5
22.04.2022	-230.5	-230.5	89.5
25.04.2022	60.0	-336.5	99.0
26.04.2022	-175.0	-474.5	8.0
27.04.2022	-47.5	-174.5	352.0
28.04.2022	46.0	-450.0	189.0
29.04.2022	-398.5	-398.5	248.5
02.05.2022	-267.0	-715.0	149.0
03.05.2022	-7.0	-229.0	149.0
04.05.2022	597.5	-68.0	609.5
05.05.2022	-82.0	-290.0	26.5
06.05.2022	-128.5	-297.5	169.5
08.05.2022	-121.5	-121.5	31.0
09.05.2022	-375.0	-375.0	158.0
10.05.2022	810.5	-30.0	901.5
11.05.2022	-147.0	-147.0	296.0
12.05.2022	-94.5	-742.0	127.0
13.05.2022	552.0	-42.5	559.5
15.05.2022	-51.5	-51.5	81.5
16.05.2022	-226.0	-415.0	1.5
17.05.2022	431.0	-32.5	504.0
18.05.2022	-404.5	-404.5	16.5
19.05.2022	-153.5	-271.5	268.5
20.05.2022	198.0	-113.5	215.5
23.05.2022	-77.5	-319.5	88.5
24.05.2022	-63.5	-402.0	38.0
25.05.2022	-148.5	-262.5	117.5
26.05.2022	491.0	-32.5	652.5
27.05.2022	614.5	-13.0	616.0
29.05.2022	110.5	-15.0	135.0
30.05.2022	-61.0	-61.0	96.5
31.05.2022	163.5	-91.5	290.5
01.06.2022	-330.5	-341.5	34.0
02.06.2022	400.5	-4.0	434.5
03.06.2022	-249.0	-327.0	9.5
05.06.2022	-63.0	-63.0	58.5
06.06.2022	132.0	-58.5	206.0
07.06.2022	-27.5	-186.0	83.0
08.06.2022	-260.0	-282.0	69.5
09.06.2022	-140.5	-140.5	227.0
10.06.2022	107.5	-96.5	133.0
13.06.2022	-425.5	-425.5	41.0
14.06.2022	-182.0	-247.5	168.0
15.06.2022	-17.5	-212.0	318.5
16.06.2022	-420.0	-420.0	90.0
17.06.2022	587.0	-47.0	804.5
19.06.2022	-55.0	-55.0	36.0
20.06.2022	101.5	-23.0	146.0
21.06.2022	192.0	-36.0	398.5
22.06.2022	0.0	-69.5	260.0
23.06.2022	478.5	0.0	488.5
24.06.2022	386.0	-78.0	392.5
27.06.2022	-246.5	-246.5	197.0
28.06.2022	-70.5	-70.5	217.5
29.06.2022	-422.0	-511.0	55.0
30.06.2022	-194.0	-336.5	4.0
01.07.2022	114.0	-145.0	147.5
04.07.2022	122.5	-103.0	143.5
05.07.2022	146.0	-203.0	158.5
06.07.2022	369.0	-8.0	413.0
07.07.2022	263.0	-91.5	371.0
08.07.2022	59.5	-110.0	64.5
11.07.2022	-356.5	-356.5	8.0
12.07.2022	-3.0	-93.0	224.0
13.07.2022	-105.5	-221.5	63.0
14.07.2022	211.0	-110.5	245.0
15.07.2022	156.5	-77.0	173.0
17.07.2022	-27.5	-27.5	19.5
18.07.2022	-126.5	-126.5	129.0
19.07.2022	124.5	-124.0	158.0
20.07.2022	-256.0	-256.5	101.5
21.07.2022	229.0	-40.5	235.5
22.07.2022	34.5	-69.0	51.0
25.07.2022	-57.0	-176.5	50.5
26.07.2022	104.5	-161.5	134.0
27.07.2022	-114.5	-114.5	80.0
28.07.2022	386.0	-33.0	444.0
29.07.2022	183.0	-53.5	187.0
01.08.2022	-173.0	-231.5	110.5
02.08.2022	274.5	-57.0	433.0
03.08.2022	467.0	-7.0	546.5
04.08.2022	-67.0	-239.5	36.0
05.08.2022	85.0	-78.0	147.0
08.08.2022	282.0	-14.0	284.0
09.08.2022	-16.5	-80.5	60.5
10.08.2022	85.5	-110.5	93.0
11.08.2022	-217.0	-217.0	80.5
12.08.2022	225.0	-74.5	227.0
15.08.2022	176.5	-157.0	211.0
16.08.2022	168.0	-63.5	232.0
17.08.2022	119.0	-124.5	157.0
18.08.2022	92.0	-21.5	135.0
19.08.2022	-179.0	-197.0	57.5
22.08.2022	-129.5	-166.0	70.5
23.08.2022	-63.0	-124.5	115.5
24.08.2022	-89.5	-138.5	79.5
25.08.2022	374.0	0.0	458.0
26.08.2022	-109.0	-109.0	19.5
29.08.2022	70.0	-5.5	352.0
30.08.2022	38.5	-12.5	176.0
31.08.2022	-99.0	-108.5	284.5
01.09.2022	-22.0	-222.0	53.0
02.09.2022	135.5	-6.5	323.5
05.09.2022	-114.0	-282.5	36.5
06.09.2022	-71.5	-189.0	170.5
07.09.2022	344.5	-73.0	397.5
08.09.2022	220.0	-48.5	240.5
09.09.2022	158.5	-8.0	230.0
12.09.2022	249.5	-78.0	254.5
13.09.2022	29.5	-89.0	112.0
14.09.2022	77.5	-47.5	278.0
15.09.2022	-8.0	-231.0	41.0
16.09.2022	29.5	-153.0	70.0
18.09.2022	-94.5	-94.5	44.5
19.09.2022	119.0	-212.5	123.5
20.09.2022	-43.0	-203.5	42.5
21.09.2022	-777.0	-777.0	84.0
22.09.2022	133.0	-76.5	231.0
23.09.2022	-231.0	-457.0	7.0
25.09.2022	-17.0	-17.0	7.0
26.09.2022	567.5	-83.0	619.0
27.09.2022	64.5	-92.5	370.0
28.09.2022	453.0	-141.5	511.0
29.09.2022	-163.0	-336.0	74.5
30.09.2022	-240.0	-240.0	181.5
03.10.2022	262.0	-60.5	268.0
04.10.2022	298.5	-2.0	314.0
05.10.2022	76.5	-380.0	77.5
06.10.2022	-100.5	-182.0	209.5
07.10.2022	-387.0	-387.0	23.5
09.10.2022	-57.5	-57.5	30.5
10.10.2022	92.0	-171.5	278.5
11.10.2022	-109.5	-194.5	29.5
12.10.2022	3.5	-142.5	227.5
13.10.2022	549.5	-113.5	698.0
14.10.2022	266.5	-27.0	529.0
16.10.2022	28.5	0.0	85.5
17.10.2022	191.0	-54.0	222.0
18.10.2022	-30.0	-212.0	120.0
19.10.2022	-113.0	-246.5	78.0
20.10.2022	118.5	-136.0	311.0
21.10.2022	246.5	-40.0	294.0
23.10.2022	-65.5	-65.5	17.0
24.10.2022	-56.0	-329.0	62.0
25.10.2022	319.0	-69.0	375.5
26.10.2022	35.5	-6.0	128.0
27.10.2022	-485.0	-485.0	17.0
28.10.2022	317.0	-90.5	334.5
31.10.2022	-63.5	-141.0	58.5
01.11.2022	-102.5	-102.5	184.5
02.11.2022	-179.0	-245.0	68.5
03.11.2022	-401.0	-401.0	37.0
04.11.2022	253.5	-6.0	271.5
07.11.2022	311.0	0.0	328.0
08.11.2022	219.0	-83.0	303.5
09.11.2022	-435.0	-435.0	93.5
10.11.2022	-112.5	-259.5	41.0
11.11.2022	228.0	-142.0	237.5
14.11.2022	176.0	-130.5	182.0
15.11.2022	80.5	-14.0	269.0
16.11.2022	-132.0	-154.5	133.5
17.11.2022	374.0	-18.0	394.0
18.11.2022	190.0	-84.0	207.0
21.11.2022	-168.5	-229.0	9.0
22.11.2022	200.5	-112.0	245.5
23.11.2022	251.0	-30.5	290.0
24.11.2022	-1.0	-49.0	59.5
25.11.2022	-115.5	-115.5	18.0
28.11.2022	113.5	-7.0	251.5
29.11.2022	-203.0	-244.5	111.0
30.11.2022	322.5	-125.0	350.5
01.12.2022	7.0	-22.0	189.5
02.12.2022	97.5	-85.5	102.0
05.12.2022	-247.0	-247.0	7.5
06.12.2022	-132.0	-132.0	88.5
07.12.2022	-124.0	-158.0	22.0
08.12.2022	195.5	-4.5	367.5
09.12.2022	132.0	-35.5	232.5
11.12.2022	-22.5	-22.5	22.0
12.12.2022	81.0	-82.0	91.5
13.12.2022	-97.0	-163.5	75.5
14.12.2022	-142.0	-154.5	52.5
15.12.2022	21.5	-70.0	45.0
16.12.2022	124.5	-67.0	126.0
19.12.2022	-121.5	-121.5	73.0
20.12.2022	-46.0	-70.0	159.0
21.12.2022	129.5	-48.0	218.5
22.12.2022	29.5	-123.5	55.5
23.12.2022	-27.5	-219.0	127.0
27.12.2022	-43.0	-43.0	52.0
28.12.2022	-102.5	-125.0	165.0
29.12.2022	236.0	-36.5	333.0
30.12.2022	-309.5	-334.5	7.5
03.01.2023	303.5	-7.5	355.5
04.01.2023	62.5	-124.0	210.5
05.01.2023	-36.5	-153.0	79.0
06.01.2023	677.0	-5.5	698.5
09.01.2023	110.0	-77.0	133.0
10.01.2023	-36.5	-186.5	43.5
11.01.2023	71.0	-45.5	113.0
12.01.2023	80.0	-88.5	158.0
13.01.2023	-19.5	-106.0	30.5
16.01.2023	43.5	0.0	140.0
17.01.2023	-42.0	-118.5	5.0
18.01.2023	48.5	-48.0	182.0
19.01.2023	40.0	-30.5	93.5
20.01.2023	336.0	-19.5	345.0
23.01.2023	-78.5	-87.0	72.0
24.01.2023	-31.5	-84.0	11.5
25.01.2023	305.0	-16.5	355.5
26.01.2023	189.0	-13.0	202.0
27.01.2023	174.0	-127.5	189.5
29.01.2023	-18.0	-18.0	53.5
30.01.2023	-221.5	-232.5	16.0
31.01.2023	175.0	-56.5	191.0
01.02.2023	-28.5	-64.5	102.0
02.02.2023	359.5	-1.5	369.0
03.02.2023	369.0	-63.5	433.0
05.02.2023	-74.0	-74.0	34.5
06.02.2023	-271.0	-327.5	15.5
07.02.2023	582.0	-130.0	606.5
08.02.2023	-204.0	-266.0	87.5
09.02.2023	67.5	-38.0	210.5
10.02.2023	257.0	-21.5	295.0
13.02.2023	233.5	-66.5	327.0
14.02.2023	-105.0	-244.5	192.5
15.02.2023	68.5	-120.5	109.5
16.02.2023	-59.0	-112.0	115.5
17.02.2023	-110.5	-338.0	26.5
20.02.2023	27.5	-12.0	40.5
21.02.2023	-285.5	-335.5	23.5
22.02.2023	-163.0	-263.0	29.5
23.02.2023	248.0	-9.5	261.5
24.02.2023	-35.5	-185.5	42.0
26.02.2023	47.5	-25.0	59.5
27.02.2023	19.0	-104.5	152.0
28.02.2023	49.5	-77.5	104.5
01.03.2023	-68.5	-99.0	152.5
02.03.2023	60.0	-83.5	77.5
03.03.2023	236.5	-74.0	240.0
06.03.2023	-63.0	-126.5	144.5
07.03.2023	-41.5	-41.5	82.0
08.03.2023	-24.0	-112.0	124.5
09.03.2023	282.5	-41.5	306.5
10.03.2023	-390.0	-531.5	8.5
13.03.2023	-21.0	-101.0	294.0
14.03.2023	282.0	-25.5	332.0
15.03.2023	115.5	-118.5	190.0
16.03.2023	222.0	-122.5	280.0
17.03.2023	236.5	-40.0	243.0
20.03.2023	-149.0	-351.5	0.0
21.03.2023	265.5	-10.0	307.5
22.03.2023	-52.0	-156.5	282.0
23.03.2023	-120.0	-120.0	261.0
24.03.2023	84.0	-198.5	129.0
26.03.2023	-29.0	-29.0	45.0
27.03.2023	80.5	-3.0	241.0
28.03.2023	38.5	-94.0	90.0
29.03.2023	200.0	-4.5	237.5
30.03.2023	148.5	-21.5	151.5
31.03.2023	128.0	-48.0	134.5
03.04.2023	17.0	-122.5	38.5
04.04.2023	-164.0	-181.0	28.0
05.04.2023	-31.5	-114.5	32.5
06.04.2023	98.0	-104.5	120.5
07.04.2023	-64.0	-64.0	65.0
10.04.2023	134.5	-76.5	158.5
11.04.2023	-114.5	-125.5	38.0
12.04.2023	10.0	-45.0	248.5
13.04.2023	347.0	-6.5	358.0
14.04.2023	121.5	-134.5	141.5
16.04.2023	-35.0	-35.0	4.5
17.04.2023	-33.0	-138.5	17.0
18.04.2023	-179.0	-183.0	74.0
19.04.2023	-137.0	-137.0	15.0
20.04.2023	-42.0	-138.5	20.5
21.04.2023	-82.0	-175.0	44.5
23.04.2023	-24.0	-24.0	4.5
24.04.2023	134.5	-56.5	174.0
25.04.2023	-198.0	-198.0	1.0
26.04.2023	-196.5	-196.5	53.0
27.04.2023	105.0	-9.0	182.5
28.04.2023	-15.5	-139.0	31.5
01.05.2023	-74.0	-112.5	104.5
02.05.2023	-148.5	-202.5	63.5
03.05.2023	188.0	-12.0	242.0
04.05.2023	51.0	-183.0	107.0
05.05.2023	50.5	-1.0	51.0
07.05.2023	-4.0	-4.0	31.5
08.05.2023	-15.0	-70.5	36.0
09.05.2023	-70.5	-135.5	6.0
10.05.2023	26.5	-200.0	40.5
11.05.2023	-209.5	-242.5	2.5
12.05.2023	-119.5	-188.0	68.0
14.05.2023	-17.5	-17.5	12.5
15.05.2023	18.0	-31.0	122.5
16.05.2023	-190.0	-190.0	14.0
17.05.2023	16.0	-44.0	84.0
18.05.2023	199.5	-14.0	219.0
19.05.2023	-131.0	-188.0	2.5
22.05.2023	138.5	-28.0	215.5
23.05.2023	-40.0	-63.5	77.0
24.05.2023	142.0	-182.0	146.0
25.05.2023	76.0	-5.0	181.0
26.05.2023	369.0	-39.5	440.5
28.05.2023	-28.5	-28.5	50.0
29.05.2023	-72.5	-113.5	0.5
30.05.2023	-165.5	-193.0	106.0
31.05.2023	-17.0	-89.5	141.5
01.06.2023	86.5	-139.5	100.0
02.06.2023	-173.0	-202.0	197.5
05.06.2023	17.0	-21.5	98.0
06.06.2023	-225.5	-225.5	69.0
07.06.2023	10.5	-21.0	162.5
08.06.2023	164.5	-63.5	197.0
09.06.2023	86.5	-48.5	199.0
11.06.2023	38.5	-6.0	76.5
12.06.2023	188.0	-36.5	192.5
13.06.2023	-16.5	-184.5	72.0
14.06.2023	122.0	-83.0	145.0
15.06.2023	-21.0	-199.5	31.0
16.06.2023	161.0	-45.5	170.5
19.06.2023	-91.5	-91.5	32.5
20.06.2023	-61.0	-89.5	99.5
21.06.2023	88.0	-155.5	106.0
22.06.2023	-13.5	-276.0	8.0
23.06.2023	-3.5	-143.5	24.5
26.06.2023	85.0	-13.0	278.5
27.06.2023	164.0	-52.0	277.5
28.06.2023	-286.5	-393.0	41.0
29.06.2023	-93.5	-209.0	29.5
30.06.2023	236.5	-5.5	309.5
02.07.2023	-28.5	-28.5	24.0
03.07.2023	111.5	-8.5	177.5
04.07.2023	35.5	-18.5	49.0
05.07.2023	-112.0	-133.0	36.5
06.07.2023	-39.5	-144.5	20.5
07.07.2023	192.0	-23.0	194.5
09.07.2023	-21.5	-21.5	16.0
10.07.2023	94.5	-51.0	125.5
11.07.2023	24.5	-112.0	135.5
12.07.2023	33.0	-71.0	43.0
13.07.2023	121.0	-35.5	172.0
14.07.2023	198.5	-56.5	204.5
17.07.2023	129.5	-2.0	202.0
18.07.2023	320.5	-95.5	331.5
19.07.2023	-59.5	-136.0	80.5
20.07.2023	-256.0	-256.0	23.5
21.07.2023	73.5	-19.5	237.5
24.07.2023	-297.0	-297.0	11.0
25.07.2023	202.5	-27.0	306.5
26.07.2023	-54.5	-134.5	11.5
27.07.2023	14.0	-14.0	224.0
28.07.2023	131.5	-19.5	247.5
30.07.2023	-23.0	-23.0	2.5
31.07.2023	-241.5	-241.5	71.5
01.08.2023	-36.0	-113.5	41.0
02.08.2023	-14.0	-140.0	127.0
03.08.2023	37.0	-63.0	222.0
04.08.2023	-185.5	-185.5	104.5
06.08.2023	82.5	0.0	98.5
07.08.2023	-93.0	-282.0	20.5
08.08.2023	55.0	-143.0	78.0
09.08.2023	54.5	-127.0	56.5
10.08.2023	73.5	-55.0	221.0
11.08.2023	-261.5	-339.0	34.5
13.08.2023	68.0	0.0	72.0
14.08.2023	113.0	-57.5	128.5
15.08.2023	-144.5	-172.0	102.0
16.08.2023	-237.0	-237.0	89.0
17.08.2023	266.0	-29.5	272.0
18.08.2023	-110.5	-312.0	8.5
20.08.2023	34.0	-9.5	35.0
21.08.2023	326.5	-65.0	365.5
22.08.2023	-75.5	-131.5	69.5
23.08.2023	268.0	0.0	360.5
24.08.2023	-357.0	-357.0	69.5
25.08.2023	396.5	-63.0	403.5
27.08.2023	-37.0	-37.0	0.5
28.08.2023	209.5	-124.5	249.5
29.08.2023	19.0	-159.0	67.0
30.08.2023	125.0	-11.0	170.5
31.08.2023	78.5	-59.0	186.5
01.09.2023	81.0	-40.5	114.5
03.09.2023	-4.5	-23.5	13.5
04.09.2023	32.0	-2.5	77.0
05.09.2023	29.5	-82.0	69.0
06.09.2023	-4.0	-97.5	29.0
07.09.2023	-225.0	-281.5	21.5
08.09.2023	-17.5	-87.0	99.5
10.09.2023	-38.0	-38.0	37.0
11.09.2023	219.5	-6.0	282.5
12.09.2023	35.0	-77.0	99.5
13.09.2023	114.5	-26.5	220.0
14.09.2023	-109.0	-155.0	23.5
15.09.2023	-21.0	-23.5	37.5
18.09.2023	-3.0	-89.5	107.5
19.09.2023	59.5	-37.5	179.5
20.09.2023	-408.0	-408.0	18.0
21.09.2023	-111.0	-210.5	7.0
22.09.2023	-44.5	-44.5	179.5
24.09.2023	26.5	-1.0	56.5
25.09.2023	177.0	0.0	212.5
26.09.2023	-219.5	-248.5	78.0
27.09.2023	74.0	-23.5	249.0
28.09.2023	45.0	-121.5	193.5
29.09.2023	56.5	-7.5	236.5
01.10.2023	42.0	-22.5	54.5
02.10.2023	-158.0	-161.5	40.5
03.10.2023	-202.0	-202.0	87.5
04.10.2023	258.0	-176.0	316.0
05.10.2023	-10.5	-266.0	62.0
06.10.2023	143.0	-67.0	146.0
09.10.2023	220.5	-111.0	234.0
10.10.2023	-90.5	-136.0	24.0
11.10.2023	3.5	-121.0	85.0
12.10.2023	-104.5	-156.0	50.0
13.10.2023	-92.0	-92.0	190.0
15.10.2023	37.0	-2.5	64.5
16.10.2023	-232.0	-232.0	19.0
17.10.2023	-128.5	-145.5	24.0
18.10.2023	-492.5	-492.5	47.0
19.10.2023	-115.0	-115.0	247.5
20.10.2023	-248.5	-248.5	26.0
22.10.2023	-24.0	-24.0	17.0
23.10.2023	-193.5	-225.0	78.0
24.10.2023	8.5	-50.5	122.0
25.10.2023	-434.0	-455.0	21.5
26.10.2023	15.5	-146.0	206.5
27.10.2023	-34.0	-38.5	143.0
30.10.2023	-129.0	-271.5	21.0
31.10.2023	119.0	-95.0	147.5
01.11.2023	26.5	-35.5	254.0
02.11.2023	120.5	-28.5	152.0
03.11.2023	166.0	-58.0	274.0
05.11.2023	-9.0	-9.0	29.5
06.11.2023	-74.5	-88.0	127.0
07.11.2023	-4.5	-75.0	47.5
08.11.2023	-76.5	-132.0	11.0
09.11.2023	-80.0	-80.0	121.5
10.11.2023	233.5	-7.0	236.0
13.11.2023	-19.5	-117.5	18.5
14.11.2023	-89.5	-150.0	49.5
15.11.2023	-24.5	-110.5	123.5
16.11.2023	15.0	-81.0	93.0
17.11.2023	85.5	-39.5	132.5
20.11.2023	293.5	-34.5	300.0
21.11.2023	-97.5	-144.0	27.5
22.11.2023	142.0	-6.5	240.5
23.11.2023	-55.5	-55.5	63.0
24.11.2023	-110.0	-110.0	41.0
27.11.2023	2.0	-5.5	203.0
28.11.2023	-82.0	-174.5	31.0
29.11.2023	131.0	-25.5	132.0
30.11.2023	-57.5	-57.5	63.5
01.12.2023	-41.0	-243.0	6.0
04.12.2023	6.0	-128.0	27.5
05.12.2023	114.0	-104.0	118.0
06.12.2023	21.5	-122.0	28.5
07.12.2023	31.0	-154.0	116.0
08.12.2023	195.5	-194.5	206.5
10.12.2023	15.5	0.0	38.0
11.12.2023	236.5	-30.5	266.0
12.12.2023	177.0	-32.0	181.0
13.12.2023	-55.5	-55.5	90.5
14.12.2023	-323.5	-363.5	18.5
15.12.2023	-1.0	-17.0	78.5
18.12.2023	155.0	-39.0	176.5
19.12.2023	139.0	-7.5	158.0
20.12.2023	-53.0	-53.0	36.5
21.12.2023	-113.0	-113.0	263.0
22.12.2023	-1.5	-58.0	77.5
26.12.2023	23.0	-49.5	44.5
27.12.2023	35.5	-52.0	71.0
28.12.2023	-31.5	-65.5	39.5
29.12.2023	117.0	-2.5	125.0
02.01.2024	100.5	-39.5	114.5
03.01.2024	-115.5	-115.5	93.5
04.01.2024	-92.0	-107.0	67.5
05.01.2024	-141.0	-141.0	4.0
08.01.2024	119.0	-155.0	122.5
09.01.2024	-146.5	-182.5	12.0
10.01.2024	49.5	-146.5	75.5
11.01.2024	260.0	-2.5	281.0
12.01.2024	-72.5	-138.5	49.0
15.01.2024	-71.0	-71.0	112.5
16.01.2024	-50.5	-180.5	163.5
17.01.2024	29.0	-148.0	58.5
18.01.2024	303.0	-56.0	309.5
19.01.2024	-6.5	-21.5	149.0
21.01.2024	24.5	0.0	59.0
22.01.2024	-130.0	-187.0	44.0
23.01.2024	-21.5	-91.5	36.0
24.01.2024	255.5	-37.5	274.5
25.01.2024	48.5	-69.5	174.5
26.01.2024	-121.5	-156.0	84.5
29.01.2024	176.0	-21.0	181.0
30.01.2024	-149.0	-149.0	9.0
31.01.2024	60.0	-79.0	270.0
01.02.2024	-11.0	-222.0	74.5
02.02.2024	164.0	-80.5	186.5
04.02.2024	-60.0	-60.0	19.0
05.02.2024	280.5	-32.0	296.0
06.02.2024	-57.0	-65.0	147.5
07.02.2024	249.5	0.0	351.5
08.02.2024	-138.5	-138.5	27.5
09.02.2024	214.0	-7.5	214.5
12.02.2024	-2.0	-84.0	43.0
13.02.2024	-34.0	-180.5	50.0
14.02.2024	14.0	-94.0	74.0
15.02.2024	69.5	-55.0	120.0
16.02.2024	31.5	-43.5	234.0
19.02.2024	-112.5	-112.5	22.5
20.02.2024	-137.5	-328.0	25.5
21.02.2024	-186.5	-186.5	67.5
22.02.2024	351.0	-26.5	354.0
23.02.2024	9.0	-41.0	108.0
25.02.2024	-25.5	-25.5	32.0
26.02.2024	-116.0	-116.0	66.0
27.02.2024	-45.5	-133.5	127.5
28.02.2024	-97.0	-222.5	17.0
29.02.2024	291.0	-16.0	395.0
01.03.2024	40.5	-19.5	143.5
04.03.2024	19.5	-25.5	86.5
05.03.2024	-324.5	-324.5	29.0
06.03.2024	335.5	-55.5	354.5
07.03.2024	-21.5	-116.0	46.0
08.03.2024	30.0	-114.5	149.5
10.03.2024	-104.5	-104.5	57.0
11.03.2024	-447.0	-526.5	96.5
12.03.2024	-160.0	-317.5	72.5
13.03.2024	-32.5	-56.0	47.5
14.03.2024	-29.0	-103.5	158.0
15.03.2024	61.0	-62.5	115.5
18.03.2024	81.5	0.0	314.5
19.03.2024	0.5	-172.5	131.5
20.03.2024	210.5	-27.0	276.0
21.03.2024	-113.0	-113.0	167.0
22.03.2024	125.0	-44.0	194.5
24.03.2024	36.0	-3.0	41.0
25.03.2024	11.0	-113.5	17.0
26.03.2024	-16.5	-50.5	92.0
27.03.2024	216.5	-25.0	218.5
28.03.2024	-137.5	-144.0	47.0
01.04.2024	197.5	-4.5	238.0
02.04.2024	-85.5	-241.5	2.0
03.04.2024	-73.0	-129.0	11.0
04.04.2024	-15.5	-101.0	36.5
05.04.2024	55.5	-89.5	219.0
07.04.2024	-24.5	-24.5	18.0
08.04.2024	75.5	-110.5	150.0
09.04.2024	219.0	-75.5	223.5
10.04.2024	-294.0	-384.0	155.5
11.04.2024	364.5	-54.5	468.0
12.04.2024	-433.0	-433.0	32.5
14.04.2024	60.0	-44.5	101.5
15.04.2024	-166.5	-187.0	108.5
16.04.2024	-261.0	-324.0	76.5
