Ticket	Entry_time	Exit_time	MAE	MFE	PNL
2	2019.05.24 02:47:40	2019.05.24 06:00:00	-1	45.5	32
5	2019.05.24 09:38:40	2019.05.24 11:30:00	-15	33.5	21
11	2019.05.27 02:11:40	2019.05.27 02:43:40	-10	9	-10
14	2019.05.27 03:40:40	2019.05.27 10:30:00	-31.5	57	43.5
21	2019.05.28 03:01:40	2019.05.28 04:00:00	-2	19	16.5
23	2019.05.28 04:46:40	2019.05.28 06:00:00	-4	22	21.5
26	2019.05.28 08:22:40	2019.05.28 09:05:40	-9.5	11.5	-9.5
34	2019.05.28 14:41:20	2019.05.28 15:30:00	-7	43	39
37	2019.05.28 18:01:40	2019.05.28 21:30:20	-34.5	34	-34.5
44	2019.05.29 06:08:40	2019.05.29 08:30:00	-1.5	27.5	25
48	2019.05.29 10:30:40	2019.05.29 12:27:20	-35.5	12	-35.5
52	2019.05.29 17:15:40	2019.05.29 18:23:40	-67	33	-67
54	2019.05.29 20:08:40	2019.05.29 21:41:40	-33.5	53.5	-33.5
57	2019.05.30 03:02:40	2019.05.30 03:47:40	-18	17	-18
59	2019.05.30 06:12:40	2019.05.30 10:00:00	-5	37	30.5
63	2019.05.30 14:47:40	2019.05.30 15:08:40	-15.5	9	-15.5
65	2019.05.30 16:30:40	2019.05.30 17:00:00	-3.5	42.5	29
67	2019.05.30 17:36:20	2019.05.30 17:51:40	-35.5	6.5	-35.5
70	2019.05.31 02:08:40	2019.05.31 02:31:40	-10	3.5	-10
73	2019.05.31 05:52:40	2019.05.31 08:55:40	-27.5	21.5	-27.5
79	2019.05.31 15:32:40	2019.05.31 16:35:20	-26	21	-26
81	2019.05.31 17:49:40	2019.05.31 22:38:40	-75.5	36.5	-75.5
84	2019.06.03 03:34:40	2019.06.03 06:19:40	-22.5	15	-22.5
88	2019.06.03 08:14:20	2019.06.03 10:00:00	-4	39	27.5
91	2019.06.03 11:04:40	2019.06.03 12:30:00	-13.5	41.5	32.5
94	2019.06.03 15:41:40	2019.06.03 16:30:00	1.5	26.5	22.5
97	2019.06.03 22:55:40	2019.06.03 23:30:00	-17.5	28	25.5
101	2019.06.04 06:19:40	2019.06.04 09:37:40	-27.5	10.5	-27.5
103	2019.06.04 11:36:40	2019.06.04 15:30:00	-16.5	47.5	41
105	2019.06.04 17:22:40	2019.06.04 18:30:00	-0.5	135	127.5
108	2019.06.05 03:47:40	2019.06.05 05:00:00	-2.5	30.5	26.5
113	2019.06.05 08:05:40	2019.06.05 08:25:40	-11.5	1.5	-11.5
116	2019.06.05 10:30:40	2019.06.05 11:00:00	0	44	39
118	2019.06.05 11:34:40	2019.06.05 12:02:40	-24.5	1.5	-24.5
124	2019.06.05 18:05:40	2019.06.05 23:00:00	-24.5	94	86.5
126	2019.06.06 05:06:40	2019.06.06 08:44:40	-17	18	-17
130	2019.06.06 17:39:40	2019.06.06 18:30:00	-10	45.5	43.5
132	2019.06.07 02:08:40	2019.06.07 02:30:00	-0.5	22	14.5
134	2019.06.07 05:01:40	2019.06.07 11:00:00	-5.5	40	28
145	2019.06.10 10:23:40	2019.06.10 10:42:20	-13	4	-13
148	2019.06.10 15:50:40	2019.06.10 15:57:40	-26	4	-26
153	2019.06.11 03:12:40	2019.06.11 04:00:00	-6.5	30.5	25.5
156	2019.06.11 08:51:40	2019.06.11 09:50:40	-10.5	8.5	-10.5
158	2019.06.11 10:10:40	2019.06.11 12:00:00	-9.5	33	26
161	2019.06.11 14:35:40	2019.06.11 15:30:00	-4.5	24	22
166	2019.06.12 02:11:40	2019.06.12 02:52:00	-13.5	7.5	-13.5
168	2019.06.12 03:27:00	2019.06.12 04:30:40	-21.5	18.5	-21.5
172	2019.06.12 06:21:40	2019.06.12 08:18:40	-15.5	5.5	-15.5
176	2019.06.12 10:13:20	2019.06.12 12:43:40	-21.5	23	-21.5
183	2019.06.13 06:25:40	2019.06.13 14:00:00	-42.5	114	114
186	2019.06.13 15:54:00	2019.06.13 17:00:00	-25	52.5	43
