Ticket	Entry_time	Exit_time	MAE	MFE	PNL
3	2010.06.10 03:03:40	2010.06.10 03:17:40	-45	20	-45
5	2010.06.10 04:38:01	2010.06.10 07:30:00	-40	195	175
7	2010.06.10 09:01:20	2010.06.10 12:00:00	-75	195	125
10	2010.06.10 14:10:00	2010.06.10 14:25:40	-75	20	-75
13	2010.06.10 15:32:40	2010.06.10 15:39:20	-85	25	-85
15	2010.06.10 16:12:40	2010.06.10 17:00:00	-35	360	330
19	2010.06.10 19:32:40	2010.06.10 19:44:40	-150	5	-150
21	2010.06.10 20:33:40	2010.06.10 22:30:00	-95	370	280
24	2010.06.11 02:26:40	2010.06.11 03:10:00	-40	0	-40
30	2010.06.11 06:38:30	2010.06.11 07:30:01	-10	35	35
33	2010.06.11 09:00:40	2010.06.11 12:30:00	-65	110	80
35	2010.06.11 13:31:40	2010.06.11 13:36:40	-55	15	-55
38	2010.06.11 15:19:40	2010.06.11 15:30:40	-70	0	-70
40	2010.06.11 16:55:40	2010.06.11 23:00:00	-85	490	440
43	2010.06.14 04:44:01	2010.06.14 04:56:01	-40	5	-40
47	2010.06.14 08:04:01	2010.06.14 09:00:00	5	75	50
49	2010.06.14 11:19:20	2010.06.14 12:30:00	-25	110	80
54	2010.06.14 14:47:00	2010.06.14 15:30:00	0	120	75
56	2010.06.14 18:06:20	2010.06.14 19:40:40	-105	85	-105
59	2010.06.14 20:37:40	2010.06.14 20:57:40	-130	20	-130
64	2010.06.15 01:31:01	2010.06.15 01:46:30	-25	25	-25
67	2010.06.15 05:28:00	2010.06.15 09:14:20	-75	55	-75
70	2010.06.15 10:02:40	2010.06.15 11:30:00	-25	120	75
72	2010.06.15 12:34:40	2010.06.15 17:00:00	-145	340	260
74	2010.06.15 17:37:40	2010.06.15 20:00:00	-70	185	170
76	2010.06.15 22:17:40	2010.06.15 23:00:00	0	140	80
80	2010.06.16 02:40:01	2010.06.16 03:19:40	-35	0	-35
82	2010.06.16 03:33:40	2010.06.16 05:12:00	-20	25	-20
84	2010.06.16 06:44:00	2010.06.16 07:05:40	-25	15	-25
87	2010.06.16 08:36:00	2010.06.16 08:59:40	-25	10	-25
91	2010.06.16 11:58:40	2010.06.16 12:16:40	-75	0	-75
93	2010.06.16 12:46:00	2010.06.16 15:05:40	-80	70	-80
95	2010.06.16 16:04:40	2010.06.16 17:00:00	-30	250	235
97	2010.06.16 18:07:40	2010.06.16 21:00:00	5	225	225
102	2010.06.17 02:45:01	2010.06.17 02:51:40	-35	0	-35
104	2010.06.17 04:06:01	2010.06.17 04:21:40	-25	0	-25
111	2010.06.17 08:30:40	2010.06.17 08:32:30	-15	0	-15
114	2010.06.17 10:32:40	2010.06.17 11:30:00	-55	75	75
116	2010.06.17 14:00:40	2010.06.17 15:30:40	-55	105	-55
120	2010.06.17 20:55:40	2010.06.17 21:42:40	-115	95	-115
123	2010.06.17 22:33:40	2010.06.17 23:30:00	-45	135	120
126	2010.06.18 02:35:40	2010.06.18 02:43:40	-15	10	-15
128	2010.06.18 03:46:40	2010.06.18 05:30:30	-25	40	35
133	2010.06.18 10:27:40	2010.06.18 13:37:40	-75	95	-75
135	2010.06.18 14:00:40	2010.06.18 15:29:40	-65	70	-65
137	2010.06.18 16:23:40	2010.06.18 18:00:00	-115	245	220
140	2010.06.18 19:02:40	2010.06.18 19:20:40	-115	0	-115
143	2010.06.18 21:13:40	2010.06.18 22:10:20	-120	25	-120
145	2010.06.18 22:56:20	2010.06.21 01:30:00	-85	400	325
148	2010.06.21 05:47:40	2010.06.21 06:30:01	-5	110	110
151	2010.06.21 08:18:40	2010.06.21 10:00:00	-25	115	105
153	2010.06.21 10:36:40	2010.06.21 10:48:40	-45	5	-45
158	2010.06.21 13:06:00	2010.06.21 14:29:40	-55	30	-55
162	2010.06.21 16:11:00	2010.06.21 16:43:20	-110	50	-110
168	2010.06.21 21:15:40	2010.06.21 21:49:40	-200	5	-200
172	2010.06.22 02:05:30	2010.06.22 03:04:40	-30	0	-30
174	2010.06.22 03:38:40	2010.06.22 04:30:00	-15	145	110
181	2010.06.22 09:32:40	2010.06.22 12:14:40	-85	75	-85
184	2010.06.22 13:20:40	2010.06.22 16:00:00	-30	150	140
186	2010.06.22 17:53:40	2010.06.22 21:10:20	-240	145	-240
193	2010.06.23 01:39:00	2010.06.23 03:40:40	-35	35	-35
195	2010.06.23 04:54:40	2010.06.23 11:00:00	-40	85	60
198	2010.06.23 13:00:00	2010.06.23 14:46:40	-40	50	-40
200	2010.06.23 15:09:40	2010.06.23 15:36:40	-45	55	-45
206	2010.06.23 19:37:40	2010.06.23 21:00:00	-30	155	140
212	2010.06.24 02:11:20	2010.06.24 02:42:40	-35	20	-35
214	2010.06.24 03:32:40	2010.06.24 06:30:01	-25	70	55
216	2010.06.24 08:19:40	2010.06.24 08:36:40	-35	0	-35
218	2010.06.24 09:28:20	2010.06.24 10:05:40	-70	15	-70
223	2010.06.24 12:07:20	2010.06.24 13:30:01	-25	90	75
225	2010.06.24 14:07:40	2010.06.24 14:22:40	-35	10	-35
