Ticket	Entry_time	Exit_time	MAE	MFE	PNL	Unnamed: 6
1648	2021-04-15 21:10:40	2021.04.15 22:46:40	-36.0	53.0	-36.0	18.0
2039	2021-04-16 02:15:40	2021.04.16 03:10:20	-14.5	16.0	-14.5	7.25
1650	2021-04-16 05:07:40	2021.04.16 07:30:40	-28.0	27.5	-28.0	14.0
2045	2021-04-16 07:08:20	2021.04.16 08:00:00	-10.5	19.0	18.0	8.0
2047	2021-04-16 08:40:40	2021.04.16 09:10:40	-23.5	2.5	-23.5	11.75
1652	2021-04-16 10:43:40	2021.04.16 12:41:40	-51.0	3.5	-51.0	25.5
2049	2021-04-19 02:04:40	2021.04.19 02:53:40	-11.5	16.0	-11.5	5.75
2051	2021-04-19 03:54:40	2021.04.19 05:30:00	-32.5	58.5	52.0	16.5
1659	2021-04-19 21:08:40	2021.04.19 22:59:40	-72.0	25.5	-72.0	36.0
2056	2021-04-20 04:17:40	2021.04.20 09:44:40	-45.5	9.5	-45.5	22.75
1662	2021-04-20 11:56:40	2021.04.20 13:00:00	-22.0	153.0	123.5	29.5
2059	2021-04-21 03:00:20	2021.04.21 03:07:40	-27.0	0.5	-27.0	13.5
2064	2021-04-21 08:00:20	2021.04.21 08:05:40	-21.5	2.5	-21.5	10.75
1667	2021-04-21 21:25:20	2021.04.21 21:32:40	-37.0	2.5	-37.0	18.5
2067	2021-04-22 02:11:40	2021.04.22 02:40:40	-19.5	6.0	-19.5	9.75
2069	2021-04-22 03:21:40	2021.04.22 04:30:00	-8.5	42.5	21.5	9.0
2071	2021-04-22 05:29:40	2021.04.22 09:30:00	-24.5	66.5	40.5	17.25
1671	2021-04-23 01:27:40	2021.04.23 01:36:40	-27.0	3.5	-27.0	13.5
2073	2021-04-23 03:16:40	2021.04.23 04:31:40	-33.0	21.0	-33.0	16.5
1674	2021-04-23 21:16:40	2021.04.23 21:55:40	-31.0	18.5	-31.0	15.5
2081	2021-04-26 03:22:40	2021.04.26 05:00:00	-8.5	41.5	33.5	14.5
2083	2021-04-26 07:00:40	2021.04.26 07:45:40	-7.5	2.0	-7.5	3.75
2085	2021-04-26 08:33:40	2021.04.26 08:44:40	-19.0	0.0	-19.0	9.5
1677	2021-04-26 10:31:40	2021.04.26 16:30:40	-49.0	93.5	-49.0	24.5
2087	2021-04-27 02:35:40	2021.04.27 09:00:00	-18.0	53.0	37.5	9.75
2091	2021-04-28 04:08:40	2021.04.28 05:00:00	-3.5	32.0	28.5	6.0
2093	2021-04-28 07:21:20	2021.04.28 07:59:40	-7.0	4.0	-7.0	3.5
1685	2021-04-28 20:36:40	2021.04.28 21:02:40	-29.0	58.0	-29.0	14.5
2097	2021-04-29 02:43:40	2021.04.29 03:30:00	-1.0	48.5	34.0	7.5
1692	2021-04-30 01:05:40	2021.04.30 03:30:00	-4.5	92.0	47.5	15.75
2102	2021-04-30 02:28:40	2021.04.30 02:35:40	-15.5	6.5	-15.5	7.75
2109	2021-04-30 08:04:20	2021.04.30 08:14:40	-22.0	1.5	-22.0	11.0
1695	2021-04-30 15:15:20	2021.04.30 16:31:40	-41.5	59.5	-41.5	20.75
1697	2021-04-30 20:44:40	2021.04.30 21:00:00	2.0	100.5	73.0	24.25
2112	2021-05-03 03:03:40	2021.05.03 03:30:00	-1.5	21.5	15.0	7.25
1702	2021-05-04 01:08:40	2021.05.04 01:18:40	-12.0	4.5	-12.0	6.0
2123	2021-05-04 07:31:40	2021.05.04 09:00:00	-9.0	44.0	34.5	5.75
1705	2021-05-04 11:37:40	2021.05.04 15:00:00	-51.0	174.5	98.5	28.75
2125	2021-05-05 03:01:40	2021.05.05 03:30:00	-0.5	42.5	36.0	16.0
2127	2021-05-05 04:45:40	2021.05.05 06:00:00	0.5	44.5	38.5	10.0
2130	2021-05-05 07:32:40	2021.05.05 08:05:40	-15.0	5.0	-15.0	7.5
1712	2021-05-05 21:08:40	2021.05.05 22:30:00	-47.0	172.5	141.0	33.5
2133	2021-05-06 02:08:40	2021.05.06 03:00:00	-14.5	34.5	30.5	13.25
2137	2021-05-06 08:02:40	2021.05.06 09:00:00	-8.5	57.5	51.5	10.5
1715	2021-05-06 11:42:40	2021.05.06 15:30:00	-33.5	114.5	92.5	26.0
2139	2021-05-07 02:03:40	2021.05.07 02:33:40	-13.5	10.0	-13.5	6.75
1718	2021-05-07 05:15:40	2021.05.07 09:30:00	-17.0	66.0	62.0	13.75
2142	2021-05-07 07:32:40	2021.05.07 08:50:40	-22.5	16.0	-22.5	11.25
1722	2021-05-07 15:00:40	2021.05.07 15:25:20	-26.0	19.0	-26.0	13.0
2145	2021-05-10 04:42:40	2021.05.10 06:17:40	-26.5	14.5	-26.5	13.25
2147	2021-05-10 07:38:40	2021.05.10 07:52:40	-20.5	3.5	-20.5	10.25
1725	2021-05-10 11:47:40	2021.05.10 17:00:00	-39.5	303.5	257.0	24.5
2151	2021-05-11 03:00:40	2021.05.11 03:18:40	-32.0	12.5	-32.0	16.0
2157	2021-05-11 05:30:40	2021.05.11 08:30:00	-15.5	79.0	70.5	28.5
2160	2021-05-12 02:37:40	2021.05.12 03:39:40	-47.0	45.5	-47.0	23.5
2163	2021-05-12 05:27:20	2021.05.12 06:02:40	-71.0	5.5	-71.0	35.5
2166	2021-05-12 07:51:40	2021.05.12 10:30:00	-21.0	146.5	135.5	54.75
2168	2021-05-13 05:30:40	2021.05.13 08:18:40	-32.5	25.0	-32.5	16.25
2173	2021-05-14 07:12:40	2021.05.14 07:38:40	-28.0	5.0	-28.0	14.0
2175	2021-05-14 08:14:40	2021.05.14 09:03:20	-37.5	25.0	-37.5	18.75
1734	2021-05-14 20:33:40	2021.05.14 20:55:40	-28.5	14.5	-28.5	14.25
2180	2021-05-17 04:39:40	2021.05.17 05:30:40	-96.0	5.5	-96.0	48.0
2182	2021-05-17 07:16:40	2021.05.17 08:30:00	-13.5	83.0	52.5	15.75
2184	2021-05-18 02:27:40	2021.05.18 03:30:00	-9.5	63.0	62.5	21.75
2186	2021-05-18 04:00:40	2021.05.18 04:30:00	-12.0	30.0	26.5	11.75
2190	2021-05-18 08:18:40	2021.05.18 08:30:00	3.0	51.5	44.0	19.75
1740	2021-05-18 20:49:40	2021.05.18 21:30:00	5.5	81.0	72.5	25.0
2198	2021-05-19 08:39:40	2021.05.19 09:35:40	-33.5	14.5	-33.5	16.75
1742	2021-05-19 20:36:40	2021.05.19 21:22:40	-97.0	92.5	-97.0	48.5
1744	2021-05-20 01:26:40	2021.05.20 03:29:40	-30.5	54.0	-30.5	15.25
2200	2021-05-20 03:15:40	2021.05.20 11:00:00	-46.5	101.0	64.0	28.5
1750	2021-05-20 20:54:20	2021.05.20 21:30:40	-68.0	7.0	-68.0	34.0
2205	2021-05-21 07:23:40	2021.05.21 08:30:00	1.5	52.5	34.5	12.25
1753	2021-05-21 15:09:40	2021.05.21 16:25:40	-31.5	36.0	-31.5	15.75
1756	2021-05-21 21:28:40	2021.05.21 22:16:20	-44.5	36.0	-44.5	22.25
2207	2021-05-24 02:00:40	2021.05.24 03:30:00	-36.5	66.0	48.5	18.75
1758	2021-05-24 05:07:40	2021.05.24 10:05:40	-33.5	79.0	-33.5	16.75
2212	2021-05-24 08:03:40	2021.05.24 10:30:00	-8.0	106.5	98.0	19.25
1765	2021-05-25 01:00:40	2021.05.25 01:24:40	-17.5	22.5	-17.5	8.75
2216	2021-05-25 03:41:40	2021.05.25 09:00:00	-26.0	83.0	72.0	23.5
1768	2021-05-25 13:13:40	2021.05.25 16:32:40	-28.0	60.0	-28.0	14.0
2218	2021-05-26 03:02:40	2021.05.26 03:30:00	3.5	36.5	31.0	9.0
2221	2021-05-26 04:45:20	2021.05.26 09:04:40	-38.0	6.5	-38.0	19.0
2224	2021-05-27 02:53:40	2021.05.27 03:42:40	-22.5	18.0	-22.5	11.25
2229	2021-05-27 05:52:40	2021.05.27 06:07:40	-16.5	6.5	-16.5	8.25
2232	2021-05-27 08:45:40	2021.05.27 09:48:40	-32.5	20.5	-32.5	16.25
1773	2021-05-27 11:47:00	2021.05.27 13:48:40	-40.0	26.5	-40.0	20.0
1775	2021-05-27 15:23:40	2021.05.27 16:00:40	-70.0	24.5	-70.0	35.0
2234	2021-05-28 02:30:40	2021.05.28 03:30:00	2.0	46.5	38.5	10.0
2240	2021-05-28 08:10:20	2021.05.28 08:18:20	-23.0	0.5	-23.0	11.5
1781	2021-05-28 15:07:40	2021.05.28 15:30:00	0.5	38.0	24.5	7.75
2243	2021-05-31 02:04:40	2021.05.31 02:43:40	-16.0	6.5	-16.0	8.0
2250	2021-05-31 08:03:40	2021.05.31 09:42:20	-10.5	9.5	-10.5	5.25
1784	2021-05-31 10:46:40	2021.05.31 13:00:00	-5.0	71.5	53.0	16.0
2253	2021-06-01 05:04:40	2021.06.01 11:00:00	-30.0	57.0	55.5	17.25
2255	2021-06-02 03:03:40	2021.06.02 10:30:40	-31.5	44.5	-31.5	15.75
2258	2021-06-03 02:47:40	2021.06.03 03:30:00	0.0	42.0	37.0	9.5
2263	2021-06-03 08:04:20	2021.06.03 09:12:40	-9.5	14.5	-9.5	4.75
1792	2021-06-03 13:05:40	2021.06.03 14:00:00	-1.0	128.0	107.5	13.25
1794	2021-06-03 21:29:40	2021.06.03 23:30:00	-22.5	56.0	51.0	46.75
2265	2021-06-04 02:00:40	2021.06.04 02:13:40	-22.0	2.5	-22.0	11.0
2269	2021-06-04 04:43:40	2021.06.04 13:00:00	-23.0	85.0	66.0	27.0
1799	2021-06-04 11:40:40	2021.06.04 14:01:40	-48.5	44.5	-48.5	24.25
2271	2021-06-07 02:11:40	2021.06.07 02:49:00	-16.5	3.0	-16.5	8.25
2277	2021-06-07 07:22:40	2021.06.07 07:27:20	-8.5	3.5	-8.5	4.25
2282	2021-06-08 02:03:40	2021.06.08 02:30:00	-5.5	32.0	23.5	6.5
2284	2021-06-08 03:06:20	2021.06.08 04:30:00	-11.5	67.0	46.0	14.0
2289	2021-06-08 07:50:40	2021.06.08 08:22:40	-11.0	9.5	-11.0	5.5
1808	2021-06-08 13:09:40	2021.06.08 13:30:00	-10.5	94.5	75.0	15.0
1812	2021-06-09 01:04:40	2021.06.09 01:21:20	-17.0	5.5	-17.0	8.5
2292	2021-06-09 03:23:40	2021.06.09 04:30:40	-22.5	19.5	-22.5	11.25
2294	2021-06-09 05:54:40	2021.06.09 08:03:20	-20.5	18.0	-20.5	10.25
2296	2021-06-10 02:26:20	2021.06.10 02:45:40	-14.0	6.0	-14.0	7.0
2298	2021-06-10 03:22:40	2021.06.10 09:35:40	-27.5	28.0	-27.5	13.75
2301	2021-06-11 02:32:40	2021.06.11 04:30:00	-13.0	36.5	20.5	7.75
1822	2021-06-11 05:08:40	2021.06.11 11:00:00	-14.0	42.0	39.5	11.25
2305	2021-06-11 08:38:40	2021.06.11 09:03:40	-15.0	1.0	-15.0	7.5
2307	2021-06-14 02:39:40	2021.06.14 03:16:20	-18.5	16.5	-18.5	9.25
2310	2021-06-14 05:21:40	2021.06.14 09:03:40	-23.5	2.5	-23.5	11.75
1827	2021-06-14 10:33:40	2021.06.14 13:38:40	-38.0	12.5	-38.0	19.0
1829	2021-06-14 15:14:40	2021.06.14 16:50:20	-23.0	131.0	-23.0	11.5
2312	2021-06-15 03:05:20	2021.06.15 03:30:00	-9.0	49.5	42.0	9.0
2317	2021-06-15 08:53:00	2021.06.15 09:30:00	-13.0	25.5	21.5	9.0
1834	2021-06-15 15:01:20	2021.06.15 16:30:00	-25.5	70.5	44.5	13.0
1836	2021-06-15 21:12:40	2021.06.15 22:49:40	-30.0	54.0	-30.0	15.0
2320	2021-06-16 02:50:40	2021.06.16 04:00:40	-18.5	9.0	-18.5	9.25
2324	2021-06-16 08:00:40	2021.06.16 08:32:40	-15.0	5.5	-15.0	7.5
2329	2021-06-17 04:32:40	2021.06.17 17:00:00	-44.0	288.0	271.0	47.75
1841	2021-06-17 10:50:40	2021.06.17 13:10:40	-38.0	52.0	-38.0	19.0
1844	2021-06-17 21:02:40	2021.06.17 22:13:40	-60.0	13.0	-60.0	30.0
2333	2021-06-18 04:34:40	2021.06.18 09:00:00	-2.0	40.0	31.0	11.5
1849	2021-06-18 13:04:40	2021.06.18 14:30:00	-10.0	84.0	43.0	9.75
2336	2021-06-21 03:02:40	2021.06.21 03:29:40	-28.0	9.5	-28.0	14.0
2341	2021-06-21 07:07:40	2021.06.21 09:30:00	-28.0	99.0	96.0	15.5
1854	2021-06-22 01:15:40	2021.06.22 02:16:40	-16.5	8.5	-16.5	8.25
2343	2021-06-22 02:00:40	2021.06.22 02:30:00	-12.5	21.0	20.5	7.5
2345	2021-06-22 03:30:40	2021.06.22 08:57:40	-35.0	10.5	-35.0	17.5
1857	2021-06-22 15:17:40	2021.06.22 16:00:00	-9.0	92.0	69.5	16.0
1859	2021-06-22 21:01:40	2021.06.22 21:40:40	-28.5	6.0	-28.5	14.25
1861	2021-06-23 01:02:20	2021.06.23 02:36:40	-23.0	5.5	-23.0	11.5
2347	2021-06-23 03:10:40	2021.06.23 05:30:00	-10.5	23.0	19.5	6.5
2350	2021-06-23 07:31:40	2021.06.23 08:00:20	-14.0	1.5	-14.0	7.0
2352	2021-06-24 04:03:40	2021.06.24 04:12:20	-12.0	4.0	-12.0	6.0
1866	2021-06-24 05:04:20	2021.06.24 06:54:40	-15.0	6.0	-15.0	7.5
2359	2021-06-25 04:00:40	2021.06.25 04:23:40	-17.5	7.5	-17.5	8.75
2361	2021-06-25 05:23:40	2021.06.25 07:00:00	-2.0	42.0	40.5	18.25
2364	2021-06-25 08:00:40	2021.06.25 08:16:40	-13.5	7.5	-13.5	6.75
2370	2021-06-28 05:34:40	2021.06.28 06:30:00	-1.5	24.5	14.0	6.0
1878	2021-06-28 15:04:40	2021.06.28 15:29:40	-18.5	0.0	-18.5	9.25
2372	2021-06-29 02:13:40	2021.06.29 02:29:40	-5.5	5.0	-5.5	2.75
2377	2021-06-29 05:42:20	2021.06.29 11:04:40	-28.0	31.0	-28.0	14.0
2379	2021-06-30 02:05:40	2021.06.30 03:00:00	-1.0	17.5	12.5	5.5
2384	2021-06-30 07:43:40	2021.06.30 08:25:40	-8.0	6.5	-8.0	4.0
1886	2021-06-30 21:07:40	2021.06.30 22:16:40	-32.5	21.5	-32.5	16.25
2387	2021-07-01 02:58:40	2021.07.01 03:01:20	-9.0	1.5	-9.0	4.5
2390	2021-07-01 05:36:40	2021.07.01 05:53:40	-9.5	0.0	-9.5	4.75
2394	2021-07-01 08:52:20	2021.07.01 11:00:00	-31.0	93.5	61.5	16.0
1892	2021-07-02 01:02:40	2021.07.02 03:17:20	-23.0	7.0	-23.0	11.5
2396	2021-07-02 03:07:40	2021.07.02 04:30:40	-14.5	15.5	-14.5	7.25
2399	2021-07-02 07:00:40	2021.07.02 08:18:00	-10.0	8.0	-10.0	5.0
2402	2021-07-05 02:32:40	2021.07.05 02:56:40	-15.5	3.0	-15.5	7.75
2407	2021-07-05 04:47:00	2021.07.05 05:01:40	-15.5	0.5	-15.5	7.75
2414	2021-07-06 07:05:40	2021.07.06 08:44:40	-11.0	13.5	-11.0	5.5
2417	2021-07-07 03:04:40	2021.07.07 03:15:40	-15.5	0.5	-15.5	7.75
2419	2021-07-07 03:48:40	2021.07.07 06:00:00	-11.0	39.5	35.5	14.75
1906	2021-07-07 11:36:40	2021.07.07 14:09:40	-51.5	21.0	-51.5	25.75
2423	2021-07-08 03:01:40	2021.07.08 03:52:40	-16.5	15.5	-16.5	8.25
2428	2021-07-08 08:26:40	2021.07.08 09:12:40	-25.5	11.5	-25.5	12.75
1910	2021-07-08 21:23:40	2021.07.08 23:30:00	-54.0	79.5	-27.5	42.75
2431	2021-07-09 03:06:40	2021.07.09 03:24:20	-40.5	16.0	-40.5	20.25
2435	2021-07-09 05:31:40	2021.07.09 06:30:00	-0.5	70.5	48.5	18.0
2438	2021-07-09 07:53:40	2021.07.09 10:30:00	-9.0	123.0	73.5	19.0
1915	2021-07-09 21:22:40	2021.07.09 21:34:40	-35.0	2.0	-35.0	17.5
2440	2021-07-12 02:30:40	2021.07.12 03:07:40	-20.0	6.0	-20.0	10.0
1919	2021-07-12 13:09:40	2021.07.12 13:41:40	-22.0	40.5	-22.0	11.0
2446	2021-07-13 02:36:20	2021.07.13 09:05:40	-15.5	18.5	-15.5	7.75
2449	2021-07-14 04:13:40	2021.07.14 09:10:40	-54.0	36.5	-54.0	27.0
1926	2021-07-14 05:04:40	2021.07.14 09:00:00	-9.5	45.5	45.0	12.0
2451	2021-07-15 02:02:40	2021.07.15 02:37:40	-12.5	4.5	-12.5	6.25
2454	2021-07-15 05:28:40	2021.07.15 07:30:00	0.0	55.5	49.5	21.75
2456	2021-07-15 08:02:40	2021.07.15 08:40:40	-15.0	7.5	-15.0	7.5
1934	2021-07-15 13:00:40	2021.07.15 13:30:00	-5.5	77.0	60.0	11.5
1937	2021-07-16 01:26:40	2021.07.16 01:53:40	-16.5	4.0	-16.5	8.25
2462	2021-07-16 05:31:20	2021.07.16 06:30:00	-4.0	35.0	32.0	11.5
2464	2021-07-16 07:47:20	2021.07.16 09:03:40	-24.0	27.0	-24.0	12.0
1940	2021-07-16 13:11:40	2021.07.16 13:45:40	-25.5	12.0	-25.5	12.75
1943	2021-07-16 20:30:40	2021.07.16 22:00:00	-11.0	105.5	96.5	28.0
1945	2021-07-19 01:17:40	2021.07.19 01:35:40	-26.5	4.5	-26.5	13.25
2470	2021-07-19 08:06:40	2021.07.19 11:39:40	-41.5	39.5	-41.5	20.75
1947	2021-07-19 11:33:20	2021.07.19 12:00:00	-12.5	83.0	67.0	21.5
2472	2021-07-20 03:01:40	2021.07.20 05:00:00	-23.5	94.0	89.0	17.0
2475	2021-07-20 08:02:40	2021.07.20 12:53:20	-44.0	68.5	-44.0	22.0
2477	2021-07-21 02:07:40	2021.07.21 03:03:40	-15.0	23.0	-15.0	7.5
2479	2021-07-21 03:46:40	2021.07.21 04:33:40	-43.0	0.0	-43.0	21.5
2483	2021-07-21 07:04:40	2021.07.21 07:55:40	-19.5	3.5	-19.5	9.75
2485	2021-07-21 08:29:40	2021.07.21 10:00:00	-6.0	58.0	52.5	17.0
1960	2021-07-22 01:16:40	2021.07.22 02:38:40	-25.5	0.0	-25.5	12.75
2487	2021-07-22 04:15:20	2021.07.22 05:00:00	-9.0	30.5	18.5	7.25
2489	2021-07-22 05:31:40	2021.07.22 05:50:20	-15.0	5.5	-15.0	7.5
2491	2021-07-22 07:13:40	2021.07.22 07:27:40	-9.0	1.5	-9.0	4.5
2494	2021-07-22 08:32:40	2021.07.22 10:00:00	-13.5	46.5	45.5	9.0
2497	2021-07-23 03:25:40	2021.07.23 04:00:00	-4.0	45.5	34.0	5.0
2502	2021-07-23 07:31:40	2021.07.23 09:30:00	-14.0	25.5	19.0	8.0
1967	2021-07-23 13:09:40	2021.07.23 14:30:00	-9.0	43.0	38.0	12.5
1972	2021-07-26 15:00:40	2021.07.26 16:56:40	-36.0	76.5	-36.0	18.0
1974	2021-07-26 21:15:40	2021.07.26 21:58:40	-50.5	6.5	-50.5	25.25
1976	2021-07-27 01:26:40	2021.07.27 05:00:00	-15.5	39.0	25.0	9.25
2511	2021-07-27 03:13:40	2021.07.27 03:24:40	-14.5	0.0	-14.5	7.25
2516	2021-07-27 07:32:40	2021.07.27 08:04:40	-9.5	8.0	-9.5	4.75
2519	2021-07-28 03:05:40	2021.07.28 04:00:00	-3.5	41.0	34.5	12.0
2522	2021-07-28 05:39:40	2021.07.28 07:57:40	-62.0	29.5	-62.0	31.0
2524	2021-07-28 08:42:40	2021.07.28 09:00:00	-6.0	41.5	39.5	18.25
1980	2021-07-28 10:39:20	2021.07.28 11:04:40	-35.5	3.5	-35.5	17.75
1983	2021-07-28 21:00:40	2021.07.28 21:02:40	-67.0	54.0	-67.0	33.5
2526	2021-07-29 02:46:40	2021.07.29 03:09:40	-25.5	8.0	-25.5	12.75
2528	2021-07-29 04:00:20	2021.07.29 04:15:40	-37.0	0.5	-37.0	18.5
1986	2021-07-29 10:40:40	2021.07.29 16:34:40	-47.5	80.5	-47.5	23.75
1989	2021-07-29 21:16:40	2021.07.29 22:30:00	-12.5	48.0	45.5	15.5
2536	2021-07-30 05:14:40	2021.07.30 08:00:40	-34.0	42.0	-34.0	17.0
1993	2021-07-30 21:01:40	2021.07.30 23:30:00	-33.5	59.5	-26.5	23.0
2540	2021-08-02 03:16:40	2021.08.02 04:00:00	-12.5	27.0	24.0	9.75
2542	2021-08-02 05:40:40	2021.08.02 10:30:00	-1.5	64.5	38.0	15.25
1995	2021-08-02 10:57:40	2021.08.02 17:00:00	-22.0	197.5	116.5	21.75
1997	2021-08-02 20:44:40	2021.08.02 23:30:00	-22.5	112.5	57.0	25.75
2545	2021-08-03 03:01:40	2021.08.03 04:41:40	-32.0	40.0	-32.0	16.0
2549	2021-08-03 07:33:40	2021.08.03 08:30:00	-9.0	30.5	24.5	8.25
1999	2021-08-03 13:00:40	2021.08.03 13:05:40	-11.5	0.0	-11.5	5.75
2001	2021-08-03 15:20:20	2021.08.03 15:53:40	-28.0	7.5	-28.0	14.0
2003	2021-08-03 21:01:40	2021.08.03 21:10:40	-35.0	36.0	-35.0	17.5
2552	2021-08-04 04:16:40	2021.08.04 04:41:40	-20.5	3.5	-20.5	10.25
2554	2021-08-04 07:31:40	2021.08.04 09:00:00	-9.0	44.0	33.5	5.25
2006	2021-08-04 10:48:40	2021.08.04 15:00:00	-10.5	49.0	40.5	11.5
2556	2021-08-05 03:02:40	2021.08.05 03:30:00	-1.5	27.0	23.5	9.0
2559	2021-08-05 05:04:40	2021.08.05 05:49:40	-23.0	1.5	-23.0	11.5
2562	2021-08-05 08:05:20	2021.08.05 08:27:40	-11.5	2.5	-11.5	5.75
2013	2021-08-05 15:07:20	2021.08.05 16:47:40	-27.0	60.5	-27.0	13.5
2564	2021-08-06 02:07:40	2021.08.06 02:27:40	-9.0	3.5	-9.0	4.5
2567	2021-08-06 03:06:40	2021.08.06 04:00:40	-9.0	10.5	-9.0	4.5
2570	2021-08-06 08:17:40	2021.08.06 08:24:40	-7.0	0.0	-7.0	3.5
2018	2021-08-06 10:33:40	2021.08.06 11:40:40	-19.0	6.5	-19.0	9.5
2020	2021-08-06 13:07:40	2021.08.06 16:00:00	-11.0	134.0	81.0	8.5
2022	2021-08-06 21:18:20	2021.08.06 23:30:00	-22.0	33.5	0.0	11.25
2024	2021-08-09 01:03:20	2021.08.09 01:30:00	-6.0	28.0	26.0	8.5
2575	2021-08-09 04:31:40	2021.08.09 10:30:00	-16.5	110.5	105.0	29.0
2031	2021-08-10 01:28:40	2021.08.10 05:00:00	-15.0	48.0	43.5	9.5
2579	2021-08-10 03:00:40	2021.08.10 04:36:40	-14.5	11.5	-14.5	7.25
2582	2021-08-10 07:18:40	2021.08.10 09:00:00	-9.5	28.5	14.5	5.5
2034	2021-08-10 13:03:40	2021.08.10 14:02:40	-15.5	10.0	-15.5	7.75
2037	2021-08-10 21:04:40	2021.08.10 23:30:00	-41.5	31.5	-13.5	21.75
2039	2021-08-11 01:00:40	2021.08.11 04:00:00	-7.0	31.0	27.5	5.5
2585	2021-08-11 03:01:40	2021.08.11 03:49:40	-12.5	13.5	-12.5	6.25
2587	2021-08-11 04:35:40	2021.08.11 10:20:40	-22.5	27.0	-22.5	11.25
2044	2021-08-11 20:38:40	2021.08.11 23:30:00	-59.0	18.5	-20.0	32.75
2589	2021-08-12 02:05:40	2021.08.12 02:31:40	-11.0	1.0	-11.0	5.5
2591	2021-08-12 03:09:40	2021.08.12 06:30:00	-1.5	22.5	17.0	7.75
2049	2021-08-12 15:05:40	2021.08.12 16:00:00	-14.5	70.5	65.0	9.5
2053	2021-08-13 01:01:40	2021.08.13 09:40:20	-12.5	23.5	-12.5	6.25
2596	2021-08-13 03:30:40	2021.08.13 04:14:40	-15.5	5.0	-15.5	7.75
2598	2021-08-13 04:31:20	2021.08.13 08:47:40	-13.5	15.0	-13.5	6.75
2605	2021-08-16 08:02:40	2021.08.16 08:47:40	-8.0	13.0	-8.0	4.0
2059	2021-08-16 11:43:20	2021.08.16 13:30:00	-13.5	87.5	62.0	10.75
2607	2021-08-17 02:12:40	2021.08.17 03:15:20	-12.5	9.5	-12.5	6.25
2610	2021-08-17 04:44:40	2021.08.17 06:15:40	-15.0	8.0	-15.0	7.5
2065	2021-08-17 11:35:40	2021.08.17 12:08:40	-24.5	1.0	-24.5	12.25
2067	2021-08-17 15:14:20	2021.08.17 16:00:00	-6.0	78.0	47.0	12.5
2615	2021-08-18 03:15:40	2021.08.18 04:30:00	-16.0	53.0	39.0	12.75
2617	2021-08-18 05:16:40	2021.08.18 06:30:00	-4.5	49.0	49.0	13.25
2619	2021-08-18 07:24:40	2021.08.18 08:31:40	-14.0	6.0	-14.0	7.0
2070	2021-08-18 21:12:40	2021.08.18 21:26:40	-34.5	85.5	-34.5	17.25
2621	2021-08-19 03:07:40	2021.08.19 05:17:40	-27.5	35.5	-27.5	13.75
2623	2021-08-19 05:48:40	2021.08.19 08:00:40	-47.5	5.5	-47.5	23.75
2075	2021-08-20 01:16:40	2021.08.20 03:00:00	-12.0	48.5	33.5	12.0
2627	2021-08-20 03:04:40	2021.08.20 04:44:40	-43.5	50.5	-43.5	21.75
2630	2021-08-20 07:16:40	2021.08.20 07:45:40	-23.5	4.5	-23.5	11.75
2635	2021-08-23 04:06:40	2021.08.23 05:00:00	1.0	47.0	44.0	10.5
2637	2021-08-23 07:18:40	2021.08.23 08:19:40	-11.5	9.5	-11.5	5.75
2081	2021-08-24 01:06:40	2021.08.24 01:14:20	-13.5	0.0	-13.5	6.75
2640	2021-08-24 03:07:40	2021.08.24 03:30:40	-14.0	2.5	-14.0	7.0
2646	2021-08-25 02:59:40	2021.08.25 05:24:40	-13.0	20.5	-13.0	6.5
2087	2021-08-25 05:23:40	2021.08.25 08:43:40	-17.5	17.5	-17.5	8.75
2650	2021-08-25 08:01:40	2021.08.25 08:30:00	0.5	14.0	13.0	3.75
2089	2021-08-25 10:31:20	2021.08.25 10:48:40	-23.0	0.5	-23.0	11.5
2093	2021-08-25 21:21:20	2021.08.25 21:30:40	-20.0	1.5	-20.0	10.0
2095	2021-08-26 01:03:40	2021.08.26 03:30:00	-8.5	45.0	32.0	4.75
2655	2021-08-26 04:52:20	2021.08.26 05:04:40	-23.0	1.0	-23.0	11.5
2658	2021-08-26 07:33:40	2021.08.26 08:30:00	-9.0	15.0	13.0	5.75
2099	2021-08-26 21:06:40	2021.08.26 22:30:00	-15.5	98.5	54.5	16.75
2663	2021-08-27 03:59:20	2021.08.27 05:30:00	-6.5	87.5	85.0	15.0
2665	2021-08-27 07:19:40	2021.08.27 08:09:40	-12.0	15.5	-12.0	6.0
2105	2021-08-27 21:01:40	2021.08.27 22:08:40	-17.5	20.5	-17.5	8.75
2668	2021-08-30 02:34:40	2021.08.30 03:00:00	-2.0	29.5	23.5	5.0
2672	2021-08-30 05:20:00	2021.08.30 13:30:00	-11.0	38.0	36.0	15.75
2109	2021-08-30 15:20:40	2021.08.30 15:46:40	-11.0	5.0	-11.0	5.5
2678	2021-08-31 04:04:40	2021.08.31 05:16:20	-12.0	4.5	-12.0	6.0
2113	2021-08-31 11:32:20	2021.08.31 13:00:00	-16.0	51.5	39.0	13.0
2681	2021-09-01 02:45:40	2021.09.01 03:20:40	-14.0	13.0	-14.0	7.0
2684	2021-09-01 04:17:40	2021.09.01 04:34:40	-20.0	4.0	-20.0	10.0
2686	2021-09-01 08:01:40	2021.09.01 10:00:00	-8.0	52.5	48.0	9.0
2119	2021-09-01 21:19:40	2021.09.01 22:00:00	0.0	87.5	58.0	12.75
