Ticket	Entry_time	Exit_time	MAE	MFE	PNL
3	2010.06.10 03:03:40	2010.06.10 03:17:40	-4.5	2	-4.5
5	2010.06.10 04:38:01	2010.06.10 11:30:00	-4	28.5	23.5
8	2010.06.10 14:10:00	2010.06.10 14:25:40	-7.5	2	-7.5
11	2010.06.10 15:32:40	2010.06.10 15:39:20	-8.5	2.5	-8.5
13	2010.06.10 16:12:40	2010.06.10 22:00:00	-3.5	59	51.5
16	2010.06.11 02:26:40	2010.06.11 03:10:00	-4	0	-4
22	2010.06.11 06:38:30	2010.06.11 08:22:40	-2	6	-2
24	2010.06.11 09:00:40	2010.06.11 15:30:40	-7.5	11.5	-7.5
26	2010.06.11 16:55:40	2010.06.14 12:00:00	-8.5	70.5	68.5
31	2010.06.14 14:47:00	2010.06.14 16:00:00	0	12	10
33	2010.06.14 18:06:20	2010.06.14 19:40:40	-10.5	8.5	-10.5
36	2010.06.14 20:37:40	2010.06.14 20:57:40	-13	2	-13
41	2010.06.15 01:31:01	2010.06.15 01:46:30	-2.5	2.5	-2.5
44	2010.06.15 05:28:00	2010.06.15 09:14:20	-7.5	5.5	-7.5
47	2010.06.15 10:02:40	2010.06.15 12:00:00	-2.5	18.5	18
49	2010.06.15 12:34:40	2010.06.15 18:00:00	-14.5	34	30
51	2010.06.15 18:52:20	2010.06.15 20:30:00	-2	22.5	17.5
53	2010.06.15 22:17:40	2010.06.15 23:30:00	0	14	4.5
57	2010.06.16 02:40:01	2010.06.16 03:19:40	-3.5	0	-3.5
59	2010.06.16 03:33:40	2010.06.16 05:12:00	-2	2.5	-2
61	2010.06.16 06:44:00	2010.06.16 07:05:40	-2.5	1.5	-2.5
64	2010.06.16 08:36:00	2010.06.16 08:59:40	-2.5	1	-2.5
68	2010.06.16 11:58:40	2010.06.16 12:16:40	-7.5	0	-7.5
70	2010.06.16 12:46:00	2010.06.16 15:05:40	-8	7	-8
72	2010.06.16 16:04:40	2010.06.16 17:00:00	-3	25	23.5
74	2010.06.16 18:07:40	2010.06.16 23:30:00	-1.5	30	15.5
78	2010.06.17 02:45:01	2010.06.17 02:51:40	-3.5	0	-3.5
80	2010.06.17 04:06:01	2010.06.17 04:21:40	-2.5	0	-2.5
87	2010.06.17 08:30:40	2010.06.17 08:32:30	-1.5	0	-1.5
90	2010.06.17 10:32:40	2010.06.17 12:30:00	-5.5	24.5	21
92	2010.06.17 14:00:40	2010.06.17 15:30:40	-5.5	10.5	-5.5
96	2010.06.17 20:55:40	2010.06.17 21:42:40	-11.5	9.5	-11.5
99	2010.06.17 22:33:40	2010.06.17 23:30:00	-4.5	13.5	12
102	2010.06.18 02:35:40	2010.06.18 02:43:40	-1.5	1	-1.5
104	2010.06.18 03:46:40	2010.06.18 08:44:40	-3.5	6.5	-3.5
106	2010.06.18 10:27:40	2010.06.18 13:37:40	-7.5	9.5	-7.5
108	2010.06.18 14:00:40	2010.06.18 15:29:40	-6.5	7	-6.5
110	2010.06.18 16:23:40	2010.06.18 19:41:40	-13.5	24.5	-13.5
112	2010.06.18 21:13:40	2010.06.18 22:10:20	-12	2.5	-12
114	2010.06.18 22:56:20	2010.06.21 01:30:00	-8.5	40	32.5
117	2010.06.21 05:47:40	2010.06.21 10:00:00	-0.5	22.5	21.5
119	2010.06.21 10:36:40	2010.06.21 10:48:40	-4.5	0.5	-4.5
124	2010.06.21 13:06:00	2010.06.21 14:29:40	-5.5	3	-5.5
128	2010.06.21 16:11:00	2010.06.21 16:43:20	-11	5	-11
134	2010.06.21 21:15:40	2010.06.21 21:49:40	-20	0.5	-20
138	2010.06.22 02:05:30	2010.06.22 03:04:40	-3	0	-3
140	2010.06.22 03:38:40	2010.06.22 04:30:00	-1.5	14.5	11
147	2010.06.22 09:32:40	2010.06.22 12:14:40	-8.5	7.5	-8.5
150	2010.06.22 13:20:40	2010.06.22 16:00:00	-3	15	14
152	2010.06.22 17:53:40	2010.06.22 21:10:20	-24	14.5	-24
159	2010.06.23 01:39:00	2010.06.23 03:40:40	-3.5	3.5	-3.5
161	2010.06.23 04:54:40	2010.06.23 16:33:40	-6.5	15	-6.5
166	2010.06.23 19:37:40	2010.06.23 23:30:00	-11	38.5	-0.5
170	2010.06.24 02:11:20	2010.06.24 02:42:40	-3.5	2	-3.5
172	2010.06.24 03:32:40	2010.06.24 07:30:30	-2.5	10	9
174	2010.06.24 08:19:40	2010.06.24 08:36:40	-3.5	0	-3.5
