Ticket	Entry_time	Exit_time	MAE	MFE	PNL	
2	2020.01.02 14:11:40	2020.01.02 14:30:00	-11	7	4	5.25
5	2020.01.03 14:11:40	2020.01.03 14:30:00	9	83	39	16
7	2020.01.07 14:09:40	2020.01.07 14:30:00	-18	16	9	9
9	2020.01.07 17:58:40	2020.01.07 23:30:00	-122	40	-102	43.5
12	2020.01.08 14:41:20	2020.01.08 15:30:00	-22	53	21	11.75
18	2020.01.10 17:40:20	2020.01.10 17:50:40	-63	13	-63	15.75
21	2020.01.13 17:54:40	2020.01.13 18:30:00	-20	66	26	14
24	2020.01.15 14:51:40	2020.01.15 15:00:00	-1	31	13	10.25
26	2020.01.15 17:37:40	2020.01.15 18:00:00	-26	19	13	19
35	2020.01.23 17:07:40	2020.01.23 21:00:00	-101	56	45	49.25
40	2020.01.27 14:10:40	2020.01.27 16:15:40	-100	45	-100	25
42	2020.01.28 17:24:40	2020.01.28 17:30:00	27	71	43	38.75
46	2020.01.29 17:40:40	2020.01.29 18:00:00	-3	40	35	33.25
52	2020.02.03 14:48:40	2020.02.03 15:30:00	-38	90	77	17.75
58	2020.02.06 17:40:20	2020.02.06 18:30:00	-47	109	86	28
60	2020.02.07 17:30:40	2020.02.07 18:30:00	-21	116	108	39
64	2020.02.11 14:06:40	2020.02.11 14:30:00	-4	45	37	9
66	2020.02.11 17:08:40	2020.02.11 17:30:00	-20	64	60	42.75
74	2020.02.18 14:25:40	2020.02.18 14:30:00	5	33	18	13.5
88	2020.02.28 17:53:40	2020.03.02 01:30:00	-138	509	431	122
90	2020.03.02 14:58:40	2020.03.02 16:00:00	-218	235	206	95
93	2020.03.02 17:44:40	2020.03.02 18:00:00	20	254	90	91
95	2020.03.03 14:02:40	2020.03.03 14:30:00	-57	126	106	27.75
97	2020.03.03 17:00:40	2020.03.03 18:00:00	-348	394	103	159.25
99	2020.03.04 17:22:40	2020.03.04 20:00:00	-332	142	139	117.25
102	2020.03.09 17:17:40	2020.03.09 18:00:00	-145	346	233	89.25
108	2020.03.11 14:20:40	2020.03.11 14:32:40	-213	20	-213	53.25
120	2020.03.19 14:42:20	2020.03.19 15:00:00	-64	205	174	76
122	2020.03.19 17:23:40	2020.03.19 17:30:00	-107	223	193	186.5
126	2020.03.23 14:00:40	2020.03.23 14:30:00	83	2010	1442	48.75
131	2020.03.24 14:48:40	2020.03.24 15:00:00	-49	227	169	66
133	2020.03.24 17:36:20	2020.03.24 18:00:00	-99	136	88	74
135	2020.03.25 14:06:40	2020.03.25 15:00:00	-210	115	61	89.25
139	2020.03.26 14:30:40	2020.03.26 15:00:00	-28	450	395	52.25
141	2020.03.27 14:30:20	2020.03.27 15:09:40	-215	64	-215	53.75
145	2020.03.31 17:06:40	2020.03.31 17:30:00	1	396	331	77.75
149	2020.04.02 14:34:40	2020.04.02 15:00:00	-32	120	93	25.75
161	2020.04.14 14:38:40	2020.04.14 15:00:00	-14	108	73	22
163	2020.04.15 17:49:40	2020.04.15 21:30:00	-196	245	210	80.5
167	2020.04.16 17:49:40	2020.04.16 18:30:00	-77	278	227	58.5
176	2020.04.22 14:57:20	2020.04.22 15:07:40	-76	7	-76	19
178	2020.04.22 17:32:20	2020.04.22 20:00:00	-122	123	66	47.25
180	2020.04.23 14:06:40	2020.04.23 15:00:00	-23	48	28	23.5
183	2020.04.24 17:38:40	2020.04.24 20:00:00	-229	105	65	84
185	2020.04.27 14:45:40	2020.04.27 16:22:40	-84	39	-84	21
193	2020.04.30 14:40:40	2020.04.30 14:59:20	-74	51	-74	18.5
197	2020.05.01 14:46:40	2020.05.01 15:00:00	-15	41	24	28
200	2020.05.04 14:31:40	2020.05.04 15:00:00	3	118	56	16.25
205	2020.05.06 17:45:40	2020.05.06 21:00:00	-152	110	50	60
208	2020.05.07 14:38:40	2020.05.07 15:00:00	-10	82	57	17.25
212	2020.05.08 17:16:40	2020.05.08 17:30:00	-9	77	59	51.75
214	2020.05.12 14:07:40	2020.05.12 14:30:00	3	79	72	13.5
218	2020.05.13 14:30:40	2020.05.13 15:00:00	-31	76	45	16
220	2020.05.13 17:02:40	2020.05.13 17:30:00	-10	168	150	98.75
225	2020.05.14 17:49:40	2020.05.14 19:30:00	-118	217	45	69.5
229	2020.05.18 14:30:40	2020.05.18 15:00:00	-55	187	176	16.25
231	2020.05.18 17:25:40	2020.05.18 18:00:00	-35	141	134	60.5
235	2020.05.21 14:00:40	2020.05.21 14:30:00	-7	102	92	10
240	2020.05.25 14:49:20	2020.05.25 15:12:40	-46	3	-46	11.5
242	2020.05.25 17:36:40	2020.05.25 18:00:00	-14	25	9	8.5
254	2020.06.02 17:20:40	2020.06.02 17:46:40	-189	24	-189	47.25
256	2020.06.03 14:55:40	2020.06.03 15:39:40	-78	10	-78	19.5
259	2020.06.04 14:45:40	2020.06.04 15:30:00	-24	45	14	13.75
262	2020.06.08 17:40:40	2020.06.08 18:00:00	12	91	53	41
264	2020.06.09 14:47:40	2020.06.09 15:30:00	-14	48	17	24
269	2020.06.11 17:33:40	2020.06.11 17:55:40	-234	39	-234	58.5
271	2020.06.12 14:01:40	2020.06.12 15:01:40	-130	34	-130	32.5
274	2020.06.15 14:26:40	2020.06.15 17:00:00	-152	315	299	44.25
278	2020.06.16 14:48:20	2020.06.16 15:00:00	-17	42	29	26.25
280	2020.06.16 17:18:20	2020.06.16 17:41:40	-225	20	-225	56.25
284	2020.06.17 17:52:40	2020.06.17 19:00:00	-84	58	43	58.25
288	2020.06.18 17:58:40	2020.06.18 22:00:40	-190	66	-190	47.5
290	2020.06.19 14:35:40	2020.06.19 15:00:00	-12	40	37	11.5
294	2020.06.22 14:44:00	2020.06.22 15:00:00	-11	54	52	19.25
296	2020.06.23 14:24:40	2020.06.23 15:06:20	-46	22	-46	11.5
304	2020.06.29 14:52:40	2020.06.29 15:00:00	43	137	96	20.25
306	2020.06.29 17:26:40	2020.06.29 18:30:00	-82	177	159	121.25
308	2020.06.30 14:30:40	2020.06.30 15:06:20	-71	46	-71	17.75
318	2020.07.09 14:28:40	2020.07.09 15:30:00	-31	50	41	23.75
323	2020.07.14 14:03:40	2020.07.14 14:10:40	-77	19	-77	19.25
326	2020.07.14 17:30:40	2020.07.14 18:30:00	-87	343	212	126.25
330	2020.07.16 17:41:40	2020.07.16 17:58:40	-230	23	-230	57.5
343	2020.07.24 14:02:40	2020.07.24 14:36:20	-153	65	-153	38.25
345	2020.07.24 17:09:40	2020.07.24 18:00:00	-178	286	277	131.25
348	2020.07.27 14:43:40	2020.07.27 15:00:00	-13	29	25	20.25
354	2020.07.30 14:44:40	2020.07.30 18:00:00	-236	189	72	71.25
356	2020.07.31 14:06:40	2020.07.31 14:30:00	-6	75	29	17.5
363	2020.08.05 14:33:40	2020.08.05 15:11:40	-62	29	-62	15.5
366	2020.08.07 17:51:40	2020.08.07 18:00:00	8	72	40	43.5
368	2020.08.10 14:54:40	2020.08.10 15:00:00	-8	20	18	14
375	2020.08.11 17:38:40	2020.08.11 18:30:00	-101	236	201	72
378	2020.08.12 14:33:40	2020.08.12 14:57:40	-81	13	-81	20.25
380	2020.08.13 14:01:40	2020.08.13 14:30:00	7	62	31	9
390	2020.08.20 17:50:40	2020.08.20 18:00:00	14	71	48	32.25
397	2020.08.25 17:46:20	2020.08.25 18:30:00	-124	185	77	57.75
399	2020.08.27 14:10:40	2020.08.27 14:47:40	-41	20	-41	10.25
405	2020.09.01 17:00:40	2020.09.01 17:30:00	-57	225	223	89.25
419	2020.09.09 17:25:40	2020.09.09 17:30:00	59	213	165	117.25
421	2020.09.10 14:04:40	2020.09.10 15:00:00	-149	176	124	57.5
423	2020.09.10 17:03:40	2020.09.10 17:46:40	-359	82	-359	89.75
426	2020.09.11 14:47:40	2020.09.11 15:26:40	-171	40	-171	42.75
436	2020.09.17 17:45:40	2020.09.17 18:56:40	-415	158	-415	103.75
438	2020.09.18 14:13:40	2020.09.18 14:30:00	-41	51	49	29.75
442	2020.09.21 14:49:40	2020.09.21 16:40:40	-300	82	-300	75
451	2020.09.25 14:18:40	2020.09.25 15:00:00	-102	200	147	38
454	2020.09.28 14:58:40	2020.09.28 15:00:00	-12	41	31	32
457	2020.09.29 14:01:40	2020.09.29 14:33:40	-118	19	-118	29.5
459	2020.10.01 14:16:40	2020.10.01 15:00:00	-66	48	18	21.75
462	2020.10.01 17:38:20	2020.10.01 18:10:40	-222	12	-222	55.5
466	2020.10.06 14:04:40	2020.10.06 14:30:00	-41	63	51	21.75
468	2020.10.07 17:57:20	2020.10.07 18:30:00	-30	73	45	48
473	2020.10.09 14:12:40	2020.10.09 14:30:00	-9	30	15	22.5
475	2020.10.09 17:35:40	2020.10.09 18:00:00	-18	55	32	33.25
477	2020.10.12 17:53:40	2020.10.12 18:00:00	21	101	81	79
481	2020.10.14 14:06:40	2020.10.14 14:30:00	-14	112	101	35.75
485	2020.10.16 14:32:40	2020.10.16 15:30:00	-15	80	61	52
500	2020.10.23 17:31:20	2020.10.23 18:39:40	-224	59	-224	56
509	2020.10.28 17:58:20	2020.10.28 18:49:40	-227	21	-227	56.75
511	2020.10.29 14:36:40	2020.10.29 16:00:00	-192	214	171	73.5
513	2020.10.29 17:14:40	2020.10.29 17:30:00	-25	113	64	47.25
515	2020.10.30 14:44:40	2020.10.30 15:00:00	16	100	34	52.75
