Date	PNL	MAE	MFE
06.08.2021	7355.5	7351.0	7373.5
09.08.2021	7401.0	7349.0	7409.0
10.08.2021	7370.5	7370.5	7405.5
11.08.2021	7383.5	7351.5	7388.0
12.08.2021	7355.0	7355.0	7389.0
13.08.2021	7337.0	7324.0	7360.0
16.08.2021	7278.5	7278.5	7341.5
17.08.2021	7233.5	7233.5	7287.0
18.08.2021	7286.5	7195.0	7307.0
19.08.2021	7212.5	7212.5	7322.5
20.08.2021	7090.5	7090.5	7262.5
23.08.2021	7107.0	7090.5	7144.0
24.08.2021	7187.0	7075.5	7188.0
25.08.2021	7155.5	7155.5	7208.0
26.08.2021	7150.0	7117.0	7156.5
27.08.2021	7191.0	7143.0	7243.5
30.08.2021	7250.5	7188.0	7252.0
31.08.2021	7259.0	7235.0	7265.0
01.09.2021	7273.5	7216.5	7277.5
02.09.2021	7288.0	7250.0	7307.5
03.09.2021	7268.5	7268.5	7425.5
06.09.2021	7274.5	7239.5	7283.0
07.09.2021	7244.5	7244.5	7292.0
08.09.2021	7250.0	7244.5	7280.5
09.09.2021	7208.0	7208.0	7267.0
10.09.2021	7247.5	7172.5	7252.5
13.09.2021	7346.5	7234.5	7352.5
14.09.2021	7319.0	7319.0	7378.0
15.09.2021	7375.5	7297.0	7378.5
16.09.2021	7310.5	7310.5	7414.5
17.09.2021	7267.5	7267.5	7320.0
20.09.2021	7258.0	7243.5	7358.5
21.09.2021	7495.5	7220.5	7497.5
22.09.2021	7744.0	7495.5	7800.0
23.09.2021	7885.0	7733.0	7891.0
24.09.2021	7816.5	7816.5	7901.0
27.09.2021	7947.5	7813.5	7947.5
28.09.2021	7991.0	7893.0	7993.0
29.09.2021	8159.5	7959.5	8173.5
30.09.2021	8234.0	8143.5	8324.5
01.10.2021	8071.0	8071.0	8272.5
04.10.2021	8117.0	8071.0	8137.0
05.10.2021	8165.0	8109.0	8212.0
06.10.2021	7964.0	7964.0	8195.0
07.10.2021	8105.5	7936.5	8108.0
08.10.2021	8051.0	8051.0	8177.0
11.10.2021	7955.5	7955.5	8147.5
12.10.2021	7817.0	7817.0	7957.5
13.10.2021	7863.0	7811.0	7909.5
14.10.2021	7957.5	7858.0	7963.0
15.10.2021	8065.0	7957.5	8076.5
18.10.2021	8008.5	8008.5	8104.0
19.10.2021	8113.5	8001.0	8125.0
20.10.2021	8123.5	8049.5	8133.0
21.10.2021	8093.0	8090.0	8151.0
22.10.2021	8176.0	8066.0	8189.0
25.10.2021	8206.5	8134.0	8215.0
26.10.2021	8284.5	8195.0	8290.5
27.10.2021	8227.5	8227.5	8375.5
28.10.2021	8195.5	8193.5	8237.5
29.10.2021	8201.5	8156.0	8205.0
01.11.2021	8143.0	8143.0	8235.5
02.11.2021	8112.0	8083.5	8151.0
03.11.2021	8122.5	8101.0	8133.0
04.11.2021	8196.0	8100.0	8220.0
05.11.2021	8208.5	8189.0	8231.0
08.11.2021	8210.0	8150.5	8221.0
09.11.2021	8203.5	8170.5	8216.5
10.11.2021	8256.5	8183.0	8258.0
11.11.2021	8382.5	8229.0	8388.5
12.11.2021	8329.0	8329.0	8391.0
15.11.2021	8312.5	8286.0	8336.0
16.11.2021	8320.5	8294.0	8348.5
17.11.2021	8363.5	8286.5	8373.5
