Date	Daily_PNL	Daily_MAE	Daily_MFE	Equity_Close	Equity_Peak	Equity_Trough	Trailing_DD	Worst_DD_So_Far
24.10.2019	39	-11.5	56	3250.5	3358	3200	-158	-515
25.10.2019	48.5	-20	80	3299	3358	3230.5	-127.5	-515
27.10.2019	-12.5	-12.5	10	3286.5	3358	3286.5	-71.5	-515
28.10.2019	73.5	-15.5	85.5	3360	3372	3271	-101	-515
29.10.2019	-130.5	-130.5	2	3229.5	3372	3229.5	-142.5	-515
30.10.2019	47.5	-52	80.5	3277	3372	3177.5	-194.5	-515
31.10.2019	-60.5	-74	29.5	3216.5	3372	3203	-169	-515
01.11.2019	79	-38.5	79	3295.5	3372	3178	-194	-515
04.11.2019	113.5	-2.5	127	3409	3422.5	3293	-129.5	-515
05.11.2019	-33	-40.5	24.5	3376	3433.5	3368.5	-65	-515
06.11.2019	-20.5	-20.5	35.5	3355.5	3433.5	3355.5	-78	-515
07.11.2019	-56	-56	20	3299.5	3433.5	3299.5	-134	-515
08.11.2019	-2.5	-35	49	3297	3433.5	3264.5	-169	-515
11.11.2019	23.5	-33.5	25.5	3320.5	3433.5	3263.5	-170	-515
12.11.2019	-34.5	-34.5	10	3286	3433.5	3286	-147.5	-515
13.11.2019	-21.5	-35.5	39.5	3264.5	3433.5	3250.5	-183	-515
14.11.2019	24	-91.5	38	3288.5	3433.5	3173	-260.5	-515
15.11.2019	-27.5	-38	21	3261	3433.5	3250.5	-183	-515
18.11.2019	123.5	-10.5	129	3384.5	3433.5	3250.5	-183	-515
19.11.2019	49	-1.5	77.5	3433.5	3462	3383	-79	-515
20.11.2019	-27.5	-35	13.5	3406	3462	3398.5	-63.5	-515
21.11.2019	42	-7	74	3448	3480	3399	-81	-515
22.11.2019	38.5	-0.5	51	3486.5	3499	3447.5	-51.5	-515
25.11.2019	28	-42	34.5	3514.5	3521	3444.5	-76.5	-515
26.11.2019	-13	-36	82	3501.5	3596.5	3478.5	-118	-515
27.11.2019	-1.5	-11.5	33.5	3500	3596.5	3490	-106.5	-515
28.11.2019	19	-13	34.5	3519	3596.5	3487	-109.5	-515
29.11.2019	5	-16.5	27.5	3524	3596.5	3502.5	-94	-515
01.12.2019	37	-12.5	43	3561	3596.5	3511.5	-85	-515
02.12.2019	15	-72.5	25.5	3576	3596.5	3488.5	-108	-515
03.12.2019	-25.5	-55.5	42	3550.5	3618	3520.5	-97.5	-515
04.12.2019	87.5	-11.5	160	3638	3710.5	3539	-171.5	-515
05.12.2019	2.5	-30.5	36	3640.5	3710.5	3607.5	-103	-515
06.12.2019	80	-7	91.5	3720.5	3732	3633.5	-98.5	-515
09.12.2019	27	-5.5	83.5	3747.5	3804	3715	-89	-515
10.12.2019	27.5	-6	84	3775	3831.5	3741.5	-90	-515
11.12.2019	36.5	-5	84	3811.5	3859	3770	-89	-515
12.12.2019	-2.5	-58.5	38.5	3809	3859	3753	-106	-515
13.12.2019	-45.5	-123.5	14.5	3763.5	3859	3685.5	-173.5	-515
16.12.2019	-20.5	-30	20.5	3743	3859	3733.5	-125.5	-515
17.12.2019	-16	-30.5	45.5	3727	3859	3712.5	-146.5	-515
18.12.2019	2	-14.5	20	3729	3859	3712.5	-146.5	-515
19.12.2019	2	-28	17	3731	3859	3701	-158	-515
20.12.2019	14	-52.5	18	3745	3859	3678.5	-180.5	-515
23.12.2019	-2.5	-11	14.5	3742.5	3859	3734	-125	-515
24.12.2019	14	-10	17.5	3756.5	3859	3732.5	-126.5	-515
26.12.2019	72.5	-0.5	75	3829	3859	3756	-103	-515
27.12.2019	-21.5	-25	3.5	3807.5	3859	3804	-55	-515
29.12.2019	22.5	0	26	3830	3859	3807.5	-51.5	-515
30.12.2019	35.5	-31	62	3865.5	3892	3799	-93	-515
31.12.2019	27.5	-34	34.5	3893	3900	3831.5	-68.5	-515
02.01.2020	118.5	-21.5	121	4011.5	4014	3871.5	-142.5	-515
03.01.2020	25.5	-76.5	115.5	4037	4127	3935	-192	-515
06.01.2020	125	-31	136.5	4162	4173.5	4006	-167.5	-515
07.01.2020	-26.5	-48.5	60.5	4135.5	4222.5	4113.5	-109	-515
08.01.2020	240	-32.5	249	4375.5	4384.5	4103	-281.5	-515
09.01.2020	51	-39.5	66	4426.5	4441.5	4336	-105.5	-515
10.01.2020	3	-4	73.5	4429.5	4500	4422.5	-77.5	-515
12.01.2020	26	0	37	4455.5	4500	4429.5	-70.5	-515
13.01.2020	102	-2.5	105	4557.5	4560.5	4453	-107.5	-515
14.01.2020	-69	-69	25	4488.5	4582.5	4488.5	-94	-515
15.01.2020	-63	-65.5	27	4425.5	4582.5	4423	-159.5	-515
16.01.2020	19	-19	22.5	4444.5	4582.5	4406.5	-176	-515
17.01.2020	-3.5	-33.5	4.5	4441	4582.5	4411	-171.5	-515
19.01.2020	-10	-10	13.5	4431	4582.5	4431	-151.5	-515
20.01.2020	-34	-34	1.5	4397	4582.5	4397	-185.5	-515
21.01.2020	-13	-62.5	11	4384	4582.5	4334.5	-248	-515
22.01.2020	56.5	-1	98	4440.5	4582.5	4383	-199.5	-515
23.01.2020	-17	-117	6	4423.5	4582.5	4323.5	-259	-515
24.01.2020	-36	-36	3	4387.5	4582.5	4387.5	-195	-515
27.01.2020	-75.5	-158	54.5	4312	4582.5	4229.5	-353	-515
28.01.2020	182.5	-26	195	4494.5	4582.5	4286	-296.5	-515
29.01.2020	93	0	121.5	4587.5	4616	4494.5	-121.5	-515
30.01.2020	-133.5	-237.5	5.5	4454	4616	4350	-266	-515
31.01.2020	14	-15.5	59	4468	4616	4438.5	-177.5	-515
03.02.2020	179	-19	220	4647	4688	4449	-239	-515
04.02.2020	85	-1.5	113	4732	4760	4645.5	-114.5	-515
05.02.2020	88.5	-61.5	92.5	4820.5	4824.5	4670.5	-154	-515
06.02.2020	50.5	-34.5	109	4871	4929.5	4786	-143.5	-515
07.02.2020	-51.5	-111.5	43.5	4819.5	4929.5	4759.5	-170	-515
09.02.2020	-18	-18	32	4801.5	4929.5	4801.5	-128	-515
10.02.2020	70.5	-22	110.5	4872	4929.5	4779.5	-150	-515
11.02.2020	-68	-68	73.5	4804	4945.5	4804	-141.5	-515
12.02.2020	70	-33	95.5	4874	4945.5	4771	-174.5	-515
13.02.2020	-39.5	-113.5	22.5	4834.5	4945.5	4760.5	-185	-515
14.02.2020	-99	-99	53.5	4735.5	4945.5	4735.5	-210	-515
16.02.2020	50.5	0	55	4786	4945.5	4735.5	-210	-515
17.02.2020	-33	-33	34.5	4753	4945.5	4753	-192.5	-515
18.02.2020	105	-67	111	4858	4945.5	4686	-259.5	-515
19.02.2020	13	-22	46.5	4871	4945.5	4836	-109.5	-515
20.02.2020	83.5	-16	118	4954.5	4989	4855	-134	-515
21.02.2020	-161	-161	24.5	4793.5	4989	4793.5	-195.5	-515
24.02.2020	-310	-310	48	4483.5	4989	4483.5	-505.5	-515
25.02.2020	-155.5	-155.5	125.5	4328	4989	4328	-661	-661
26.02.2020	-120	-238.5	80	4208	4989	4089.5	-899.5	-899.5
27.02.2020	-554.5	-559	22.5	3653.5	4989	3649	-1340	-1340
28.02.2020	108.5	-395.5	324	3762	4989	3258	-1731	-1731
02.03.2020	120	-130.5	376.5	3882	4989	3631.5	-1357.5	-1731
03.03.2020	-418	-418	98	3464	4989	3464	-1525	-1731
04.03.2020	470	0	570.5	3934	4989	3464	-1525	-1731
05.03.2020	8.5	-144	78	3942.5	4989	3790	-1199	-1731
06.03.2020	-13.5	-225	185	3929	4989	3717.5	-1271.5	-1731
08.03.2020	-145.5	-145.5	4	3783.5	4989	3783.5	-1205.5	-1731
09.03.2020	-491.5	-491.5	207	3292	4989	3292	-1697	-1731
10.03.2020	440.5	-266	443	3732.5	4989	3026	-1963	-1963
11.03.2020	-454	-602	32	3278.5	4989	3130.5	-1858.5	-1963
12.03.2020	-1061	-1061	151.5	2217.5	4989	2217.5	-2771.5	-2771.5
13.03.2020	159.5	-65	634.5	2377	4989	2152.5	-2836.5	-2836.5
16.03.2020	-153	-153	217.5	2224	4989	2224	-2765	-2836.5
17.03.2020	-185.5	-510.5	128.5	2038.5	4989	1713.5	-3275.5	-3275.5
18.03.2020	251.5	-101.5	894	2290	4989	1937	-3052	-3275.5
19.03.2020	-251.5	-577	329.5	2038.5	4989	1713	-3276	-3276
20.03.2020	160.5	-124	300	2199	4989	1914.5	-3074.5	-3276
23.03.2020	879	-114	1275	3078	4989	2085	-2904	-3276
24.03.2020	493	-69.5	653	3571	4989	3008.5	-1980.5	-3276
25.03.2020	25	-381	381.5	3596	4989	3190	-1799	-3276
26.03.2020	-203.5	-415	117	3392.5	4989	3181	-1808	-3276
27.03.2020	-346.5	-494.5	27	3046	4989	2898	-2091	-3276
29.03.2020	113.5	-52.5	124.5	3159.5	4989	2993.5	-1995.5	-3276
30.03.2020	282	-79.5	322.5	3441.5	4989	3080	-1909	-3276
31.03.2020	-278	-278	58.5	3163.5	4989	3163.5	-1825.5	-3276
01.04.2020	-377	-377	25	2786.5	4989	2786.5	-2202.5	-3276
02.04.2020	54	-117	154	2840.5	4989	2669.5	-2319.5	-3276
03.04.2020	21.5	-231.5	56.5	2862	4989	2609	-2380	-3276
05.04.2020	184	-31	187	3046	4989	2831	-2158	-3276
06.04.2020	144.5	-220	150	3190.5	4989	2826	-2163	-3276
07.04.2020	-290.5	-290.5	405.5	2900	4989	2900	-2089	-3276
08.04.2020	102	-2.5	297	3002	4989	2897.5	-2091.5	-3276
09.04.2020	141.5	-31.5	379	3143.5	4989	2970.5	-2018.5	-3276
13.04.2020	249	-72.5	285	3392.5	4989	3071	-1918	-3276
14.04.2020	310.5	-10	367	3703	4989	3382.5	-1606.5	-3276
15.04.2020	-236.5	-363.5	9	3466.5	4989	3339.5	-1649.5	-3276
16.04.2020	-54.5	-257.5	55.5	3412	4989	3209	-1780	-3276
17.04.2020	-89.5	-266	38.5	3322.5	4989	3146	-1843	-3276
20.04.2020	-135	-135	156.5	3187.5	4989	3187.5	-1801.5	-3276
21.04.2020	-135.5	-353	37	3052	4989	2834.5	-2154.5	-3276
22.04.2020	130	-71.5	204	3182	4989	2980.5	-2008.5	-3276
23.04.2020	-23.5	-165	149	3158.5	4989	3017	-1972	-3276
24.04.2020	246.5	-114	251	3405	4989	3044.5	-1944.5	-3276
26.04.2020	95	-46	104	3500	4989	3359	-1630	-3276
27.04.2020	-101	-118	72.5	3399	4989	3382	-1607	-3276
28.04.2020	212.5	-8.5	261	3611.5	4989	3390.5	-1598.5	-3276
29.04.2020	-73	-122.5	69	3538.5	4989	3489	-1500	-3276
30.04.2020	-111	-223	107.5	3427.5	4989	3315.5	-1673.5	-3276
01.05.2020	54.5	-126	141	3482	4989	3301.5	-1687.5	-3276
04.05.2020	336.5	-21.5	368.5	3818.5	4989	3460.5	-1528.5	-3276
05.05.2020	356	-17	357.5	4174.5	4989	3801.5	-1187.5	-3276
06.05.2020	10	-52	169	4184.5	4989	4122.5	-866.5	-3276
07.05.2020	199	-6	205	4383.5	4989	4178.5	-810.5	-3276
08.05.2020	8.5	-55	132	4392	4989	4328.5	-660.5	-3276
11.05.2020	66	-138.5	124	4458	4989	4253.5	-735.5	-3276
12.05.2020	-30.5	-46	67	4427.5	4989	4412	-577	-3276
13.05.2020	-150.5	-150.5	190	4277	4989	4277	-712	-3276
14.05.2020	290.5	-135.5	298.5	4567.5	4989	4141.5	-847.5	-3276
15.05.2020	377.5	-48	383	4945	4989	4519.5	-469.5	-3276
18.05.2020	98.5	-52.5	176	5043.5	5121	4892.5	-228.5	-3276
19.05.2020	136.5	0	269	5180	5312.5	5043.5	-269	-3276
20.05.2020	197.5	-18	334	5377.5	5514	5162	-352	-3276
21.05.2020	-16.5	-66.5	71	5361	5514	5311	-203	-3276
22.05.2020	59.5	-98.5	82.5	5420.5	5514	5262.5	-251.5	-3276
24.05.2020	-22	-22	28.5	5398.5	5514	5398.5	-115.5	-3276
25.05.2020	96	-39.5	136.5	5494.5	5535	5359	-176	-3276
26.05.2020	-79.5	-79.5	126	5415	5620.5	5415	-205.5	-3276
27.05.2020	340	-7	362	5755	5777	5408	-369	-3276
28.05.2020	109	-153.5	114.5	5864	5869.5	5601.5	-268	-3276
29.05.2020	-158	-158	54.5	5706	5918.5	5706	-212.5	-3276
31.05.2020	74.5	0	92.5	5780.5	5918.5	5706	-212.5	-3276
01.06.2020	183.5	-25	184.5	5964	5965	5755.5	-209.5	-3276
02.06.2020	297	0	300.5	6261	6264.5	5964	-300.5	-3276
03.06.2020	-51	-127.5	68.5	6210	6329.5	6133.5	-196	-3276
04.06.2020	-52.5	-80	65.5	6157.5	6329.5	6130	-199.5	-3276
05.06.2020	-18.5	-30	119	6139	6329.5	6127.5	-202	-3276
07.06.2020	23.5	0	31.5	6162.5	6329.5	6139	-190.5	-3276
08.06.2020	32	-131	60.5	6194.5	6329.5	6031.5	-298	-3276
09.06.2020	59	-20	120	6253.5	6329.5	6174.5	-155	-3276
10.06.2020	47.5	-39.5	207.5	6301	6461	6214	-247	-3276
11.06.2020	-248	-352	69	6053	6461	5949	-512	-3276
12.06.2020	-17.5	-205.5	238	6035.5	6461	5847.5	-613.5	-3276
15.06.2020	325.5	-157	361.5	6361	6461	5878.5	-582.5	-3276
16.06.2020	-140	-182	160.5	6221	6521.5	6179	-342.5	-3276
17.06.2020	-47.5	-57	168	6173.5	6521.5	6164	-357.5	-3276
18.06.2020	-86.5	-86.5	83	6087	6521.5	6087	-434.5	-3276
19.06.2020	85	-17.5	143.5	6172	6521.5	6069.5	-452	-3276
21.06.2020	113.5	-12.5	123	6285.5	6521.5	6159.5	-362	-3276
22.06.2020	51	-34.5	160.5	6336.5	6521.5	6251	-270.5	-3276
23.06.2020	91.5	-37.5	150	6428	6521.5	6299	-222.5	-3276
24.06.2020	-60.5	-163	168.5	6367.5	6596.5	6265	-331.5	-3276
25.06.2020	-331	-331	84.5	6036.5	6596.5	6036.5	-560	-3276
26.06.2020	-174	-174	84	5862.5	6596.5	5862.5	-734	-3276
28.06.2020	66	-43.5	80.5	5928.5	6596.5	5819	-777.5	-3276
29.06.2020	13	-125	43	5941.5	6596.5	5803.5	-793	-3276
30.06.2020	110	-129	175.5	6051.5	6596.5	5812.5	-784	-3276
01.07.2020	94	-85.5	143.5	6145.5	6596.5	5966	-630.5	-3276
02.07.2020	132.5	-6.5	304	6278	6596.5	6139	-457.5	-3276
03.07.2020	81	-44	88.5	6359	6596.5	6234	-362.5	-3276
06.07.2020	115	-22	146.5	6474	6596.5	6337	-259.5	-3276
07.07.2020	13	-119.5	64.5	6487	6596.5	6354.5	-242	-3276
08.07.2020	119	-104.5	175	6606	6662	6382.5	-279.5	-3276
09.07.2020	214.5	-14.5	258.5	6820.5	6864.5	6591.5	-273	-3276
10.07.2020	117.5	-100	121.5	6938	6942	6720.5	-221.5	-3276
12.07.2020	-24	-24	4	6914	6942	6914	-28	-3276
13.07.2020	94	-56.5	158	7008	7072	6857.5	-214.5	-3276
14.07.2020	17.5	-420	46.5	7025.5	7072	6588	-484	-3276
15.07.2020	-65.5	-65.5	81.5	6960	7107	6960	-147	-3276
16.07.2020	-280	-329.5	20	6680	7107	6630.5	-476.5	-3276
17.07.2020	63.5	-49.5	138	6743.5	7107	6630.5	-476.5	-3276
19.07.2020	-31.5	-31.5	9.5	6712	7107	6712	-395	-3276
20.07.2020	102.5	-95	111.5	6814.5	7107	6617	-490	-3276
21.07.2020	-107.5	-107.5	123.5	6707	7107	6707	-400	-3276
22.07.2020	-33.5	-132	138	6673.5	7107	6575	-532	-3276
23.07.2020	-49.5	-108	156	6624	7107	6565.5	-541.5	-3276
24.07.2020	-148	-237.5	76.5	6476	7107	6386.5	-720.5	-3276
26.07.2020	107.5	-33	109.5	6583.5	7107	6443	-664	-3276
27.07.2020	270.5	-90.5	305.5	6854	7107	6493	-614	-3276
28.07.2020	-166.5	-166.5	103.5	6687.5	7107	6687.5	-419.5	-3276
29.07.2020	74	-109.5	140	6761.5	7107	6578	-529	-3276
30.07.2020	-140	-250	17	6621.5	7107	6511.5	-595.5	-3276
31.07.2020	-95.5	-347	27	6526	7107	6274.5	-832.5	-3276
03.08.2020	197	-9.5	276.5	6723	7107	6516.5	-590.5	-3276
04.08.2020	9.5	-34	135	6732.5	7107	6689	-418	-3276
05.08.2020	-136	-136	86	6596.5	7107	6596.5	-510.5	-3276
06.08.2020	273	-2.5	277	6869.5	7107	6594	-513	-3276
07.08.2020	89	-22	173	6958.5	7107	6847.5	-259.5	-3276
10.08.2020	47.5	-92	53	7006	7107	6866.5	-240.5	-3276
11.08.2020	-218.5	-218.5	93	6787.5	7107	6787.5	-319.5	-3276
12.08.2020	309.5	-58	317	7097	7107	6729.5	-377.5	-3276
13.08.2020	-25	-76.5	104.5	7072	7201.5	7020.5	-181	-3276
14.08.2020	-46	-61.5	106.5	7026	7201.5	7010.5	-191	-3276
16.08.2020	20.5	-6	20.5	7046.5	7201.5	7020	-181.5	-3276
17.08.2020	68.5	-44	78.5	7115	7201.5	7002.5	-199	-3276
18.08.2020	107.5	-54.5	149.5	7222.5	7264.5	7060.5	-204	-3276
19.08.2020	-56.5	-56.5	47	7166	7269.5	7166	-103.5	-3276
20.08.2020	373.5	-54	376.5	7539.5	7542.5	7112	-430.5	-3276
21.08.2020	-10	-117.5	29.5	7529.5	7569	7422	-147	-3276
24.08.2020	69	-115.5	153	7598.5	7682.5	7414	-268.5	-3276
25.08.2020	4	-183.5	56.5	7602.5	7682.5	7415	-267.5	-3276
26.08.2020	-125	-125	49	7477.5	7682.5	7477.5	-205	-3276
27.08.2020	-51.5	-100.5	130	7426	7682.5	7377	-305.5	-3276
28.08.2020	209.5	-9.5	252.5	7635.5	7682.5	7416.5	-266	-3276
31.08.2020	-112.5	-158	10	7523	7682.5	7477.5	-205	-3276
01.09.2020	168.5	-23	179.5	7691.5	7702.5	7500	-202.5	-3276
02.09.2020	127.5	-138	169.5	7819	7861	7553.5	-307.5	-3276
03.09.2020	-294.5	-481	12.5	7524.5	7861	7338	-523	-3276
04.09.2020	671.5	-91	681.5	8196	8206	7433.5	-772.5	-3276
07.09.2020	-19.5	-164.5	117.5	8176.5	8313.5	8031.5	-282	-3276
08.09.2020	-238.5	-500	139	7938	8315.5	7676.5	-639	-3276
09.09.2020	262	-105.5	375	8200	8315.5	7832.5	-483	-3276
10.09.2020	252	-49	353.5	8452	8553.5	8151	-402.5	-3276
11.09.2020	-135	-320	81.5	8317	8553.5	8132	-421.5	-3276
13.09.2020	62	-43	70	8379	8553.5	8274	-279.5	-3276
14.09.2020	10	-137	123.5	8389	8553.5	8242	-311.5	-3276
15.09.2020	74	-21	322	8463	8711	8368	-343	-3276
16.09.2020	-275	-275	209.5	8188	8711	8188	-523	-3276
17.09.2020	55	-227.5	225	8243	8711	7960.5	-750.5	-3276
18.09.2020	-117	-244.5	74.5	8126	8711	7998.5	-712.5	-3276
20.09.2020	-175.5	-175.5	101	7950.5	8711	7950.5	-760.5	-3276
21.09.2020	-131.5	-487	107	7819	8711	7463.5	-1247.5	-3276
22.09.2020	89.5	-196.5	183.5	7908.5	8711	7622.5	-1088.5	-3276
23.09.2020	24	-76	110	7932.5	8711	7832.5	-878.5	-3276
24.09.2020	-47.5	-202	135	7885	8711	7730.5	-980.5	-3276
25.09.2020	-120	-390.5	4.5	7765	8711	7494.5	-1216.5	-3276
27.09.2020	56	0	72	7821	8711	7765	-946	-3276
28.09.2020	388	-41	391.5	8209	8711	7780	-931	-3276
29.09.2020	-135	-225	29.5	8074	8711	7984	-727	-3276
30.09.2020	-264	-264	15	7810	8711	7810	-901	-3276
01.10.2020	-178.5	-178.5	178	7631.5	8711	7631.5	-1079.5	-3276
02.10.2020	-244.5	-381	102	7387	8711	7250.5	-1460.5	-3276
05.10.2020	21.5	-143	26	7408.5	8711	7244	-1467	-3276
06.10.2020	-181	-364	174	7227.5	8711	7044.5	-1666.5	-3276
07.10.2020	118.5	-48.5	153	7346	8711	7179	-1532	-3276
08.10.2020	-5.5	-87.5	129	7340.5	8711	7258.5	-1452.5	-3276
09.10.2020	190	-45.5	194.5	7530.5	8711	7295	-1416	-3276
11.10.2020	-44.5	-44.5	28.5	7486	8711	7486	-1225	-3276
12.10.2020	72	-3	141.5	7558	8711	7483	-1228	-3276
13.10.2020	42	-90.5	132.5	7600	8711	7467.5	-1243.5	-3276
14.10.2020	5	-133	110.5	7605	8711	7467	-1244	-3276
15.10.2020	385.5	-55.5	393	7990.5	8711	7549.5	-1161.5	-3276
16.10.2020	-58	-64.5	108.5	7932.5	8711	7926	-785	-3276
19.10.2020	-219	-262	69.5	7713.5	8711	7670.5	-1040.5	-3276
20.10.2020	-35	-200.5	109.5	7678.5	8711	7513	-1198	-3276
21.10.2020	-62.5	-123.5	246	7616	8711	7555	-1156	-3276
22.10.2020	77.5	-77.5	205	7693.5	8711	7538.5	-1172.5	-3276
23.10.2020	100.5	-139	172	7794	8711	7554.5	-1156.5	-3276
25.10.2020	-49	-49	44.5	7745	8711	7745	-966	-3276
26.10.2020	360	-36.5	378.5	8105	8711	7708.5	-1002.5	-3276
27.10.2020	63.5	-56.5	139	8168.5	8711	8048.5	-662.5	-3276
28.10.2020	-257	-257	18.5	7911.5	8711	7911.5	-799.5	-3276
29.10.2020	147.5	-39	270	8059	8711	7872.5	-838.5	-3276
30.10.2020	-252.5	-252.5	237.5	7806.5	8711	7806.5	-904.5	-3276
02.11.2020	156	-18	276.5	7962.5	8711	7788.5	-922.5	-3276
03.11.2020	18.5	-82	110.5	7981	8711	7880.5	-830.5	-3276
04.11.2020	670.5	-40	786.5	8651.5	8767.5	7941	-826.5	-3276
05.11.2020	193.5	-124.5	290	8845	8941.5	8527	-414.5	-3276
06.11.2020	30	-247.5	112	8875	8957	8597.5	-359.5	-3276
09.11.2020	-564	-564	124	8311	8999	8311	-688	-3276
10.11.2020	-76.5	-180.5	159.5	8234.5	8999	8130.5	-868.5	-3276
11.11.2020	19.5	-60	208.5	8254	8999	8174.5	-824.5	-3276
12.11.2020	113.5	-76.5	270	8367.5	8999	8177.5	-821.5	-3276
13.11.2020	169	-10.5	199	8536.5	8999	8357	-642	-3276
16.11.2020	-294	-308.5	8.5	8242.5	8999	8228	-771	-3276
17.11.2020	-151	-173	6.5	8091.5	8999	8069.5	-929.5	-3276
18.11.2020	-11	-42.5	119	8080.5	8999	8049	-950	-3276
19.11.2020	194.5	-27.5	197.5	8275	8999	8053	-946	-3276
20.11.2020	57.5	-20	128.5	8332.5	8999	8255	-744	-3276
23.11.2020	-42.5	-140	61	8290	8999	8192.5	-806.5	-3276
24.11.2020	70.5	-78	113	8360.5	8999	8212	-787	-3276
25.11.2020	56.5	-100.5	65.5	8417	8999	8260	-739	-3276
26.11.2020	-117.5	-117.5	10.5	8299.5	8999	8299.5	-699.5	-3276
27.11.2020	93	-44.5	105.5	8392.5	8999	8255	-744	-3276
30.11.2020	189.5	-61	204	8582	8999	8331.5	-667.5	-3276
01.12.2020	12.5	-91.5	102.5	8594.5	8999	8490.5	-508.5	-3276
02.12.2020	82.5	-63.5	107	8677	8999	8531	-468	-3276
03.12.2020	99	-19	111.5	8776	8999	8658	-341	-3276
04.12.2020	-23	-94	7.5	8753	8999	8682	-317	-3276
07.12.2020	1.5	-50.5	60	8754.5	8999	8702.5	-296.5	-3276
08.12.2020	141.5	-53.5	146	8896	8999	8701	-298	-3276
09.12.2020	-59	-59	15.5	8837	8999	8837	-162	-3276
10.12.2020	-98	-109.5	37.5	8739	8999	8727.5	-271.5	-3276
11.12.2020	-75.5	-210.5	15	8663.5	8999	8528.5	-470.5	-3276
14.12.2020	122	-60.5	205.5	8785.5	8999	8603	-396	-3276
15.12.2020	134	-74	136	8919.5	8999	8711.5	-287.5	-3276
16.12.2020	119.5	-19	127	9039	9046.5	8900.5	-146	-3276
17.12.2020	40	-18.5	87	9079	9126	9020.5	-105.5	-3276
18.12.2020	-17	-23.5	50.5	9062	9129.5	9055.5	-74	-3276
21.12.2020	196.5	-52.5	229.5	9258.5	9291.5	9009.5	-282	-3276
22.12.2020	-50	-90	25.5	9208.5	9291.5	9168.5	-123	-3276
23.12.2020	-4	-23	78	9204.5	9291.5	9185.5	-106	-3276
24.12.2020	-31.5	-65.5	43.5	9173	9291.5	9139	-152.5	-3276
28.12.2020	166	-17	174.5	9339	9347.5	9156	-191.5	-3276
29.12.2020	-187.5	-187.5	7	9151.5	9347.5	9151.5	-196	-3276
30.12.2020	35.5	-3	89	9187	9347.5	9148.5	-199	-3276
31.12.2020	-8.5	-63	5	9178.5	9347.5	9124	-223.5	-3276
04.01.2021	183.5	-4.5	192	9362	9370.5	9174	-196.5	-3276
05.01.2021	4	-31.5	139	9366	9501	9330.5	-170.5	-3276
06.01.2021	-238	-291.5	69	9128	9501	9074.5	-426.5	-3276
07.01.2021	105.5	-34.5	154	9233.5	9501	9093.5	-407.5	-3276
08.01.2021	-65	-167	82.5	9168.5	9501	9066.5	-434.5	-3276
10.01.2021	-8	-8	3.5	9160.5	9501	9160.5	-340.5	-3276
11.01.2021	-159.5	-225.5	16.5	9001	9501	8935	-566	-3276
12.01.2021	-83	-118.5	75.5	8918	9501	8882.5	-618.5	-3276
13.01.2021	-13	-70	55.5	8905	9501	8848	-653	-3276
14.01.2021	-75.5	-75.5	77.5	8829.5	9501	8829.5	-671.5	-3276
15.01.2021	-111.5	-118	55.5	8718	9501	8711.5	-789.5	-3276
17.01.2021	-46	-46	34.5	8672	9501	8672	-829	-3276
18.01.2021	111.5	-21	117.5	8783.5	9501	8651	-850	-3276
19.01.2021	41	-62.5	61	8824.5	9501	8721	-780	-3276
20.01.2021	199.5	-47.5	206	9024	9501	8777	-724	-3276
21.01.2021	77	-101.5	79.5	9101	9501	8922.5	-578.5	-3276
22.01.2021	-155.5	-176.5	0.5	8945.5	9501	8924.5	-576.5	-3276
25.01.2021	139	-79.5	198	9084.5	9501	8866	-635	-3276
26.01.2021	22	-48	160	9106.5	9501	9036.5	-464.5	-3276
27.01.2021	-263	-263	8.5	8843.5	9501	8843.5	-657.5	-3276
28.01.2021	180	-156.5	296	9023.5	9501	8687	-814	-3276
29.01.2021	-474	-474	60.5	8549.5	9501	8549.5	-951.5	-3276
01.02.2021	473	-35	510.5	9022.5	9501	8514.5	-986.5	-3276
02.02.2021	253.5	-23.5	263.5	9276	9501	8999	-502	-3276
03.02.2021	-19.5	-34	134	9256.5	9501	9242	-259	-3276
04.02.2021	43	-97	58.5	9299.5	9501	9159.5	-341.5	-3276
05.02.2021	221	-7.5	224	9520.5	9523.5	9292	-231.5	-3276
08.02.2021	-163.5	-198	5.5	9357	9526	9322.5	-203.5	-3276
09.02.2021	73	-72.5	78	9430	9526	9284.5	-241.5	-3276
10.02.2021	173	-15	210.5	9603	9640.5	9415	-225.5	-3276
11.02.2021	-58	-58	97.5	9545	9700.5	9545	-155.5	-3276
12.02.2021	-33.5	-190	1	9511.5	9700.5	9355	-345.5	-3276
15.02.2021	57	-2	71.5	9568.5	9700.5	9509.5	-191	-3276
16.02.2021	-95.5	-119.5	51.5	9473	9700.5	9449	-251.5	-3276
17.02.2021	-145	-185	96.5	9328	9700.5	9288	-412.5	-3276
18.02.2021	-153.5	-446.5	30	9174.5	9700.5	8881.5	-819	-3276
19.02.2021	75.5	-46	214.5	9250	9700.5	9128.5	-572	-3276
22.02.2021	-183.5	-300.5	22	9066.5	9700.5	8949.5	-751	-3276
23.02.2021	202	-285	237.5	9268.5	9700.5	8781.5	-919	-3276
24.02.2021	127.5	-185	259.5	9396	9700.5	9083.5	-617	-3276
25.02.2021	-581	-581	108.5	8815	9700.5	8815	-885.5	-3276
26.02.2021	15.5	-289.5	213.5	8830.5	9700.5	8525.5	-1175	-3276
