Date	Daily_PNL	Daily_MAE	Daily_MFE	Equity_Close	Equity_Peak	Equity_Trough	Trailing_DD	Worst_DD_So_Far
20.10.2022	118.5	-136	311	23063.5	23256	22809	-447	-3276
21.10.2022	246.5	-40	294	23310	23357.5	23023.5	-334	-3276
23.10.2022	-65.5	-65.5	17	23244.5	23357.5	23244.5	-113	-3276
24.10.2022	-56	-329	62	23188.5	23357.5	22915.5	-442	-3276
25.10.2022	319	-69	375.5	23507.5	23564	23119.5	-444.5	-3276
26.10.2022	35.5	-6	128	23543	23635.5	23501.5	-134	-3276
27.10.2022	-485	-485	17	23058	23635.5	23058	-577.5	-3276
28.10.2022	317	-90.5	334.5	23375	23635.5	22967.5	-668	-3276
31.10.2022	-63.5	-141	58.5	23311.5	23635.5	23234	-401.5	-3276
01.11.2022	-102.5	-102.5	184.5	23209	23635.5	23209	-426.5	-3276
02.11.2022	-179	-245	68.5	23030	23635.5	22964	-671.5	-3276
03.11.2022	-401	-401	37	22629	23635.5	22629	-1006.5	-3276
04.11.2022	253.5	-6	271.5	22882.5	23635.5	22623	-1012.5	-3276
07.11.2022	311	0	328	23193.5	23635.5	22882.5	-753	-3276
08.11.2022	219	-83	303.5	23412.5	23635.5	23110.5	-525	-3276
09.11.2022	-435	-435	93.5	22977.5	23635.5	22977.5	-658	-3276
10.11.2022	-112.5	-259.5	41	22865	23635.5	22718	-917.5	-3276
11.11.2022	228	-142	237.5	23093	23635.5	22723	-912.5	-3276
14.11.2022	176	-130.5	182	23269	23635.5	22962.5	-673	-3276
15.11.2022	80.5	-14	269	23349.5	23635.5	23255	-380.5	-3276
16.11.2022	-132	-154.5	133.5	23217.5	23635.5	23195	-440.5	-3276
17.11.2022	374	-18	394	23591.5	23635.5	23199.5	-436	-3276
18.11.2022	190	-84	207	23781.5	23798.5	23507.5	-291	-3276
21.11.2022	-168.5	-229	9	23613	23798.5	23552.5	-246	-3276
22.11.2022	200.5	-112	245.5	23813.5	23858.5	23501	-357.5	-3276
23.11.2022	251	-30.5	290	24064.5	24103.5	23783	-320.5	-3276
24.11.2022	-1	-49	59.5	24063.5	24124	24015.5	-108.5	-3276
25.11.2022	-115.5	-115.5	18	23948	24124	23948	-176	-3276
28.11.2022	113.5	-7	251.5	24061.5	24199.5	23941	-258.5	-3276
29.11.2022	-203	-244.5	111	23858.5	24199.5	23817	-382.5	-3276
30.11.2022	322.5	-125	350.5	24181	24209	23733.5	-475.5	-3276
01.12.2022	7	-22	189.5	24188	24370.5	24159	-211.5	-3276
02.12.2022	97.5	-85.5	102	24285.5	24370.5	24102.5	-268	-3276
05.12.2022	-247	-247	7.5	24038.5	24370.5	24038.5	-332	-3276
06.12.2022	-132	-132	88.5	23906.5	24370.5	23906.5	-464	-3276
07.12.2022	-124	-158	22	23782.5	24370.5	23748.5	-622	-3276
08.12.2022	195.5	-4.5	367.5	23978	24370.5	23778	-592.5	-3276
09.12.2022	132	-35.5	232.5	24110	24370.5	23942.5	-428	-3276
11.12.2022	-22.5	-22.5	22	24087.5	24370.5	24087.5	-283	-3276
12.12.2022	81	-82	91.5	24168.5	24370.5	24005.5	-365	-3276
13.12.2022	-97	-163.5	75.5	24071.5	24370.5	24005	-365.5	-3276
14.12.2022	-142	-154.5	52.5	23929.5	24370.5	23917	-453.5	-3276
15.12.2022	21.5	-70	45	23951	24370.5	23859.5	-511	-3276
16.12.2022	124.5	-67	126	24075.5	24370.5	23884	-486.5	-3276
19.12.2022	-121.5	-121.5	73	23954	24370.5	23954	-416.5	-3276
20.12.2022	-46	-70	159	23908	24370.5	23884	-486.5	-3276
21.12.2022	129.5	-48	218.5	24037.5	24370.5	23860	-510.5	-3276
22.12.2022	29.5	-123.5	55.5	24067	24370.5	23914	-456.5	-3276
23.12.2022	-27.5	-219	127	24039.5	24370.5	23848	-522.5	-3276
27.12.2022	-43	-43	52	23996.5	24370.5	23996.5	-374	-3276
28.12.2022	-102.5	-125	165	23894	24370.5	23871.5	-499	-3276
29.12.2022	236	-36.5	333	24130	24370.5	23857.5	-513	-3276
30.12.2022	-309.5	-334.5	7.5	23820.5	24370.5	23795.5	-575	-3276
03.01.2023	303.5	-7.5	355.5	24124	24370.5	23813	-557.5	-3276
04.01.2023	62.5	-124	210.5	24186.5	24370.5	24000	-370.5	-3276
05.01.2023	-36.5	-153	79	24150	24370.5	24033.5	-337	-3276
06.01.2023	677	-5.5	698.5	24827	24848.5	24144.5	-704	-3276
09.01.2023	110	-77	133	24937	24960	24750	-210	-3276
10.01.2023	-36.5	-186.5	43.5	24900.5	24980.5	24750.5	-230	-3276
11.01.2023	71	-45.5	113	24971.5	25013.5	24855	-158.5	-3276
12.01.2023	80	-88.5	158	25051.5	25129.5	24883	-246.5	-3276
13.01.2023	-19.5	-106	30.5	25032	25129.5	24945.5	-184	-3276
16.01.2023	43.5	0	140	25075.5	25172	25032	-140	-3276
17.01.2023	-42	-118.5	5	25033.5	25172	24957	-215	-3276
18.01.2023	48.5	-48	182	25082	25215.5	24985.5	-230	-3276
19.01.2023	40	-30.5	93.5	25122	25215.5	25051.5	-164	-3276
20.01.2023	336	-19.5	345	25458	25467	25102.5	-364.5	-3276
23.01.2023	-78.5	-87	72	25379.5	25530	25371	-159	-3276
24.01.2023	-31.5	-84	11.5	25348	25530	25295.5	-234.5	-3276
25.01.2023	305	-16.5	355.5	25653	25703.5	25331.5	-372	-3276
26.01.2023	189	-13	202	25842	25855	25640	-215	-3276
27.01.2023	174	-127.5	189.5	26016	26031.5	25714.5	-317	-3276
29.01.2023	-18	-18	53.5	25998	26069.5	25998	-71.5	-3276
30.01.2023	-221.5	-232.5	16	25776.5	26069.5	25765.5	-304	-3276
31.01.2023	175	-56.5	191	25951.5	26069.5	25720	-349.5	-3276
01.02.2023	-28.5	-64.5	102	25923	26069.5	25887	-182.5	-3276
02.02.2023	359.5	-1.5	369	26282.5	26292	25921.5	-370.5	-3276
03.02.2023	369	-63.5	433	26651.5	26715.5	26219	-496.5	-3276
05.02.2023	-74	-74	34.5	26577.5	26715.5	26577.5	-138	-3276
06.02.2023	-271	-327.5	15.5	26306.5	26715.5	26250	-465.5	-3276
07.02.2023	582	-130	606.5	26888.5	26913	26176.5	-736.5	-3276
08.02.2023	-204	-266	87.5	26684.5	26976	26622.5	-353.5	-3276
09.02.2023	67.5	-38	210.5	26752	26976	26646.5	-329.5	-3276
10.02.2023	257	-21.5	295	27009	27047	26730.5	-316.5	-3276
13.02.2023	233.5	-66.5	327	27242.5	27336	26942.5	-393.5	-3276
14.02.2023	-105	-244.5	192.5	27137.5	27435	26998	-437	-3276
15.02.2023	68.5	-120.5	109.5	27206	27435	27017	-418	-3276
16.02.2023	-59	-112	115.5	27147	27435	27094	-341	-3276
17.02.2023	-110.5	-338	26.5	27036.5	27435	26809	-626	-3276
20.02.2023	27.5	-12	40.5	27064	27435	27024.5	-410.5	-3276
21.02.2023	-285.5	-335.5	23.5	26778.5	27435	26728.5	-706.5	-3276
22.02.2023	-163	-263	29.5	26615.5	27435	26515.5	-919.5	-3276
23.02.2023	248	-9.5	261.5	26863.5	27435	26606	-829	-3276
24.02.2023	-35.5	-185.5	42	26828	27435	26678	-757	-3276
26.02.2023	47.5	-25	59.5	26875.5	27435	26803	-632	-3276
27.02.2023	19	-104.5	152	26894.5	27435	26771	-664	-3276
28.02.2023	49.5	-77.5	104.5	26944	27435	26817	-618	-3276
01.03.2023	-68.5	-99	152.5	26875.5	27435	26845	-590	-3276
02.03.2023	60	-83.5	77.5	26935.5	27435	26792	-643	-3276
03.03.2023	236.5	-74	240	27172	27435	26861.5	-573.5	-3276
06.03.2023	-63	-126.5	144.5	27109	27435	27045.5	-389.5	-3276
07.03.2023	-41.5	-41.5	82	27067.5	27435	27067.5	-367.5	-3276
08.03.2023	-24	-112	124.5	27043.5	27435	26955.5	-479.5	-3276
09.03.2023	282.5	-41.5	306.5	27326	27435	27002	-433	-3276
10.03.2023	-390	-531.5	8.5	26936	27435	26794.5	-640.5	-3276
13.03.2023	-21	-101	294	26915	27435	26835	-600	-3276
14.03.2023	282	-25.5	332	27197	27435	26889.5	-545.5	-3276
15.03.2023	115.5	-118.5	190	27312.5	27435	27078.5	-356.5	-3276
16.03.2023	222	-122.5	280	27534.5	27592.5	27190	-402.5	-3276
17.03.2023	236.5	-40	243	27771	27777.5	27494.5	-283	-3276
20.03.2023	-149	-351.5	0	27622	27777.5	27419.5	-358	-3276
21.03.2023	265.5	-10	307.5	27887.5	27929.5	27612	-317.5	-3276
22.03.2023	-52	-156.5	282	27835.5	28169.5	27731	-438.5	-3276
23.03.2023	-120	-120	261	27715.5	28169.5	27715.5	-454	-3276
24.03.2023	84	-198.5	129	27799.5	28169.5	27517	-652.5	-3276
26.03.2023	-29	-29	45	27770.5	28169.5	27770.5	-399	-3276
27.03.2023	80.5	-3	241	27851	28169.5	27767.5	-402	-3276
28.03.2023	38.5	-94	90	27889.5	28169.5	27757	-412.5	-3276
29.03.2023	200	-4.5	237.5	28089.5	28169.5	27885	-284.5	-3276
30.03.2023	148.5	-21.5	151.5	28238	28241	28068	-173	-3276
31.03.2023	128	-48	134.5	28366	28372.5	28190	-182.5	-3276
03.04.2023	17	-122.5	38.5	28383	28404.5	28243.5	-161	-3276
04.04.2023	-164	-181	28	28219	28411	28202	-209	-3276
05.04.2023	-31.5	-114.5	32.5	28187.5	28411	28104.5	-306.5	-3276
06.04.2023	98	-104.5	120.5	28285.5	28411	28083	-328	-3276
07.04.2023	-64	-64	65	28221.5	28411	28221.5	-189.5	-3276
10.04.2023	134.5	-76.5	158.5	28356	28411	28145	-266	-3276
11.04.2023	-114.5	-125.5	38	28241.5	28411	28230.5	-180.5	-3276
12.04.2023	10	-45	248.5	28251.5	28490	28196.5	-293.5	-3276
13.04.2023	347	-6.5	358	28598.5	28609.5	28245	-364.5	-3276
14.04.2023	121.5	-134.5	141.5	28720	28740	28464	-276	-3276
16.04.2023	-35	-35	4.5	28685	28740	28685	-55	-3276
17.04.2023	-33	-138.5	17	28652	28740	28546.5	-193.5	-3276
18.04.2023	-179	-183	74	28473	28740	28469	-271	-3276
19.04.2023	-137	-137	15	28336	28740	28336	-404	-3276
20.04.2023	-42	-138.5	20.5	28294	28740	28197.5	-542.5	-3276
21.04.2023	-82	-175	44.5	28212	28740	28119	-621	-3276
23.04.2023	-24	-24	4.5	28188	28740	28188	-552	-3276
24.04.2023	134.5	-56.5	174	28322.5	28740	28131.5	-608.5	-3276
25.04.2023	-198	-198	1	28124.5	28740	28124.5	-615.5	-3276
26.04.2023	-196.5	-196.5	53	27928	28740	27928	-812	-3276
27.04.2023	105	-9	182.5	28033	28740	27919	-821	-3276
28.04.2023	-15.5	-139	31.5	28017.5	28740	27894	-846	-3276
01.05.2023	-74	-112.5	104.5	27943.5	28740	27905	-835	-3276
02.05.2023	-148.5	-202.5	63.5	27795	28740	27741	-999	-3276
03.05.2023	188	-12	242	27983	28740	27783	-957	-3276
04.05.2023	51	-183	107	28034	28740	27800	-940	-3276
05.05.2023	50.5	-1	51	28084.5	28740	28033	-707	-3276
07.05.2023	-4	-4	31.5	28080.5	28740	28080.5	-659.5	-3276
08.05.2023	-15	-70.5	36	28065.5	28740	28010	-730	-3276
09.05.2023	-70.5	-135.5	6	27995	28740	27930	-810	-3276
10.05.2023	26.5	-200	40.5	28021.5	28740	27795	-945	-3276
11.05.2023	-209.5	-242.5	2.5	27812	28740	27779	-961	-3276
12.05.2023	-119.5	-188	68	27692.5	28740	27624	-1116	-3276
14.05.2023	-17.5	-17.5	12.5	27675	28740	27675	-1065	-3276
15.05.2023	18	-31	122.5	27693	28740	27644	-1096	-3276
16.05.2023	-190	-190	14	27503	28740	27503	-1237	-3276
17.05.2023	16	-44	84	27519	28740	27459	-1281	-3276
18.05.2023	199.5	-14	219	27718.5	28740	27505	-1235	-3276
19.05.2023	-131	-188	2.5	27587.5	28740	27530.5	-1209.5	-3276
22.05.2023	138.5	-28	215.5	27726	28740	27559.5	-1180.5	-3276
23.05.2023	-40	-63.5	77	27686	28740	27662.5	-1077.5	-3276
24.05.2023	142	-182	146	27828	28740	27504	-1236	-3276
25.05.2023	76	-5	181	27904	28740	27823	-917	-3276
26.05.2023	369	-39.5	440.5	28273	28740	27864.5	-875.5	-3276
28.05.2023	-28.5	-28.5	50	28244.5	28740	28244.5	-495.5	-3276
29.05.2023	-72.5	-113.5	0.5	28172	28740	28131	-609	-3276
30.05.2023	-165.5	-193	106	28006.5	28740	27979	-761	-3276
31.05.2023	-17	-89.5	141.5	27989.5	28740	27917	-823	-3276
01.06.2023	86.5	-139.5	100	28076	28740	27850	-890	-3276
02.06.2023	-173	-202	197.5	27903	28740	27874	-866	-3276
05.06.2023	17	-21.5	98	27920	28740	27881.5	-858.5	-3276
06.06.2023	-225.5	-225.5	69	27694.5	28740	27694.5	-1045.5	-3276
07.06.2023	10.5	-21	162.5	27705	28740	27673.5	-1066.5	-3276
08.06.2023	164.5	-63.5	197	27869.5	28740	27641.5	-1098.5	-3276
09.06.2023	86.5	-48.5	199	27956	28740	27821	-919	-3276
11.06.2023	38.5	-6	76.5	27994.5	28740	27950	-790	-3276
12.06.2023	188	-36.5	192.5	28182.5	28740	27958	-782	-3276
13.06.2023	-16.5	-184.5	72	28166	28740	27998	-742	-3276
14.06.2023	122	-83	145	28288	28740	28083	-657	-3276
15.06.2023	-21	-199.5	31	28267	28740	28088.5	-651.5	-3276
16.06.2023	161	-45.5	170.5	28428	28740	28221.5	-518.5	-3276
19.06.2023	-91.5	-91.5	32.5	28336.5	28740	28336.5	-403.5	-3276
20.06.2023	-61	-89.5	99.5	28275.5	28740	28247	-493	-3276
21.06.2023	88	-155.5	106	28363.5	28740	28120	-620	-3276
22.06.2023	-13.5	-276	8	28350	28740	28087.5	-652.5	-3276
23.06.2023	-3.5	-143.5	24.5	28346.5	28740	28206.5	-533.5	-3276
26.06.2023	85	-13	278.5	28431.5	28740	28333.5	-406.5	-3276
27.06.2023	164	-52	277.5	28595.5	28740	28379.5	-360.5	-3276
28.06.2023	-286.5	-393	41	28309	28740	28202.5	-537.5	-3276
29.06.2023	-93.5	-209	29.5	28215.5	28740	28100	-640	-3276
30.06.2023	236.5	-5.5	309.5	28452	28740	28210	-530	-3276
02.07.2023	-28.5	-28.5	24	28423.5	28740	28423.5	-316.5	-3276
03.07.2023	111.5	-8.5	177.5	28535	28740	28415	-325	-3276
04.07.2023	35.5	-18.5	49	28570.5	28740	28516.5	-223.5	-3276
05.07.2023	-112	-133	36.5	28458.5	28740	28437.5	-302.5	-3276
06.07.2023	-39.5	-144.5	20.5	28419	28740	28314	-426	-3276
07.07.2023	192	-23	194.5	28611	28740	28396	-344	-3276
09.07.2023	-21.5	-21.5	16	28589.5	28740	28589.5	-150.5	-3276
10.07.2023	94.5	-51	125.5	28684	28740	28538.5	-201.5	-3276
11.07.2023	24.5	-112	135.5	28708.5	28819.5	28572	-247.5	-3276
12.07.2023	33	-71	43	28741.5	28819.5	28637.5	-182	-3276
13.07.2023	121	-35.5	172	28862.5	28913.5	28706	-207.5	-3276
14.07.2023	198.5	-56.5	204.5	29061	29067	28806	-261	-3276
17.07.2023	129.5	-2	202	29190.5	29263	29059	-204	-3276
18.07.2023	320.5	-95.5	331.5	29511	29522	29095	-427	-3276
19.07.2023	-59.5	-136	80.5	29451.5	29591.5	29375	-216.5	-3276
20.07.2023	-256	-256	23.5	29195.5	29591.5	29195.5	-396	-3276
21.07.2023	73.5	-19.5	237.5	29269	29591.5	29176	-415.5	-3276
24.07.2023	-297	-297	11	28972	29591.5	28972	-619.5	-3276
25.07.2023	202.5	-27	306.5	29174.5	29591.5	28945	-646.5	-3276
26.07.2023	-54.5	-134.5	11.5	29120	29591.5	29040	-551.5	-3276
27.07.2023	14	-14	224	29134	29591.5	29106	-485.5	-3276
28.07.2023	131.5	-19.5	247.5	29265.5	29591.5	29114.5	-477	-3276
30.07.2023	-23	-23	2.5	29242.5	29591.5	29242.5	-349	-3276
31.07.2023	-241.5	-241.5	71.5	29001	29591.5	29001	-590.5	-3276
01.08.2023	-36	-113.5	41	28965	29591.5	28887.5	-704	-3276
02.08.2023	-14	-140	127	28951	29591.5	28825	-766.5	-3276
03.08.2023	37	-63	222	28988	29591.5	28888	-703.5	-3276
04.08.2023	-185.5	-185.5	104.5	28802.5	29591.5	28802.5	-789	-3276
06.08.2023	82.5	0	98.5	28885	29591.5	28802.5	-789	-3276
07.08.2023	-93	-282	20.5	28792	29591.5	28603	-988.5	-3276
08.08.2023	55	-143	78	28847	29591.5	28649	-942.5	-3276
09.08.2023	54.5	-127	56.5	28901.5	29591.5	28720	-871.5	-3276
10.08.2023	73.5	-55	221	28975	29591.5	28846.5	-745	-3276
11.08.2023	-261.5	-339	34.5	28713.5	29591.5	28636	-955.5	-3276
13.08.2023	68	0	72	28781.5	29591.5	28713.5	-878	-3276
14.08.2023	113	-57.5	128.5	28894.5	29591.5	28724	-867.5	-3276
15.08.2023	-144.5	-172	102	28750	29591.5	28722.5	-869	-3276
16.08.2023	-237	-237	89	28513	29591.5	28513	-1078.5	-3276
17.08.2023	266	-29.5	272	28779	29591.5	28483.5	-1108	-3276
18.08.2023	-110.5	-312	8.5	28668.5	29591.5	28467	-1124.5	-3276
20.08.2023	34	-9.5	35	28702.5	29591.5	28659	-932.5	-3276
21.08.2023	326.5	-65	365.5	29029	29591.5	28637.5	-954	-3276
22.08.2023	-75.5	-131.5	69.5	28953.5	29591.5	28897.5	-694	-3276
23.08.2023	268	0	360.5	29221.5	29591.5	28953.5	-638	-3276
24.08.2023	-357	-357	69.5	28864.5	29591.5	28864.5	-727	-3276
25.08.2023	396.5	-63	403.5	29261	29591.5	28801.5	-790	-3276
27.08.2023	-37	-37	0.5	29224	29591.5	29224	-367.5	-3276
28.08.2023	209.5	-124.5	249.5	29433.5	29591.5	29099.5	-492	-3276
29.08.2023	19	-159	67	29452.5	29591.5	29274.5	-317	-3276
30.08.2023	125	-11	170.5	29577.5	29623	29441.5	-181.5	-3276
31.08.2023	78.5	-59	186.5	29656	29764	29518.5	-245.5	-3276
01.09.2023	81	-40.5	114.5	29737	29770.5	29615.5	-155	-3276
03.09.2023	-4.5	-23.5	13.5	29732.5	29770.5	29713.5	-57	-3276
04.09.2023	32	-2.5	77	29764.5	29809.5	29730	-79.5	-3276
05.09.2023	29.5	-82	69	29794	29833.5	29682.5	-151	-3276
06.09.2023	-4	-97.5	29	29790	29833.5	29696.5	-137	-3276
07.09.2023	-225	-281.5	21.5	29565	29833.5	29508.5	-325	-3276
08.09.2023	-17.5	-87	99.5	29547.5	29833.5	29478	-355.5	-3276
10.09.2023	-38	-38	37	29509.5	29833.5	29509.5	-324	-3276
11.09.2023	219.5	-6	282.5	29729	29833.5	29503.5	-330	-3276
12.09.2023	35	-77	99.5	29764	29833.5	29652	-181.5	-3276
13.09.2023	114.5	-26.5	220	29878.5	29984	29737.5	-246.5	-3276
14.09.2023	-109	-155	23.5	29769.5	29984	29723.5	-260.5	-3276
15.09.2023	-21	-23.5	37.5	29748.5	29984	29746	-238	-3276
18.09.2023	-3	-89.5	107.5	29745.5	29984	29659	-325	-3276
19.09.2023	59.5	-37.5	179.5	29805	29984	29708	-276	-3276
20.09.2023	-408	-408	18	29397	29984	29397	-587	-3276
21.09.2023	-111	-210.5	7	29286	29984	29186.5	-797.5	-3276
22.09.2023	-44.5	-44.5	179.5	29241.5	29984	29241.5	-742.5	-3276
24.09.2023	26.5	-1	56.5	29268	29984	29240.5	-743.5	-3276
25.09.2023	177	0	212.5	29445	29984	29268	-716	-3276
26.09.2023	-219.5	-248.5	78	29225.5	29984	29196.5	-787.5	-3276
27.09.2023	74	-23.5	249	29299.5	29984	29202	-782	-3276
28.09.2023	45	-121.5	193.5	29344.5	29984	29178	-806	-3276
29.09.2023	56.5	-7.5	236.5	29401	29984	29337	-647	-3276
01.10.2023	42	-22.5	54.5	29443	29984	29378.5	-605.5	-3276
02.10.2023	-158	-161.5	40.5	29285	29984	29281.5	-702.5	-3276
03.10.2023	-202	-202	87.5	29083	29984	29083	-901	-3276
04.10.2023	258	-176	316	29341	29984	28907	-1077	-3276
05.10.2023	-10.5	-266	62	29330.5	29984	29075	-909	-3276
06.10.2023	143	-67	146	29473.5	29984	29263.5	-720.5	-3276
09.10.2023	220.5	-111	234	29694	29984	29362.5	-621.5	-3276
10.10.2023	-90.5	-136	24	29603.5	29984	29558	-426	-3276
11.10.2023	3.5	-121	85	29607	29984	29482.5	-501.5	-3276
12.10.2023	-104.5	-156	50	29502.5	29984	29451	-533	-3276
13.10.2023	-92	-92	190	29410.5	29984	29410.5	-573.5	-3276
15.10.2023	37	-2.5	64.5	29447.5	29984	29408	-576	-3276
16.10.2023	-232	-232	19	29215.5	29984	29215.5	-768.5	-3276
17.10.2023	-128.5	-145.5	24	29087	29984	29070	-914	-3276
18.10.2023	-492.5	-492.5	47	28594.5	29984	28594.5	-1389.5	-3276
19.10.2023	-115	-115	247.5	28479.5	29984	28479.5	-1504.5	-3276
20.10.2023	-248.5	-248.5	26	28231	29984	28231	-1753	-3276
22.10.2023	-24	-24	17	28207	29984	28207	-1777	-3276
23.10.2023	-193.5	-225	78	28013.5	29984	27982	-2002	-3276
24.10.2023	8.5	-50.5	122	28022	29984	27963	-2021	-3276
25.10.2023	-434	-455	21.5	27588	29984	27567	-2417	-3276
26.10.2023	15.5	-146	206.5	27603.5	29984	27442	-2542	-3276
27.10.2023	-34	-38.5	143	27569.5	29984	27565	-2419	-3276
30.10.2023	-129	-271.5	21	27440.5	29984	27298	-2686	-3276
31.10.2023	119	-95	147.5	27559.5	29984	27345.5	-2638.5	-3276
01.11.2023	26.5	-35.5	254	27586	29984	27524	-2460	-3276
02.11.2023	120.5	-28.5	152	27706.5	29984	27557.5	-2426.5	-3276
03.11.2023	166	-58	274	27872.5	29984	27648.5	-2335.5	-3276
05.11.2023	-9	-9	29.5	27863.5	29984	27863.5	-2120.5	-3276
06.11.2023	-74.5	-88	127	27789	29984	27775.5	-2208.5	-3276
07.11.2023	-4.5	-75	47.5	27784.5	29984	27714	-2270	-3276
08.11.2023	-76.5	-132	11	27708	29984	27652.5	-2331.5	-3276
09.11.2023	-80	-80	121.5	27628	29984	27628	-2356	-3276
10.11.2023	233.5	-7	236	27861.5	29984	27621	-2363	-3276
13.11.2023	-19.5	-117.5	18.5	27842	29984	27744	-2240	-3276
14.11.2023	-89.5	-150	49.5	27752.5	29984	27692	-2292	-3276
15.11.2023	-24.5	-110.5	123.5	27728	29984	27642	-2342	-3276
16.11.2023	15	-81	93	27743	29984	27647	-2337	-3276
17.11.2023	85.5	-39.5	132.5	27828.5	29984	27703.5	-2280.5	-3276
20.11.2023	293.5	-34.5	300	28122	29984	27794	-2190	-3276
21.11.2023	-97.5	-144	27.5	28024.5	29984	27978	-2006	-3276
22.11.2023	142	-6.5	240.5	28166.5	29984	28018	-1966	-3276
23.11.2023	-55.5	-55.5	63	28111	29984	28111	-1873	-3276
24.11.2023	-110	-110	41	28001	29984	28001	-1983	-3276
27.11.2023	2	-5.5	203	28003	29984	27995.5	-1988.5	-3276
28.11.2023	-82	-174.5	31	27921	29984	27828.5	-2155.5	-3276
29.11.2023	131	-25.5	132	28052	29984	27895.5	-2088.5	-3276
30.11.2023	-57.5	-57.5	63.5	27994.5	29984	27994.5	-1989.5	-3276
01.12.2023	-41	-243	6	27953.5	29984	27751.5	-2232.5	-3276
04.12.2023	6	-128	27.5	27959.5	29984	27825.5	-2158.5	-3276
05.12.2023	114	-104	118	28073.5	29984	27855.5	-2128.5	-3276
06.12.2023	21.5	-122	28.5	28095	29984	27951.5	-2032.5	-3276
07.12.2023	31	-154	116	28126	29984	27941	-2043	-3276
08.12.2023	195.5	-194.5	206.5	28321.5	29984	27931.5	-2052.5	-3276
10.12.2023	15.5	0	38	28337	29984	28321.5	-1662.5	-3276
11.12.2023	236.5	-30.5	266	28573.5	29984	28306.5	-1677.5	-3276
12.12.2023	177	-32	181	28750.5	29984	28541.5	-1442.5	-3276
13.12.2023	-55.5	-55.5	90.5	28695	29984	28695	-1289	-3276
14.12.2023	-323.5	-363.5	18.5	28371.5	29984	28331.5	-1652.5	-3276
15.12.2023	-1	-17	78.5	28370.5	29984	28354.5	-1629.5	-3276
18.12.2023	155	-39	176.5	28525.5	29984	28331.5	-1652.5	-3276
19.12.2023	139	-7.5	158	28664.5	29984	28518	-1466	-3276
20.12.2023	-53	-53	36.5	28611.5	29984	28611.5	-1372.5	-3276
21.12.2023	-113	-113	263	28498.5	29984	28498.5	-1485.5	-3276
22.12.2023	-1.5	-58	77.5	28497	29984	28440.5	-1543.5	-3276
26.12.2023	23	-49.5	44.5	28520	29984	28447.5	-1536.5	-3276
27.12.2023	35.5	-52	71	28555.5	29984	28468	-1516	-3276
28.12.2023	-31.5	-65.5	39.5	28524	29984	28490	-1494	-3276
29.12.2023	117	-2.5	125	28641	29984	28521.5	-1462.5	-3276
02.01.2024	100.5	-39.5	114.5	28741.5	29984	28601.5	-1382.5	-3276
03.01.2024	-115.5	-115.5	93.5	28626	29984	28626	-1358	-3276
04.01.2024	-92	-107	67.5	28534	29984	28519	-1465	-3276
05.01.2024	-141	-141	4	28393	29984	28393	-1591	-3276
08.01.2024	119	-155	122.5	28512	29984	28238	-1746	-3276
09.01.2024	-146.5	-182.5	12	28365.5	29984	28329.5	-1654.5	-3276
10.01.2024	49.5	-146.5	75.5	28415	29984	28219	-1765	-3276
11.01.2024	260	-2.5	281	28675	29984	28412.5	-1571.5	-3276
12.01.2024	-72.5	-138.5	49	28602.5	29984	28536.5	-1447.5	-3276
15.01.2024	-71	-71	112.5	28531.5	29984	28531.5	-1452.5	-3276
16.01.2024	-50.5	-180.5	163.5	28481	29984	28351	-1633	-3276
17.01.2024	29	-148	58.5	28510	29984	28333	-1651	-3276
18.01.2024	303	-56	309.5	28813	29984	28454	-1530	-3276
19.01.2024	-6.5	-21.5	149	28806.5	29984	28791.5	-1192.5	-3276
21.01.2024	24.5	0	59	28831	29984	28806.5	-1177.5	-3276
22.01.2024	-130	-187	44	28701	29984	28644	-1340	-3276
23.01.2024	-21.5	-91.5	36	28679.5	29984	28609.5	-1374.5	-3276
24.01.2024	255.5	-37.5	274.5	28935	29984	28642	-1342	-3276
25.01.2024	48.5	-69.5	174.5	28983.5	29984	28865.5	-1118.5	-3276
26.01.2024	-121.5	-156	84.5	28862	29984	28827.5	-1156.5	-3276
29.01.2024	176	-21	181	29038	29984	28841	-1143	-3276
30.01.2024	-149	-149	9	28889	29984	28889	-1095	-3276
31.01.2024	60	-79	270	28949	29984	28810	-1174	-3276
01.02.2024	-11	-222	74.5	28938	29984	28727	-1257	-3276
02.02.2024	164	-80.5	186.5	29102	29984	28857.5	-1126.5	-3276
04.02.2024	-60	-60	19	29042	29984	29042	-942	-3276
05.02.2024	280.5	-32	296	29322.5	29984	29010	-974	-3276
06.02.2024	-57	-65	147.5	29265.5	29984	29257.5	-726.5	-3276
07.02.2024	249.5	0	351.5	29515	29984	29265.5	-718.5	-3276
08.02.2024	-138.5	-138.5	27.5	29376.5	29984	29376.5	-607.5	-3276
09.02.2024	214	-7.5	214.5	29590.5	29984	29369	-615	-3276
12.02.2024	-2	-84	43	29588.5	29984	29506.5	-477.5	-3276
13.02.2024	-34	-180.5	50	29554.5	29984	29408	-576	-3276
14.02.2024	14	-94	74	29568.5	29984	29460.5	-523.5	-3276
15.02.2024	69.5	-55	120	29638	29984	29513.5	-470.5	-3276
16.02.2024	31.5	-43.5	234	29669.5	29984	29594.5	-389.5	-3276
19.02.2024	-112.5	-112.5	22.5	29557	29984	29557	-427	-3276
