Ticket	Entry_time	Exit_time	MAE	MFE	PNL
3	2010.06.10 03:03:40	2010.06.10 03:17:40	-9	4	-9
5	2010.06.10 04:38:01	2010.06.10 07:30:00	-8	39	35
7	2010.06.10 09:01:20	2010.06.10 12:00:00	-15	39	25
10	2010.06.10 14:10:00	2010.06.10 14:25:40	-15	4	-15
13	2010.06.10 15:32:40	2010.06.10 15:39:20	-17	5	-17
15	2010.06.10 16:12:40	2010.06.10 17:00:00	-7	72	66
19	2010.06.10 19:32:40	2010.06.10 19:44:40	-30	1	-30
21	2010.06.10 20:33:40	2010.06.10 22:30:00	-19	74	56
24	2010.06.11 02:26:40	2010.06.11 03:10:00	-8	0	-8
30	2010.06.11 06:38:30	2010.06.11 07:30:01	-2	7	7
33	2010.06.11 09:00:40	2010.06.11 12:30:00	-13	22	16
35	2010.06.11 13:31:40	2010.06.11 13:36:40	-11	3	-11
38	2010.06.11 15:19:40	2010.06.11 15:30:40	-14	0	-14
40	2010.06.11 16:55:40	2010.06.11 23:00:00	-17	98	88
43	2010.06.14 04:44:01	2010.06.14 04:56:01	-8	1	-8
47	2010.06.14 08:04:01	2010.06.14 09:00:00	1	15	10
49	2010.06.14 11:19:20	2010.06.14 12:30:00	-5	22	16
54	2010.06.14 14:47:00	2010.06.14 15:30:00	0	24	15
56	2010.06.14 18:06:20	2010.06.14 19:40:40	-21	17	-21
59	2010.06.14 20:37:40	2010.06.14 20:57:40	-26	4	-26
64	2010.06.15 01:31:01	2010.06.15 01:46:30	-5	5	-5
67	2010.06.15 05:28:00	2010.06.15 09:14:20	-15	11	-15
70	2010.06.15 10:02:40	2010.06.15 11:30:00	-5	24	15
72	2010.06.15 12:34:40	2010.06.15 17:00:00	-29	68	52
74	2010.06.15 17:37:40	2010.06.15 20:00:00	-14	37	34
76	2010.06.15 22:17:40	2010.06.15 23:00:00	0	28	16
80	2010.06.16 02:40:01	2010.06.16 03:19:40	-7	0	-7
82	2010.06.16 03:33:40	2010.06.16 05:12:00	-4	5	-4
84	2010.06.16 06:44:00	2010.06.16 07:05:40	-5	3	-5
87	2010.06.16 08:36:00	2010.06.16 08:59:40	-5	2	-5
91	2010.06.16 11:58:40	2010.06.16 12:16:40	-15	0	-15
93	2010.06.16 12:46:00	2010.06.16 15:05:40	-16	14	-16
95	2010.06.16 16:04:40	2010.06.16 17:00:00	-6	50	47
97	2010.06.16 18:07:40	2010.06.16 21:00:00	1	45	45
102	2010.06.17 02:45:01	2010.06.17 02:51:40	-7	0	-7
104	2010.06.17 04:06:01	2010.06.17 04:21:40	-5	0	-5
111	2010.06.17 08:30:40	2010.06.17 08:32:30	-3	0	-3
114	2010.06.17 10:32:40	2010.06.17 11:30:00	-11	15	15
116	2010.06.17 14:00:40	2010.06.17 15:30:40	-11	21	-11
120	2010.06.17 20:55:40	2010.06.17 21:42:40	-23	19	-23
123	2010.06.17 22:33:40	2010.06.17 23:30:00	-9	27	24
126	2010.06.18 02:35:40	2010.06.18 02:43:40	-3	2	-3
128	2010.06.18 03:46:40	2010.06.18 05:30:30	-5	8	7
133	2010.06.18 10:27:40	2010.06.18 13:37:40	-15	19	-15
135	2010.06.18 14:00:40	2010.06.18 15:29:40	-13	14	-13
137	2010.06.18 16:23:40	2010.06.18 18:00:00	-23	49	44
140	2010.06.18 19:02:40	2010.06.18 19:20:40	-23	0	-23
143	2010.06.18 21:13:40	2010.06.18 22:10:20	-24	5	-24
145	2010.06.18 22:56:20	2010.06.21 01:30:00	-17	80	65
148	2010.06.21 05:47:40	2010.06.21 06:30:01	-1	22	22
151	2010.06.21 08:18:40	2010.06.21 10:00:00	-5	23	21
153	2010.06.21 10:36:40	2010.06.21 10:48:40	-9	1	-9
158	2010.06.21 13:06:00	2010.06.21 14:29:40	-11	6	-11
162	2010.06.21 16:11:00	2010.06.21 16:43:20	-22	10	-22
168	2010.06.21 21:15:40	2010.06.21 21:49:40	-40	1	-40
172	2010.06.22 02:05:30	2010.06.22 03:04:40	-6	0	-6
174	2010.06.22 03:38:40	2010.06.22 04:30:00	-3	29	22
181	2010.06.22 09:32:40	2010.06.22 12:14:40	-17	15	-17
184	2010.06.22 13:20:40	2010.06.22 16:00:00	-6	30	28
186	2010.06.22 17:53:40	2010.06.22 21:10:20	-48	29	-48
193	2010.06.23 01:39:00	2010.06.23 03:40:40	-7	7	-7
195	2010.06.23 04:54:40	2010.06.23 11:00:00	-8	17	12
198	2010.06.23 13:00:00	2010.06.23 14:46:40	-8	10	-8
200	2010.06.23 15:09:40	2010.06.23 15:36:40	-9	11	-9
206	2010.06.23 19:37:40	2010.06.23 21:00:00	-6	31	28
212	2010.06.24 02:11:20	2010.06.24 02:42:40	-7	4	-7
214	2010.06.24 03:32:40	2010.06.24 06:30:01	-5	14	11
216	2010.06.24 08:19:40	2010.06.24 08:36:40	-7	0	-7
218	2010.06.24 09:28:20	2010.06.24 10:05:40	-14	3	-14
223	2010.06.24 12:07:20	2010.06.24 13:30:01	-5	18	15
225	2010.06.24 14:07:40	2010.06.24 14:22:40	-7	2	-7
228	2010.06.24 15:30:40	2010.06.24 16:00:00	2	27	14
232	2010.06.24 18:40:40	2010.06.24 21:00:00	-22	63	57
237	2010.06.24 23:09:40	2010.06.24 23:30:00	-5	9	-5
239	2010.06.25 01:04:40	2010.06.25 01:42:30	-5	1	-5
241	2010.06.25 02:58:00	2010.06.25 03:16:40	-7	1	-7
244	2010.06.25 04:12:40	2010.06.25 06:44:40	-13	17	-13
247	2010.06.25 08:00:40	2010.06.25 10:12:20	-12	10	-12
253	2010.06.25 13:16:40	2010.06.25 14:30:00	-6	28	27
256	2010.06.25 16:11:40	2010.06.25 16:35:40	-40	2	-40
260	2010.06.25 18:34:20	2010.06.25 21:00:00	-30	69	52
264	2010.06.25 22:34:40	2010.06.25 22:50:40	-32	5	-32
267	2010.06.28 01:00:40	2010.06.28 16:34:40	-26	28	-26
269	2010.06.28 18:00:40	2010.06.28 23:30:00	-40	33	-31
271	2010.06.29 02:16:40	2010.06.29 03:30:01	-7	18	18
273	2010.06.29 04:35:20	2010.06.29 04:41:20	-6	0	-6
286	2010.06.29 13:16:40	2010.06.29 14:34:40	-23	11	-23
291	2010.06.29 18:11:40	2010.06.29 22:19:40	-81	3	-81
295	2010.06.30 01:35:59	2010.06.30 04:00:00	-5	16	15
297	2010.06.30 04:35:40	2010.06.30 05:30:00	-4	13	12
300	2010.06.30 07:06:00	2010.06.30 08:00:40	-6	4	-6
302	2010.06.30 08:40:00	2010.06.30 12:14:20	-13	14	-13
309	2010.06.30 16:42:40	2010.06.30 19:00:00	-13	42	28
319	2010.07.01 02:11:40	2010.07.01 03:30:00	-6	18	13
325	2010.07.01 07:17:40	2010.07.01 08:30:00	-4	16	15
328	2010.07.01 10:00:40	2010.07.01 10:23:40	-13	7	-13
331	2010.07.01 11:13:40	2010.07.01 13:30:01	-9	18	15
334	2010.07.01 15:27:40	2010.07.01 15:30:40	-14	2	-14
338	2010.07.01 18:25:40	2010.07.01 23:30:00	-10	85	44
340	2010.07.02 04:58:00	2010.07.02 10:22:40	-28	18	-28
343	2010.07.02 11:07:20	2010.07.02 15:00:00	-4	28	27
352	2010.07.02 20:32:40	2010.07.02 22:30:00	-10	51	40
357	2010.07.05 02:31:40	2010.07.05 03:30:00	-2	20	10
360	2010.07.05 05:17:40	2010.07.05 08:18:00	-13	10	-13
362	2010.07.05 08:33:30	2010.07.05 09:30:00	-1	13	13
365	2010.07.05 11:24:40	2010.07.05 18:18:40	-16	15	-16
367	2010.07.06 01:23:40	2010.07.06 02:08:40	-18	6	-18
370	2010.07.06 05:03:40	2010.07.06 08:00:00	-2	43	43
372	2010.07.06 11:37:40	2010.07.06 13:00:00	-1	28	23
374	2010.07.06 15:15:40	2010.07.06 16:40:40	-13	21	-13
376	2010.07.06 17:02:40	2010.07.06 19:27:40	-38	29	-38
382	2010.07.06 22:43:40	2010.07.06 23:30:00	-17	32	25
389	2010.07.07 05:32:40	2010.07.07 07:18:40	-11	11	-11
391	2010.07.07 07:46:01	2010.07.07 10:00:00	-3	17	11
395	2010.07.07 13:44:20	2010.07.07 14:30:00	-1	23	23
397	2010.07.07 15:33:40	2010.07.07 15:38:40	-13	4	-13
399	2010.07.07 16:22:40	2010.07.07 17:00:00	-2	46	37
401	2010.07.07 18:35:40	2010.07.07 18:54:40	-33	2	-33
404	2010.07.07 20:12:40	2010.07.07 20:30:00	3	34	29
406	2010.07.07 21:54:40	2010.07.07 22:30:00	-9	26	25
408	2010.07.08 01:00:40	2010.07.08 02:46:40	-4	12	-4
411	2010.07.08 03:57:40	2010.07.08 04:30:00	-5	16	12
414	2010.07.08 05:30:40	2010.07.08 06:10:40	-7	2	-7
416	2010.07.08 06:38:30	2010.07.08 07:51:30	-8	1	-8
421	2010.07.08 10:33:40	2010.07.08 11:16:20	-11	0	-11
424	2010.07.08 12:16:00	2010.07.08 15:30:00	-6	18	15
430	2010.07.08 20:10:20	2010.07.08 21:13:20	-30	14	-30
432	2010.07.08 21:58:40	2010.07.08 23:30:00	-22	57	47
438	2010.07.09 04:21:00	2010.07.09 05:00:00	-2	9	5
441	2010.07.09 08:02:40	2010.07.09 09:06:40	-8	8	-8
443	2010.07.09 09:44:40	2010.07.09 10:05:40	-8	1	-8
446	2010.07.09 11:14:40	2010.07.09 11:49:40	-16	3	-16
448	2010.07.09 13:04:01	2010.07.09 15:16:20	-16	8	-16
451	2010.07.09 16:06:40	2010.07.09 17:00:00	-11	33	19
453	2010.07.09 18:39:40	2010.07.09 23:00:00	-18	38	36
457	2010.07.12 03:18:20	2010.07.12 03:53:40	-8	0	-8
459	2010.07.12 05:17:40	2010.07.12 08:01:20	-15	1	-15
463	2010.07.12 09:53:00	2010.07.12 10:18:40	-10	4	-10
465	2010.07.12 11:16:40	2010.07.12 16:00:00	-18	21	19
470	2010.07.12 19:07:40	2010.07.12 20:30:00	-10	26	23
472	2010.07.12 22:41:40	2010.07.12 23:30:00	-19	4	-7
475	2010.07.13 03:02:40	2010.07.13 03:30:00	-1	14	8
482	2010.07.13 07:30:00	2010.07.13 07:53:40	-12	0	-12
486	2010.07.13 09:13:40	2010.07.13 09:14:40	-5	0	-5
488	2010.07.13 09:42:00	2010.07.13 11:00:00	-6	21	6
491	2010.07.13 14:26:40	2010.07.13 14:49:20	-7	3	-7
493	2010.07.13 15:17:40	2010.07.13 16:29:40	-10	13	-10
497	2010.07.13 18:06:40	2010.07.13 22:00:00	-4	51	50
499	2010.07.13 23:30:00	2010.07.13 23:30:00	43	43	43
501	2010.07.14 03:27:40	2010.07.14 09:01:40	-6	9	-6
505	2010.07.14 10:35:40	2010.07.14 12:33:40	-10	5	-10
507	2010.07.14 13:24:40	2010.07.14 14:00:40	-12	0	-12
509	2010.07.14 14:31:40	2010.07.14 15:14:40	-17	1	-17
513	2010.07.14 16:32:40	2010.07.14 16:42:40	-14	16	-14
515	2010.07.14 17:21:40	2010.07.14 21:01:20	-34	40	-34
517	2010.07.14 21:53:40	2010.07.14 23:30:00	-23	20	7
526	2010.07.15 07:34:40	2010.07.15 07:56:00	-9	0	-9
531	2010.07.15 11:25:40	2010.07.15 13:30:00	-5	36	25
534	2010.07.15 15:07:40	2010.07.15 15:30:40	-10	17	-10
540	2010.07.15 20:08:40	2010.07.15 21:30:00	-4	27	25
542	2010.07.15 22:32:40	2010.07.15 22:34:40	-21	1	-21
544	2010.07.16 02:47:40	2010.07.16 02:58:01	-5	0	-5
548	2010.07.16 05:31:01	2010.07.16 05:50:40	-10	3	-10
552	2010.07.16 07:09:30	2010.07.16 07:23:20	-9	1	-9
557	2010.07.16 09:02:40	2010.07.16 09:12:40	-7	1	-7
560	2010.07.16 12:14:40	2010.07.16 13:00:00	-7	17	17
562	2010.07.16 14:04:40	2010.07.16 14:39:20	-12	1	-12
565	2010.07.16 15:36:40	2010.07.16 16:00:20	-17	5	-17
573	2010.07.16 20:18:20	2010.07.16 20:27:40	-20	3	-20
575	2010.07.16 20:33:40	2010.07.16 20:46:40	-31	15	-31
582	2010.07.19 02:05:40	2010.07.19 23:30:00	-35	80	16
585	2010.07.20 01:33:40	2010.07.20 03:00:00	-4	13	12
588	2010.07.20 05:13:00	2010.07.20 06:00:00	0	17	12
590	2010.07.20 08:16:40	2010.07.20 08:37:00	-10	13	-10
592	2010.07.20 09:22:00	2010.07.20 10:13:40	-22	2	-22
598	2010.07.20 14:30:40	2010.07.20 15:05:40	-28	1	-28
600	2010.07.20 16:21:00	2010.07.20 16:36:40	-33	5	-33
603	2010.07.20 19:47:40	2010.07.20 21:00:00	-6	79	76
605	2010.07.20 21:51:40	2010.07.20 23:00:00	-20	55	53
609	2010.07.21 02:34:00	2010.07.21 03:10:40	-6	4	-6
612	2010.07.21 04:26:01	2010.07.21 05:10:40	-6	8	-6
616	2010.07.21 07:48:59	2010.07.21 08:24:01	-9	0	-9
619	2010.07.21 09:04:40	2010.07.21 10:01:20	-4	8	-4
621	2010.07.21 12:16:40	2010.07.21 13:28:40	-16	6	-16
623	2010.07.21 13:59:40	2010.07.21 16:00:00	-8	29	27
627	2010.07.21 18:41:40	2010.07.21 21:10:40	-37	39	-37
632	2010.07.22 01:18:01	2010.07.22 05:40:40	-9	12	-9
635	2010.07.22 07:11:40	2010.07.22 07:28:20	-7	3	-7
637	2010.07.22 08:01:01	2010.07.22 08:10:00	-4	2	-4
639	2010.07.22 09:31:40	2010.07.22 10:30:00	-7	18	17
641	2010.07.22 11:32:40	2010.07.22 12:00:00	-2	37	33
643	2010.07.22 13:46:40	2010.07.22 15:08:40	-18	0	-18
645	2010.07.22 15:54:40	2010.07.22 16:30:00	-3	18	16
648	2010.07.22 21:06:40	2010.07.22 22:36:40	-20	23	-20
652	2010.07.23 04:41:30	2010.07.23 04:58:20	-10	0	-10
655	2010.07.23 05:58:01	2010.07.23 08:51:40	-13	18	-13
657	2010.07.23 10:34:40	2010.07.23 16:16:40	-28	31	-28
659	2010.07.23 16:42:40	2010.07.23 16:58:40	-36	11	-36
661	2010.07.23 17:31:40	2010.07.23 19:44:40	-55	11	-55
663	2010.07.23 21:54:40	2010.07.23 22:42:40	-30	4	-30
665	2010.07.26 03:24:40	2010.07.26 04:30:00	-3	31	23
671	2010.07.26 09:30:40	2010.07.26 10:00:40	-8	5	-8
675	2010.07.26 13:01:20	2010.07.26 14:09:40	-12	5	-12
678	2010.07.26 15:54:40	2010.07.26 16:34:40	-14	24	-14
680	2010.07.26 17:01:40	2010.07.26 23:00:00	-17	50	45
684	2010.07.27 03:09:40	2010.07.27 03:11:40	-3	1	-3
689	2010.07.27 07:46:40	2010.07.27 07:53:40	-4	0	-4
692	2010.07.27 12:59:40	2010.07.27 16:48:40	-11	20	-11
696	2010.07.27 19:03:40	2010.07.27 20:29:40	-31	13	-31
698	2010.07.27 20:49:40	2010.07.27 22:30:00	-11	28	26
702	2010.07.28 02:42:20	2010.07.28 03:30:01	-2	5	4
704	2010.07.28 04:15:40	2010.07.28 04:28:59	-6	1	-6
706	2010.07.28 05:45:40	2010.07.28 08:31:01	-3	16	16
708	2010.07.28 10:02:40	2010.07.28 10:55:40	-10	4	-10
711	2010.07.28 11:34:00	2010.07.28 12:48:20	-9	1	-9
714	2010.07.28 14:22:00	2010.07.28 15:31:40	-24	10	-24
716	2010.07.28 16:35:40	2010.07.28 17:31:40	-41	12	-41
720	2010.07.28 20:00:40	2010.07.28 20:26:40	-22	0	-22
723	2010.07.28 21:05:40	2010.07.28 21:15:40	-17	2	-17
727	2010.07.28 22:31:40	2010.07.28 23:30:00	-8	6	-4
730	2010.07.29 04:33:40	2010.07.29 05:29:40	-10	1	-10
732	2010.07.29 06:30:00	2010.07.29 09:00:00	-4	17	16
735	2010.07.29 11:08:40	2010.07.29 16:00:00	-6	25	24
742	2010.07.29 19:59:40	2010.07.29 21:00:00	-5	55	40
749	2010.07.30 05:02:40	2010.07.30 06:03:40	-8	6	-8
751	2010.07.30 08:02:40	2010.07.30 10:00:00	-1	21	15
757	2010.07.30 13:18:40	2010.07.30 15:29:20	-11	11	-11
761	2010.07.30 17:01:40	2010.07.30 18:00:00	2	82	62
763	2010.07.30 19:46:40	2010.07.30 20:18:40	-32	3	-32
766	2010.07.30 21:15:40	2010.07.30 22:30:00	-4	66	52
768	2010.08.02 01:00:20	2010.08.02 11:30:00	-28	48	44
770	2010.08.02 12:58:40	2010.08.02 16:32:40	-12	13	-12
772	2010.08.02 17:00:40	2010.08.02 17:30:00	14	49	39
774	2010.08.02 18:26:40	2010.08.02 19:47:40	-21	8	-21
776	2010.08.02 20:21:40	2010.08.02 23:30:00	-13	24	-8
779	2010.08.03 01:44:59	2010.08.03 03:00:00	-2	4	2
781	2010.08.03 04:18:40	2010.08.03 04:34:01	-6	0	-6
785	2010.08.03 06:45:40	2010.08.03 07:29:40	-3	2	-3
787	2010.08.03 07:42:20	2010.08.03 07:52:00	-5	0	-5
789	2010.08.03 09:26:40	2010.08.03 10:00:40	-8	7	-8
791	2010.08.03 10:59:40	2010.08.03 12:00:00	-4	11	7
794	2010.08.03 15:13:40	2010.08.03 16:45:40	-18	13	-18
797	2010.08.03 17:32:40	2010.08.03 19:00:00	-8	45	37
801	2010.08.03 23:06:40	2010.08.03 23:30:00	-1	9	1
805	2010.08.04 04:03:40	2010.08.04 07:17:00	-9	10	-9
808	2010.08.04 08:35:20	2010.08.04 08:38:01	-3	0	-3
810	2010.08.04 09:44:00	2010.08.04 10:20:40	-9	7	-9
815	2010.08.04 12:06:40	2010.08.04 12:34:40	-12	0	-12
817	2010.08.04 14:00:40	2010.08.04 14:30:00	-4	16	13
819	2010.08.04 15:15:40	2010.08.04 15:30:00	0	34	31
822	2010.08.04 16:32:40	2010.08.04 17:10:40	-10	33	-10
825	2010.08.04 19:10:40	2010.08.04 20:24:40	-17	21	-17
827	2010.08.04 21:31:40	2010.08.04 23:30:00	-15	15	0
830	2010.08.05 02:40:30	2010.08.05 03:30:01	0	9	9
835	2010.08.05 08:27:00	2010.08.05 08:30:01	0	7	5
838	2010.08.05 10:05:00	2010.08.05 10:11:20	-7	1	-7
841	2010.08.05 11:33:40	2010.08.05 12:30:00	0	14	13
843	2010.08.05 13:07:40	2010.08.05 13:08:40	-3	1	-3
848	2010.08.05 16:31:40	2010.08.05 16:33:40	-13	3	-13
851	2010.08.05 20:31:40	2010.08.05 21:00:00	-4	19	15
853	2010.08.05 21:42:20	2010.08.05 21:54:20	-10	0	-10
855	2010.08.05 22:04:40	2010.08.05 22:34:40	-13	6	-13
859	2010.08.06 03:41:00	2010.08.06 03:51:01	-2	1	-2
861	2010.08.06 04:55:01	2010.08.06 05:19:40	-4	3	-4
864	2010.08.06 06:27:00	2010.08.06 07:02:00	0	13	12
867	2010.08.06 08:56:00	2010.08.06 10:30:00	-5	11	8
871	2010.08.06 13:31:00	2010.08.06 15:30:40	-15	15	-15
874	2010.08.06 16:33:40	2010.08.06 17:00:00	-2	66	64
878	2010.08.06 19:46:40	2010.08.06 22:00:00	-14	56	52
883	2010.08.09 04:16:40	2010.08.09 08:30:00	-3	17	17
885	2010.08.09 10:33:40	2010.08.09 16:45:40	-12	22	-12
888	2010.08.09 20:54:40	2010.08.09 22:00:00	-4	26	25
892	2010.08.10 01:20:40	2010.08.10 02:34:30	-4	1	-4
895	2010.08.10 05:09:20	2010.08.10 05:33:00	-6	0	-6
901	2010.08.10 10:09:40	2010.08.10 10:27:40	-7	3	-7
904	2010.08.10 11:31:40	2010.08.10 12:12:40	-19	1	-19
906	2010.08.10 12:48:40	2010.08.10 15:16:40	-12	12	-12
910	2010.08.10 18:29:40	2010.08.10 20:20:40	-21	15	-21
912	2010.08.10 21:15:40	2010.08.10 22:00:00	-6	72	51
921	2010.08.11 05:05:40	2010.08.11 07:59:40	-10	14	-10
930	2010.08.11 13:56:20	2010.08.11 16:30:40	-20	7	-20
934	2010.08.11 18:39:40	2010.08.11 19:44:00	-28	3	-28
936	2010.08.11 20:07:40	2010.08.11 23:30:00	-24	23	-24
938	2010.08.12 03:14:40	2010.08.12 16:14:40	-51	49	-51
940	2010.08.12 16:34:40	2010.08.12 17:00:00	-8	44	34
943	2010.08.12 19:32:40	2010.08.12 20:41:40	-21	13	-21
945	2010.08.12 22:02:40	2010.08.12 23:30:00	-22	18	-11
947	2010.08.13 01:49:59	2010.08.13 04:02:01	-2	19	5
949	2010.08.13 06:47:00	2010.08.13 09:30:00	-3	24	19
951	2010.08.13 10:00:40	2010.08.13 10:13:40	-9	0	-9
958	2010.08.13 14:15:20	2010.08.13 14:20:40	-10	0	-10
960	2010.08.13 15:01:40	2010.08.13 15:18:40	-13	0	-13
962	2010.08.13 15:30:20	2010.08.13 15:32:40	-20	6	-20
966	2010.08.13 19:05:40	2010.08.13 22:47:40	-15	24	-15
969	2010.08.16 01:00:40	2010.08.16 01:06:40	-12	1	-12
976	2010.08.16 04:35:40	2010.08.16 06:00:00	-1	21	18
978	2010.08.16 07:13:40	2010.08.16 07:30:00	-2	20	16
980	2010.08.16 08:22:00	2010.08.16 09:30:00	-2	12	9
987	2010.08.16 15:03:40	2010.08.16 15:18:40	-14	1	-14
989	2010.08.16 15:34:40	2010.08.16 16:21:40	-17	8	-17
991	2010.08.16 16:40:40	2010.08.16 17:30:00	-2	53	47
993	2010.08.16 18:56:20	2010.08.16 21:10:40	-25	20	-25
1000	2010.08.17 03:07:01	2010.08.17 03:18:00	-8	3	-8
1002	2010.08.17 04:16:40	2010.08.17 04:30:00	0	14	11
1004	2010.08.17 08:31:20	2010.08.17 09:33:20	-9	3	-9
1006	2010.08.17 10:20:40	2010.08.17 12:00:00	-2	21	19
1008	2010.08.17 13:16:40	2010.08.17 14:01:20	-13	3	-13
1010	2010.08.17 14:35:40	2010.08.17 15:30:40	-9	1	-9
1012	2010.08.17 20:10:20	2010.08.17 20:30:00	-3	25	21
1017	2010.08.18 01:35:40	2010.08.18 03:36:40	-8	0	-8
1021	2010.08.18 06:05:40	2010.08.18 06:10:00	-6	0	-6
1024	2010.08.18 07:01:00	2010.08.18 08:30:00	-3	13	12
1026	2010.08.18 09:36:00	2010.08.18 10:03:40	-12	1	-12
1029	2010.08.18 12:08:40	2010.08.18 18:30:00	-21	44	29
1036	2010.08.19 02:11:01	2010.08.19 02:59:40	-12	0	-12
1038	2010.08.19 03:15:40	2010.08.19 05:35:40	-12	8	-12
1040	2010.08.19 07:13:40	2010.08.19 09:00:00	-1	14	14
1042	2010.08.19 10:00:40	2010.08.19 10:17:40	-7	9	-7
1046	2010.08.19 11:30:40	2010.08.19 13:30:00	-2	36	34
1049	2010.08.19 14:59:40	2010.08.19 15:30:00	-3	15	8
1058	2010.08.19 21:23:40	2010.08.19 22:30:00	-6	38	21
1061	2010.08.20 01:00:40	2010.08.20 02:38:01	-7	1	-7
1063	2010.08.20 03:32:40	2010.08.20 05:32:40	-7	7	-7
1068	2010.08.20 08:16:40	2010.08.20 10:30:00	-5	30	9
1075	2010.08.20 14:08:40	2010.08.20 16:00:00	-5	16	16
