Ticket	Entry_time	Exit_time	MAE	MFE	PNL	Unnamed: 6
102	2020-03-09 17:17:40	2020.03.09 18:00:00	-72.5	173.0	116.5	89.25
108	2020-03-11 14:20:40	2020.03.11 14:32:40	-106.5	10.0	-106.5	53.25
105	2020-03-11 14:20:40	2020.03.11 14:32:40	-106.5	10.0	-106.5	53.25
117	2020-03-19 14:42:20	2020.03.19 15:40:40	-152.0	165.0	-152.0	76.0
120	2020-03-19 14:42:20	2020.03.19 15:00:00	-32.0	102.5	87.0	76.0
122	2020-03-19 17:23:40	2020.03.19 17:30:00	-53.5	111.5	96.5	186.5
119	2020-03-19 17:23:40	2020.03.19 22:44:40	-373.0	250.0	-373.0	186.5
123	2020-03-23 14:00:40	2020.03.23 14:30:00	41.5	1005.0	721.0	48.75
126	2020-03-23 14:00:40	2020.03.23 14:30:00	41.5	1005.0	721.0	48.75
131	2020-03-24 14:48:40	2020.03.24 15:00:00	-24.5	113.5	84.5	66.0
128	2020-03-24 14:48:40	2020.03.24 16:30:00	-24.5	321.5	247.0	66.0
130	2020-03-24 17:36:20	2020.03.24 19:52:40	-148.0	195.5	-148.0	74.0
133	2020-03-24 17:36:20	2020.03.24 18:00:00	-49.5	68.0	44.0	74.0
132	2020-03-25 14:06:40	2020.03.25 16:04:20	-178.5	315.0	-178.5	89.25
135	2020-03-25 14:06:40	2020.03.25 15:00:00	-105.0	57.5	30.5	89.25
139	2020-03-26 14:30:40	2020.03.26 15:00:00	-14.0	225.0	197.5	52.25
136	2020-03-26 14:30:40	2020.03.26 15:00:00	-14.0	225.0	197.5	52.25
141	2020-03-27 14:30:20	2020.03.27 15:09:40	-107.5	32.0	-107.5	53.75
138	2020-03-27 14:30:20	2020.03.27 15:09:40	-107.5	32.0	-107.5	53.75
145	2020-03-31 17:06:40	2020.03.31 17:30:00	0.5	198.0	165.5	77.75
142	2020-03-31 17:06:40	2020.03.31 22:14:40	-155.5	240.5	-155.5	77.75
149	2020-04-02 14:34:40	2020.04.02 15:00:00	-16.0	60.0	46.5	25.75
146	2020-04-02 14:34:40	2020.04.02 15:35:40	-51.5	81.5	-51.5	25.75
158	2020-04-14 14:38:40	2020.04.14 16:00:00	-7.0	97.0	84.5	22.0
161	2020-04-14 14:38:40	2020.04.14 15:00:00	-7.0	54.0	36.5	22.0
163	2020-04-15 17:49:40	2020.04.15 21:30:00	-98.0	122.5	105.0	80.5
160	2020-04-15 17:49:40	2020.04.15 23:30:00	-98.0	178.5	52.0	80.5
167	2020-04-16 17:49:40	2020.04.16 18:30:00	-38.5	139.0	113.5	58.5
164	2020-04-16 17:49:40	2020.04.16 19:31:40	-117.0	175.0	-117.0	58.5
176	2020-04-22 14:57:20	2020.04.22 15:07:40	-38.0	3.5	-38.0	19.0
173	2020-04-22 14:57:20	2020.04.22 15:07:40	-38.0	3.5	-38.0	19.0
178	2020-04-22 17:32:20	2020.04.22 20:00:00	-61.0	61.5	33.0	47.25
175	2020-04-22 17:32:20	2020.04.22 23:30:00	-61.0	214.0	87.5	47.25
177	2020-04-23 14:06:40	2020.04.23 16:00:00	-24.0	116.5	112.5	23.5
180	2020-04-23 14:06:40	2020.04.23 15:00:00	-11.5	24.0	14.0	23.5
180	2020-04-24 17:38:40	2020.04.24 23:30:00	-114.5	226.5	202.0	84.0
183	2020-04-24 17:38:40	2020.04.24 20:00:00	-114.5	52.5	32.5	84.0
185	2020-04-27 14:45:40	2020.04.27 16:22:40	-42.0	19.5	-42.0	21.0
182	2020-04-27 14:45:40	2020.04.27 16:22:40	-42.0	19.5	-42.0	21.0
190	2020-04-30 14:40:40	2020.04.30 14:59:20	-37.0	25.5	-37.0	18.5
193	2020-04-30 14:40:40	2020.04.30 14:59:20	-37.0	25.5	-37.0	18.5
197	2020-05-01 14:46:40	2020.05.01 15:00:00	-7.5	20.5	12.0	28.0
194	2020-05-01 14:46:40	2020.05.01 17:00:00	-35.0	134.5	106.5	28.0
197	2020-05-04 14:31:40	2020.05.04 17:00:00	-5.0	151.5	138.5	16.25
200	2020-05-04 14:31:40	2020.05.04 15:00:00	1.5	59.0	28.0	16.25
205	2020-05-06 17:45:40	2020.05.06 21:00:00	-76.0	55.0	25.0	60.0
202	2020-05-06 17:45:40	2020.05.06 22:49:40	-120.0	55.0	-120.0	60.0
205	2020-05-07 14:38:40	2020.05.07 16:36:40	-34.5	60.0	-34.5	17.25
208	2020-05-07 14:38:40	2020.05.07 15:00:00	-5.0	41.0	28.5	17.25
212	2020-05-08 17:16:40	2020.05.08 17:30:00	-4.5	38.5	29.5	51.75
209	2020-05-08 17:16:40	2020.05.08 23:30:00	-34.5	110.0	100.5	51.75
211	2020-05-12 14:07:40	2020.05.12 16:35:40	-27.0	83.5	-27.0	13.5
214	2020-05-12 14:07:40	2020.05.12 14:30:00	1.5	39.5	36.0	13.5
215	2020-05-13 14:30:40	2020.05.13 16:00:40	-32.0	38.0	-32.0	16.0
218	2020-05-13 14:30:40	2020.05.13 15:00:00	-15.5	38.0	22.5	16.0
217	2020-05-13 17:02:40	2020.05.13 18:38:20	-197.5	122.5	-197.5	98.75
220	2020-05-13 17:02:40	2020.05.13 17:30:00	-5.0	84.0	75.0	98.75
222	2020-05-14 17:49:40	2020.05.14 23:00:00	-59.0	337.5	331.5	69.5
225	2020-05-14 17:49:40	2020.05.14 19:30:00	-59.0	108.5	22.5	69.5
229	2020-05-18 14:30:40	2020.05.18 15:00:00	-27.5	93.5	88.0	16.25
226	2020-05-18 14:30:40	2020.05.18 15:00:00	-27.5	93.5	88.0	16.25
228	2020-05-18 17:25:40	2020.05.18 23:30:00	-17.5	129.0	54.5	60.5
231	2020-05-18 17:25:40	2020.05.18 18:00:00	-17.5	70.5	67.0	60.5
232	2020-05-21 14:00:40	2020.05.21 14:30:00	-3.5	51.0	46.0	10.0
235	2020-05-21 14:00:40	2020.05.21 14:30:00	-3.5	51.0	46.0	10.0
237	2020-05-25 14:49:20	2020.05.25 15:12:40	-23.0	1.5	-23.0	11.5
240	2020-05-25 14:49:20	2020.05.25 15:12:40	-23.0	1.5	-23.0	11.5
242	2020-05-25 17:36:40	2020.05.25 18:00:00	-7.0	12.5	4.5	8.5
239	2020-05-25 17:36:40	2020.05.26 01:00:40	-17.0	21.5	-17.0	8.5
254	2020-06-02 17:20:40	2020.06.02 17:46:40	-94.5	12.0	-94.5	47.25
251	2020-06-02 17:20:40	2020.06.02 17:46:40	-94.5	12.0	-94.5	47.25
253	2020-06-03 14:55:40	2020.06.03 15:39:40	-39.0	5.0	-39.0	19.5
256	2020-06-03 14:55:40	2020.06.03 15:39:40	-39.0	5.0	-39.0	19.5
259	2020-06-04 14:45:40	2020.06.04 15:30:00	-12.0	22.5	7.0	13.75
256	2020-06-04 14:45:40	2020.06.04 15:33:40	-27.5	22.5	-27.5	13.75
262	2020-06-08 17:40:40	2020.06.08 18:00:00	6.0	45.5	26.5	41.0
259	2020-06-08 17:40:40	2020.06.08 21:30:00	6.0	169.5	165.0	41.0
264	2020-06-09 14:47:40	2020.06.09 15:30:00	-7.0	24.0	8.5	24.0
261	2020-06-09 14:47:40	2020.06.09 17:00:00	-7.0	128.5	100.0	24.0
266	2020-06-11 17:33:40	2020.06.11 17:55:40	-117.0	19.5	-117.0	58.5
269	2020-06-11 17:33:40	2020.06.11 17:55:40	-117.0	19.5	-117.0	58.5
271	2020-06-12 14:01:40	2020.06.12 15:01:40	-65.0	17.0	-65.0	32.5
268	2020-06-12 14:01:40	2020.06.12 15:01:40	-65.0	17.0	-65.0	32.5
274	2020-06-15 14:26:40	2020.06.15 17:00:00	-76.0	157.5	149.5	44.25
271	2020-06-15 14:26:40	2020.06.15 18:30:00	-76.0	235.0	195.5	44.25
274	2020-06-16 14:48:20	2020.06.16 16:00:00	-8.5	171.5	151.5	26.25
278	2020-06-16 14:48:20	2020.06.16 15:00:00	-8.5	21.0	14.5	26.25
276	2020-06-16 17:18:20	2020.06.16 17:41:40	-112.5	10.0	-112.5	56.25
280	2020-06-16 17:18:20	2020.06.16 17:41:40	-112.5	10.0	-112.5	56.25
280	2020-06-17 17:52:40	2020.06.17 23:30:00	-101.0	106.0	-28.0	58.25
284	2020-06-17 17:52:40	2020.06.17 19:00:00	-42.0	29.0	21.5	58.25
284	2020-06-18 17:58:40	2020.06.18 22:00:40	-95.0	33.0	-95.0	47.5
288	2020-06-18 17:58:40	2020.06.18 22:00:40	-95.0	33.0	-95.0	47.5
286	2020-06-19 14:35:40	2020.06.19 16:00:00	-6.0	55.0	45.0	11.5
290	2020-06-19 14:35:40	2020.06.19 15:00:00	-6.0	20.0	18.5	11.5
294	2020-06-22 14:44:00	2020.06.22 15:00:00	-5.5	27.0	26.0	19.25
290	2020-06-22 14:44:00	2020.06.22 16:39:40	-38.5	39.0	-38.5	19.25
296	2020-06-23 14:24:40	2020.06.23 15:06:20	-23.0	11.0	-23.0	11.5
292	2020-06-23 14:24:40	2020.06.23 15:06:20	-23.0	11.0	-23.0	11.5
304	2020-06-29 14:52:40	2020.06.29 15:00:00	21.5	68.5	48.0	20.25
300	2020-06-29 14:52:40	2020.06.29 16:13:40	-40.5	68.5	-40.5	20.25
306	2020-06-29 17:26:40	2020.06.29 18:30:00	-41.0	88.5	79.5	121.25
302	2020-06-29 17:26:40	2020.06.29 23:30:00	-41.0	253.5	247.5	121.25
304	2020-06-30 14:30:40	2020.06.30 15:06:20	-35.5	23.0	-35.5	17.75
308	2020-06-30 14:30:40	2020.06.30 15:06:20	-35.5	23.0	-35.5	17.75
318	2020-07-09 14:28:40	2020.07.09 15:30:00	-15.5	25.0	20.5	23.75
314	2020-07-09 14:28:40	2020.07.09 17:17:40	-47.5	72.0	-47.5	23.75
318	2020-07-14 14:03:40	2020.07.14 14:10:40	-38.5	9.5	-38.5	19.25
323	2020-07-14 14:03:40	2020.07.14 14:10:40	-38.5	9.5	-38.5	19.25
326	2020-07-14 17:30:40	2020.07.14 18:30:00	-43.5	171.5	106.0	126.25
321	2020-07-14 17:30:40	2020.07.14 23:30:00	-43.5	408.5	325.0	126.25
325	2020-07-16 17:41:40	2020.07.16 17:58:40	-115.0	11.5	-115.0	57.5
330	2020-07-16 17:41:40	2020.07.16 17:58:40	-115.0	11.5	-115.0	57.5
338	2020-07-24 14:02:40	2020.07.24 14:36:20	-76.5	32.5	-76.5	38.25
343	2020-07-24 14:02:40	2020.07.24 14:36:20	-76.5	32.5	-76.5	38.25
340	2020-07-24 17:09:40	2020.07.24 23:30:00	-102.0	197.5	51.0	131.25
345	2020-07-24 17:09:40	2020.07.24 18:00:00	-89.0	143.0	138.5	131.25
348	2020-07-27 14:43:40	2020.07.27 15:00:00	-6.5	14.5	12.5	20.25
343	2020-07-27 14:43:40	2020.07.27 15:33:40	-40.5	14.5	-40.5	20.25
354	2020-07-30 14:44:40	2020.07.30 18:00:00	-118.0	94.5	36.0	71.25
349	2020-07-30 14:44:40	2020.07.30 20:30:00	-118.0	289.5	256.5	71.25
356	2020-07-31 14:06:40	2020.07.31 14:30:00	-3.0	37.5	14.5	17.5
351	2020-07-31 14:06:40	2020.07.31 16:30:40	-35.0	69.0	-35.0	17.5
363	2020-08-05 14:33:40	2020.08.05 15:11:40	-31.0	14.5	-31.0	15.5
358	2020-08-05 14:33:40	2020.08.05 15:11:40	-31.0	14.5	-31.0	15.5
366	2020-08-07 17:51:40	2020.08.07 18:00:00	4.0	36.0	20.0	43.5
361	2020-08-07 17:51:40	2020.08.07 18:28:40	-87.0	36.0	-87.0	43.5
363	2020-08-10 14:54:40	2020.08.10 16:51:40	-28.0	41.0	-28.0	14.0
368	2020-08-10 14:54:40	2020.08.10 15:00:00	-4.0	10.0	9.0	14.0
375	2020-08-11 17:38:40	2020.08.11 18:30:00	-50.5	118.0	100.5	72.0
370	2020-08-11 17:38:40	2020.08.11 22:16:40	-144.0	141.0	-144.0	72.0
378	2020-08-12 14:33:40	2020.08.12 14:57:40	-40.5	6.5	-40.5	20.25
373	2020-08-12 14:33:40	2020.08.12 14:57:40	-40.5	6.5	-40.5	20.25
375	2020-08-13 14:01:40	2020.08.13 15:00:00	3.5	48.5	36.5	9.0
380	2020-08-13 14:01:40	2020.08.13 14:30:00	3.5	31.0	15.5	9.0
385	2020-08-20 17:50:40	2020.08.20 21:30:00	-32.5	141.0	131.0	32.25
390	2020-08-20 17:50:40	2020.08.20 18:00:00	7.0	35.5	24.0	32.25
397	2020-08-25 17:46:20	2020.08.25 18:30:00	-62.0	92.5	38.5	57.75
392	2020-08-25 17:46:20	2020.08.25 23:30:00	-62.0	164.5	163.0	57.75
394	2020-08-27 14:10:40	2020.08.27 14:47:40	-20.5	10.0	-20.5	10.25
399	2020-08-27 14:10:40	2020.08.27 14:47:40	-20.5	10.0	-20.5	10.25
405	2020-09-01 17:00:40	2020.09.01 17:30:00	-28.5	112.5	111.5	89.25
400	2020-09-01 17:00:40	2020.09.01 23:30:00	-28.5	201.5	197.0	89.25
414	2020-09-09 17:25:40	2020.09.09 23:30:00	13.0	346.5	180.5	117.25
419	2020-09-09 17:25:40	2020.09.09 17:30:00	29.5	106.5	82.5	117.25
416	2020-09-10 14:04:40	2020.09.10 16:00:00	-74.5	245.0	228.5	57.5
421	2020-09-10 14:04:40	2020.09.10 15:00:00	-74.5	88.0	62.0	57.5
423	2020-09-10 17:03:40	2020.09.10 17:46:40	-179.5	41.0	-179.5	89.75
418	2020-09-10 17:03:40	2020.09.10 17:46:40	-179.5	41.0	-179.5	89.75
421	2020-09-11 14:47:40	2020.09.11 15:26:40	-85.5	20.0	-85.5	42.75
426	2020-09-11 14:47:40	2020.09.11 15:26:40	-85.5	20.0	-85.5	42.75
431	2020-09-17 17:45:40	2020.09.17 18:56:40	-207.5	79.0	-207.5	103.75
436	2020-09-17 17:45:40	2020.09.17 18:56:40	-207.5	79.0	-207.5	103.75
438	2020-09-18 14:13:40	2020.09.18 14:30:00	-20.5	25.5	24.5	29.75
433	2020-09-18 14:13:40	2020.09.18 16:31:40	-59.5	64.5	-59.5	29.75
442	2020-09-21 14:49:40	2020.09.21 16:40:40	-150.0	41.0	-150.0	75.0
437	2020-09-21 14:49:40	2020.09.21 16:40:40	-150.0	41.0	-150.0	75.0
451	2020-09-25 14:18:40	2020.09.25 15:00:00	-51.0	100.0	73.5	38.0
446	2020-09-25 14:18:40	2020.09.25 17:30:00	-51.0	187.5	167.0	38.0
449	2020-09-28 14:58:40	2020.09.28 16:36:40	-64.0	63.5	-64.0	32.0
454	2020-09-28 14:58:40	2020.09.28 15:00:00	-6.0	20.5	15.5	32.0
457	2020-09-29 14:01:40	2020.09.29 14:33:40	-59.0	9.5	-59.0	29.5
452	2020-09-29 14:01:40	2020.09.29 14:33:40	-59.0	9.5	-59.0	29.5
459	2020-10-01 14:16:40	2020.10.01 15:00:00	-33.0	24.0	9.0	21.75
454	2020-10-01 14:16:40	2020.10.01 15:20:40	-43.5	24.0	-43.5	21.75
462	2020-10-01 17:38:20	2020.10.01 18:10:40	-111.0	6.0	-111.0	55.5
457	2020-10-01 17:38:20	2020.10.01 18:10:40	-111.0	6.0	-111.0	55.5
461	2020-10-06 14:04:40	2020.10.06 17:30:00	-31.5	130.0	96.0	21.75
466	2020-10-06 14:04:40	2020.10.06 14:30:00	-20.5	31.5	25.5	21.75
468	2020-10-07 17:57:20	2020.10.07 18:30:00	-15.0	36.5	22.5	48.0
463	2020-10-07 17:57:20	2020.10.07 23:30:00	-46.5	180.0	115.0	48.0
468	2020-10-09 14:12:40	2020.10.09 17:00:00	-4.5	127.5	113.5	22.5
473	2020-10-09 14:12:40	2020.10.09 14:30:00	-4.5	15.0	7.5	22.5
470	2020-10-09 17:35:40	2020.10.09 23:00:00	-9.0	137.0	131.0	33.25
475	2020-10-09 17:35:40	2020.10.09 18:00:00	-9.0	27.5	16.0	33.25
477	2020-10-12 17:53:40	2020.10.12 18:00:00	10.5	50.5	40.5	79.0
472	2020-10-12 17:53:40	2020.10.12 20:00:00	10.5	372.5	305.5	79.0
481	2020-10-14 14:06:40	2020.10.14 14:30:00	-7.0	56.0	50.5	35.75
476	2020-10-14 14:06:40	2020.10.14 17:25:40	-71.5	105.0	-71.5	35.75
485	2020-10-16 14:32:40	2020.10.16 15:30:00	-7.5	40.0	30.5	52.0
480	2020-10-16 14:32:40	2020.10.16 22:41:40	-104.0	192.5	-104.0	52.0
500	2020-10-23 17:31:20	2020.10.23 18:39:40	-112.0	29.5	-112.0	56.0
495	2020-10-23 17:31:20	2020.10.23 18:39:40	-112.0	29.5	-112.0	56.0
504	2020-10-28 17:58:20	2020.10.28 18:49:40	-113.5	10.5	-113.5	56.75
509	2020-10-28 17:58:20	2020.10.28 18:49:40	-113.5	10.5	-113.5	56.75
511	2020-10-29 14:36:40	2020.10.29 16:00:00	-96.0	107.0	85.5	73.5
506	2020-10-29 14:36:40	2020.10.29 19:30:00	-96.0	294.0	287.5	73.5
513	2020-10-29 17:14:40	2020.10.29 17:30:00	-12.5	56.5	32.0	47.25
508	2020-10-30 14:44:40	2020.10.30 15:44:40	-105.5	96.5	-105.5	52.75
515	2020-10-30 14:44:40	2020.10.30 15:00:00	8.0	50.0	17.0	52.75
514	2020-11-03 14:00:40	2020.11.03 16:33:40	-59.5	44.5	-59.5	29.75
521	2020-11-03 14:00:40	2020.11.03 15:30:00	-49.0	22.0	12.5	29.75
517	2020-11-05 14:59:40	2020.11.05 16:01:40	-59.5	8.0	-59.5	29.75
524	2020-11-05 14:59:40	2020.11.05 16:01:40	-59.5	8.0	-59.5	29.75
522	2020-11-09 17:04:40	2020.11.09 21:14:40	-340.0	97.0	-340.0	170.0
529	2020-11-09 17:04:40	2020.11.09 21:14:40	-340.0	97.0	-340.0	170.0
534	2020-11-11 14:27:20	2020.11.11 15:50:40	-73.5	51.5	-73.5	36.75
527	2020-11-11 14:27:20	2020.11.11 15:50:40	-73.5	51.5	-73.5	36.75
538	2020-11-13 14:23:40	2020.11.13 14:52:40	-47.0	13.0	-47.0	23.5
531	2020-11-13 14:23:40	2020.11.13 14:52:40	-47.0	13.0	-47.0	23.5
540	2020-11-19 17:38:40	2020.11.19 23:30:00	-31.0	147.0	112.0	43.5
547	2020-11-19 17:38:40	2020.11.19 18:00:00	12.5	54.5	15.5	43.5
550	2020-11-20 17:22:40	2020.11.20 18:00:00	-13.0	45.0	22.0	38.25
543	2020-11-20 17:22:40	2020.11.20 22:18:40	-76.5	62.0	-76.5	38.25
552	2020-11-23 14:30:20	2020.11.23 15:00:00	-9.0	14.0	6.5	14.5
545	2020-11-23 14:30:20	2020.11.23 15:42:40	-29.0	16.5	-29.0	14.5
551	2020-11-24 17:37:40	2020.11.24 18:30:00	-9.0	180.5	157.0	35.5
558	2020-11-24 17:37:40	2020.11.24 18:00:00	-9.0	101.0	100.0	35.5
562	2020-11-26 14:56:40	2020.11.26 15:30:00	-6.0	12.5	6.0	9.5
555	2020-11-26 14:56:40	2020.11.26 17:13:40	-19.0	36.0	-19.0	9.5
558	2020-11-27 14:37:40	2020.11.27 15:30:00	-4.0	40.0	30.0	7.25
566	2020-11-27 14:37:40	2020.11.27 15:00:00	-4.0	12.0	8.0	7.25
568	2020-11-30 14:06:40	2020.11.30 14:30:00	-6.0	83.0	57.5	24.25
560	2020-11-30 14:06:40	2020.11.30 16:42:40	-48.5	83.0	-48.5	24.25
572	2020-12-01 14:59:40	2020.12.01 15:18:20	-28.0	7.5	-28.0	14.0
564	2020-12-01 14:59:40	2020.12.01 15:18:20	-28.0	7.5	-28.0	14.0
567	2020-12-02 17:12:40	2020.12.02 23:30:00	-5.0	148.5	134.5	85.25
575	2020-12-02 17:12:40	2020.12.02 17:30:00	-5.0	63.5	39.5	85.25
569	2020-12-03 14:51:40	2020.12.03 15:37:40	-25.5	11.0	-25.5	12.75
577	2020-12-03 14:51:40	2020.12.03 15:37:40	-25.5	11.0	-25.5	12.75
573	2020-12-04 17:49:20	2020.12.04 23:30:00	-73.0	34.0	-7.5	46.0
581	2020-12-04 17:49:20	2020.12.04 20:00:00	-73.0	23.5	20.0	46.0
592	2020-12-11 17:12:40	2020.12.11 18:37:40	-161.5	9.5	-161.5	80.75
584	2020-12-11 17:12:40	2020.12.11 18:37:40	-161.5	9.5	-161.5	80.75
586	2020-12-14 14:40:20	2020.12.14 15:14:40	-14.5	10.0	-14.5	7.25
594	2020-12-14 14:40:20	2020.12.14 15:00:00	-7.5	9.0	7.0	7.25
596	2020-12-15 14:01:40	2020.12.15 14:30:00	6.5	51.5	46.0	11.5
588	2020-12-15 14:01:40	2020.12.15 14:30:00	6.5	51.5	46.0	11.5
600	2020-12-16 17:34:40	2020.12.16 19:00:00	-24.5	64.0	57.0	53.25
592	2020-12-16 17:34:40	2020.12.16 23:30:00	-30.0	159.0	99.5	53.25
599	2020-12-22 14:04:40	2020.12.22 16:28:40	-26.5	50.0	-26.5	13.25
607	2020-12-22 14:04:40	2020.12.22 14:30:00	-3.5	42.0	31.5	13.25
611	2020-12-23 14:35:40	2020.12.23 16:00:00	-20.5	22.0	7.0	12.75
603	2020-12-23 14:35:40	2020.12.23 16:31:40	-25.5	22.0	-25.5	12.75
614	2020-12-23 17:33:40	2020.12.23 17:52:40	-65.0	7.5	-65.0	32.5
606	2020-12-23 17:33:40	2020.12.23 17:52:40	-65.0	7.5	-65.0	32.5
610	2020-12-28 14:18:20	2020.12.28 15:00:00	-2.0	27.5	24.0	6.0
618	2020-12-28 14:18:20	2020.12.28 14:30:00	-2.0	12.5	10.0	6.0
613	2020-12-28 17:50:40	2020.12.28 23:30:00	-3.5	102.0	65.0	63.75
621	2020-12-28 17:50:40	2020.12.28 18:30:00	-3.5	44.0	34.0	63.75
616	2020-12-29 17:38:40	2020.12.29 19:47:40	-116.5	40.0	-116.5	58.25
624	2020-12-29 17:38:40	2020.12.29 18:00:00	-21.5	35.0	23.0	58.25
621	2020-12-31 14:21:40	2020.12.31 14:27:40	-13.0	0.0	-13.0	6.5
629	2020-12-31 14:21:40	2020.12.31 14:27:40	-13.0	0.0	-13.0	6.5
625	2021-01-04 14:36:40	2021.01.04 16:13:20	-15.0	24.0	-15.0	7.5
633	2021-01-04 14:36:40	2021.01.04 15:00:00	-11.5	22.5	21.5	7.5
640	2021-01-07 14:01:40	2021.01.07 14:30:00	-12.0	38.0	18.5	19.25
632	2021-01-07 14:01:40	2021.01.07 17:00:00	-12.0	281.0	278.0	19.25
634	2021-01-08 14:10:40	2021.01.08 16:30:00	-19.5	65.0	57.0	13.5
642	2021-01-08 14:10:40	2021.01.08 14:30:00	-1.0	22.5	13.5	13.5
644	2021-01-08 17:05:20	2021.01.08 17:26:40	-132.5	5.0	-132.5	66.25
636	2021-01-08 17:05:20	2021.01.08 17:26:40	-132.5	5.0	-132.5	66.25
640	2021-01-11 17:06:40	2021.01.11 22:21:40	-165.0	78.5	-165.0	82.5
648	2021-01-11 17:06:40	2021.01.11 17:30:00	-32.0	43.5	31.0	82.5
642	2021-01-12 14:05:40	2021.01.12 15:14:40	-30.5	5.0	-30.5	15.25
650	2021-01-12 14:05:40	2021.01.12 15:14:40	-30.5	5.0	-30.5	15.25
